6578	Can a BSS real-arithmetic algorithm construct n points on the sphere in polynomial time whose logarithmic energy is within O(log n) of minimum?
6581	Does every s-term DNF have a Fourier approximation supported on at most (s/ε)^{O(log(1/ε))} coefficients with squared error at most ε?
6582	Is equivalence of deterministic higher-order recursion schemes decidable?
6583	In every pure type system, does weak normalization of a typable term imply its strong normalization?
6584	Can network coding ever increase achievable multiple-unicast rates over fractional routing in an undirected capacitated network?
6585	Can arbitrary sparse rational linear systems be solved in nearly linear time, with the precision and conditioning dependence specified in the atlas?
6587	Does Densest k-Subgraph admit a polynomial-time constant-factor approximation?
6588	Does Directed Steiner Tree admit a polynomial-time polylogarithmic approximation in the number of terminals?
6589	Is the integrality gap of the subtour LP for symmetric metric TSP at most 4/3?
6590	Is the integrality gap of the subtour LP for asymmetric metric TSP at most two?
6591	Does Directed Feedback Vertex Set admit a polynomial-time constant-factor approximation?
6592	Can k-Clique be solved in f(k)n^{O(1)} time, equivalently FPT=W[1]?
6594	For every ε>0, is some bounded-set-size version of Set Cover impossible in O*((2−ε)^n) time, where n is the universe size?
6595	For every ε>0, does some k-CNF satisfiability problem require more than O*((2−ε)^n) deterministic time?
6598	Does min-plus convolution of two length-n integer arrays require n^{2−o(1)} time in the word-RAM model?
6601	Are some tautologies provable only with superpolynomial-size Extended Frege proofs?
6602	Can superpolynomial proof-size lower bounds be proved for constant-depth Frege systems with modular counting connectives?
6603	Is deterministic communication complexity of every Boolean matrix polynomially bounded by the logarithm of its real rank?
6604	Is the Fourier entropy of every Boolean function bounded by a universal constant times its total influence?
6605	Must every bounded low-degree real polynomial on the Boolean cube with non-negligible variance have a variable of polynomially large influence?
6608	Is validity of unconditional Shannon information inequalities over arbitrary finite discrete random variables decidable?
6609	Do constant-rate binary locally decodable codes exist with O(log n) queries and positive constant error tolerance?
6611	Must any determinant representation of the permanent by affine linear matrix entries have superpolynomial dimension?
6612	Is VP_ℂ=VBP_ℂ: can polynomial-size arithmetic circuits of polynomial degree always be replaced by polynomial-size algebraic branching programs?
6613	Does the determinant have polynomial-size arithmetic formulas over ℂ?
6614	Can univariate polynomials over explicitly represented finite fields be factored deterministically in time polynomial in degree and field-description length?
6616	Can the exact permanent of an n×n integer matrix be computed in O*((2−ε)^n) time for some fixed ε>0?
6617	Can every integer be factored by a classical randomized polynomial-time algorithm?
6618	Can discrete logarithms in prime fields be computed by a classical randomized polynomial-time algorithm?
6619	Can exact Euclidean shortest vectors be found in 2^{O(n)} time using only polynomial space?
6620	For every ε>0, is the least quadratic nonresidue modulo a sufficiently large prime p at most p^ε?
6621	Does single-site Glauber dynamics for proper q-colourings mix in polynomial time for every graph whenever q≥Δ+2?
6622	Does the switch chain on all binary matrices with prescribed row and column sums mix in polynomial time for every feasible margin sequence?
6623	Can every n-bit string be reconstructed from polynomially many independent deletion-channel traces at any fixed deletion rate below one?
6625	Can fully dynamic graph connectivity be maintained deterministically with polylogarithmic worst-case update and query times?
6626	Can an exact minimum spanning forest be maintained with polylogarithmic worst-case time per edge insertion, deletion or weight change?
6627	Can a (1+ε)-approximate maximum matching be maintained fully dynamically with polylogarithmic update time for each fixed ε>0?
6628	Does counting perfect matchings in general graphs admit an FPRAS?
6629	Does the permanent of a nonnegative rational matrix admit a deterministic FPTAS?
6631	What is the optimal Euclidean error for releasing k arbitrary statistical queries under pure differential privacy as a function of database size, k and privacy level?
6632	Does a polynomial-time universally truthful combinatorial auction achieve constant-factor welfare approximation for submodular bidders?
6633	Does exact envy-free cake cutting for arbitrarily many agents admit a protocol with polynomially many Robertson–Webb queries?
6634	What is the optimal worst-case expected distortion achievable by randomized voting rules when only rankings from an unknown metric are given?
6635	Does every finite-template decision promise CSP belong to P or become NP-hard?
6636	Does the Bodirsky–Pinsker tractability dichotomy hold for CSPs of reducts of finitely bounded homogeneous structures?
6637	Can every 3-colourable graph be coloured in polynomial time with a universal constant number of colours?
6638	Can unrelated-machine makespan be approximated in polynomial time within 2−ε for some universal ε>0?
6640	Is there a polynomial-time bin-packing algorithm whose number of bins exceeds optimum by at most an absolute constant?
6641	Is the uniform word problem decidable for monoids presented by a single defining relation?
6643	Is unification in basic modal logic K decidable?
6644	Is termination decidable for string-rewriting systems consisting of one rule?
6645	Does the conjectured full structural classification of conjunctive queries permitting linear preprocessing and constant-delay enumeration hold?
6646	Does Martin’s conjecture fully classify Turing-invariant degree-increasing functions under determinacy?
6648	Does Kolmogorov–Loveland randomness coincide with Martin-Löf randomness?
6650	Can equivalence of two deterministic decomposable negation-normal-form circuits be decided deterministically in polynomial time?
6651	Does every graph of chromatic number at least t contain a K_t minor?
6652	For every fixed forbidden induced graph H, does every H-free n-vertex graph contain a clique or independent set of size n^{ε_H} for some ε_H>0?
6653	For every tree T and clique bound k, is chromatic number bounded in all T-induced-free graphs with clique number at most k?
6654	Must every graph class with decidable MSO₁ theory have bounded clique-width, in the precise theory convention of Seese’s conjecture?
6656	Can a polynomial-time randomized algorithm distinguish G(n,1/2) from the same graph with a planted clique of size n^{1/2−ε}, for some fixed ε>0?
6657	What is the polynomial-time detection threshold for dense tensor PCA in the Gaussian spiked model?
6659	Does metric k-Median admit polynomial-time approximation ratio 1+2/e+ε for every constant ε>0?
6660	Does Edge Multiway Cut parameterized by the deletion budget have a polynomial kernel?
6662	Can restricted-isometry matrices with m=O(k log(n/k)) rows be constructed deterministically in polynomial time at constant distortion?
6663	Does Frege polynomially simulate Extended Frege in proof size?
6664	For each fixed degree d, is the maximum average sensitivity of an n-variable polynomial threshold function asymptotically at most the symmetric Gotsman–Linial benchmark?
6666	Is the number of integer roots of a univariate integer polynomial polynomially bounded by its constant-free arithmetic straight-line-program length?
6667	Can Euclidean SVP be approximated within a polynomial factor in the lattice dimension in classical polynomial time?
6668	Does Glauber dynamics for the zero-field three-dimensional Ising model at critical temperature mix in polynomial time in the side length?
6669	Can sum-of-pairs multiple sequence alignment be approximated in polynomial time within 2−ε for some constant ε>0?
6670	Can the exact global minimum cut of an undirected graph be maintained fully dynamically with polylogarithmic update time?
6671	Does counting Euler tours of undirected graphs admit an FPRAS?
6673	What is the optimal worst-case error of pure-DP continual release of prefix counts as a function of stream length and privacy level?
6674	Can randomized truthful mechanisms beat the known linear deterministic approximation barrier for unrelated-machine makespan?
6676	Can precedence-constrained scheduling on identical machines beat approximation factor two by an absolute constant when the number of machines is part of the input?
6678	Is first-order model checking fixed-parameter tractable on every hereditary monadically dependent graph class?
6680	Is conjunctive-query entailment for unrestricted SROIQ knowledge bases decidable?
6859	Can binary linear codes meeting the Gilbert–Varshamov bound be constructed deterministically in time polynomial in their own blocklength, without exhaustive search?
7113	Can identity testing for explicitly given arithmetic circuits be derandomized in polynomial time? The existing source draft still needs its field and degree conventions fixed.
7160	For every fixed ε>0, is distinguishing small sets with expansion at most ε from all comparably small sets having expansion at least 1−ε NP-hard, for a suitable fixed set-size fraction?
7161	Does NEXP require superpolynomial-size constant-depth threshold circuits?
7167	Do classical one-way functions exist?
7173	What is the optimal expected number of operations of Shellsort on a uniformly random permutation, optimized over increment sequences as a function of input size?
7179	Can exact edit distance of length-n strings be computed in O(n^{2−ε}) time for some fixed ε>0?
7181	For every fixed k, is it polynomial-time decidable whether an input graph has clique-width at most k?
7184	What is the optimal exact running time for computing the volume of the union of n axis-parallel boxes in each fixed dimension d≥3?
7185	Is the Euclidean Steiner-tree/MST length ratio of every finite planar point set at least √3/2?
7192	Is propositional multiplicative-exponential linear logic decidable?
7194	Does every satisfiable word equation of length n have a solution in which each substituted word has length at most 2^{poly(n)}?
7195	Is there an effectively specified logic capturing exactly polynomial-time properties of finite unordered structures?
7207	For two agents with additive preferences over indivisible goods, does competitive equilibrium exist for almost every budget pair in the source’s normalization?
7215	Is the Shannon capacity of an arbitrary finite graph computable to arbitrary additive accuracy?
7220	For every ε>0, does edit distance admit a (1+ε)-approximation in truly subquadratic time?
7221	Does counting independent sets in bipartite graphs admit an FPRAS?
7223	Can multiplication of two n-bit integers be computed by Boolean circuits with O(n) gates?
7228	Can exact directed maximum flow with polynomially bounded integer capacities be computed in O((m+n) polylog n) time?
7229	Does existence of classical one-way functions imply classical key agreement in the plain model?
7230	Is the first-order theory of the real field with exponentiation decidable, without an unproved number-theoretic assumption?
7231	Can every rational P-matrix linear complementarity problem be solved in polynomial time?
7232	Are spectra of first-order sentences closed under complementation?
7233	Can general weighted TSP on n vertices be solved in O*((2−ε)^n) time for some fixed ε>0?
7235	For every fixed ε>0, can edit distance be (1+ε)-approximated in n^{1+o(1)} time?
7236	Can all Boolean marginals be released privately in polynomial time from a database whose size is polynomial in the number of attributes and inverse accuracy?
7237	Is it NP-hard to distinguish 3-colourable graphs from graphs requiring more than six colours?
7238	Can random 3-SAT at a sufficiently large constant clause density be refuted in polynomial time with high probability?
7239	Does greedy CDCL without restarts polynomially simulate resolution?
7240	Can all vertices of a rational polytope given by inequalities be enumerated in output-polynomial time?
7241	Can twin-width be approximated in fixed-parameter time with the approximation guarantee depending only on the true twin-width?
7249	Does every bridgeless cubic graph have six perfect matchings, allowing repetition, such that every edge belongs to exactly two?
7262	Does every concise tensor in ℂ^n⊗ℂ^n⊗ℂ^n have asymptotic rank n?
7263	Can directed SSSP with positive integer weights be solved in deterministic O(m+n) word-RAM time?
7264	Can integer programming with n variables be solved in 2^{O(n)} times a polynomial in the input bit length?
7265	Can an n-bit prime be constructed deterministically in polynomial time for every n?
7267	Do binary codes asymptotically beat the Gilbert–Varshamov rate at some fixed relative distance?
7268	Does the sliding-scale PCP conjecture hold with inverse-polynomial soundness, the constant query bound and alphabet dependence specified in the atlas?
7269	Does the permanent require multilinear arithmetic formulas of size 2^{Ω(n)}?
7271	Can a deterministic polynomial-time two-source extractor output one constant-error bit from independent n-bit sources each having min-entropy log₂n+O(1)?
7273	Is there a disjoint NP pair complete under polynomial-time many-one reductions between disjoint pairs?
7274	Does existence of arbitrary one-way functions imply existence of one-way functions computable in NC⁰?
7275	Do some n-participant access structures require perfect secret-sharing schemes of size 2^{Ω(n)}, allowing unrestricted nonlinear schemes?
7276	Does polynomial-time average-case RSA inversion with exponent 65537 imply polynomial-time average-case factoring in the atlas’s RSA-modulus distribution?
7277	Does arbitrary public-key encryption imply compact fully homomorphic encryption?
7278	Does arbitrary public-key encryption imply identity-based encryption?
7279	Does LWE alone imply succinct noninteractive arguments for every NP relation?
7280	Does ordinary LWE imply one-way permutations?
7281	Is beating the Goemans–Williamson Max-Cut approximation constant by any fixed amount NP-hard without assuming Unique Games?
7283	Does the perfect matching polytope require semidefinite extended formulations of superpolynomial size?
7284	Is computing an exact Hylland–Zeckhauser market equilibrium FIXP-hard?
7286	Does every problem in Continuous Local Search have a polynomial-time algorithm?
7288	Is the adaptivity gap for influence maximization under full-adoption feedback bounded by an absolute constant on every graph?
7293	Can intersections of two arbitrary halfspaces be PAC learned, possibly improperly, in polynomial time under every input distribution?
7294	Can size-s decision trees be learned from uniform random examples in poly(n,s,1/ε) time?
7295	Can arbitrary k-component Gaussian mixtures be density-estimated in total variation in time polynomial in dimension, k and inverse accuracy?
7296	Can sparse Gaussian means be estimated robustly in polynomial time at the information-theoretically optimal sample size?
7298	Does entrywise ℓ₁ rank-k approximation admit a polynomial-time approximation factor independent of k when k is part of the input?
7299	Is multiplicatively approximating the squared permanent of a typical complex Gaussian matrix #P-hard in the average-case reduction sense required for boson sampling?
7300	Can every polynomially gapped local stoquastic adiabatic computation be simulated by a classical randomized polynomial-time algorithm?
7302	Can perfectly secure asynchronous Byzantine agreement achieve Õ(n²) expected communicated bits while tolerating every t<n/3 Byzantine faults?
7303	Can asynchronous crash consensus tolerate every t<n/2 failures with O(n²) expected messages against a strong adaptive adversary?
7304	Can combining deterministic shared-object types increase their wait-free consensus power beyond the maximum power of the separate types?
7305	For every k≥2, can universal compact routing attain stretch 2k−1 and Õ(n^{1/k}) words per vertex without a preliminary handshake?
7306	Does an effective Scott-continuous lambda model have a recursively enumerable equational theory?
7309	Is reachability decidable for discrete-time parametric timed automata with at most two parametric clocks and arbitrarily many nonnegative integer parameters?
7310	Is exact time-bounded reachability-threshold comparison decidable for rational continuous-time MDPs without an unproved transcendence conjecture?
7311	Does choiceless polynomial time with counting express every isomorphism-invariant polynomial-time property of finite structures?
7313	Does deterministic ETH imply deterministic Gap-ETH for sparse 3-CNF formulas?
