# Individually selected removals; ranking and category size do not protect a card.
TCS-0904	The proposed separation from every variant of rewriting without fresh symbols leaves the admissible method family open-ended and centers on a vocabulary-preservation restriction.
TCS-0090	Objective-independent memory over unspecified language families is a classification program. It does not select a particular broad memory theorem with a definite success condition.
TCS-0140	Polylogarithmic expected synchronization time for populations under one shared MDP action controller is a specialized efficiency refinement of population control.
TCS-0144	The exact complexity of sequential flow is an intermediate reachability question introduced for a particular population-control analysis. Its saved motivation remains subordinate to that framework.
TCS-0567	Bounded-memory permissive strategies ask to preserve all behaviors of positional winning strategies within one reachability-game controller convention.
TCS-0615	Maximizing the number of singleton reachability obligations is a specialized objective variant of graph games. Its saved complexity gap has insufficient independent breadth.
TCS-0870	Finite equational axiomatization for unspecified collections of graph operations is a symbolic-algebra research program rather than one selected central computational target.
TCS-0881	A reduced canonical semigroup rewrite system that is not length-decreasing would settle a specialized normal-form property, without a substantial general algorithmic consequence in the saved record.
TCS-0883	A universal combinatory generator with one fixed surrounding context imposes an extra syntactic uniformity condition on symbolic universality.
TCS-0911	Classifying ordinals realized by lambda-reduction graphs is chiefly an order-structure question. The entry does not connect the classification to a sufficiently consequential computational boundary.
TCS-0516	Logarithmic recoloring radius for incremental bipartite three-coloring is a specialized local-repair endpoint with unlimited global computation. Its model-comparison motivation is narrower than the retained general distributed and dynamic barriers.
TCS-0996	Relations between insertion, deletion, window and reset streaming models combines several transformation questions and a model-design direction without one selected benchmark target.
TCS-0983	Universal sketching over unspecified families of statistics is a broad research program. The entry does not choose a distinct major theorem or separation beyond general sketching capabilities.
TCS-0977	The projector-diagonal entry mixes exact and approximate streaming computation with designing a distributed access model. It does not isolate one independently consequential target.
TCS-0938	The additional logarithmic memory factor for one-pass Max-Cut is a quantitative refinement of an already linear lower bound.
TCS-0942	The two-pass Max-Cut endpoint is a narrowly selected pass count alongside the retained general multi-pass tradeoff questions. It lacks enough independent significance to occupy another card.
TCS-0936	Max-3And is a predicate-specific test case for extending sketching lower bounds to streaming. The broader transfer question remains represented as TCS-0940.
TCS-0937	The monarchy-predicate lower bound is another specialized test case of the sketching-to-streaming transfer program, without sufficient separate consequences.
TCS-0939	The near-half Max-DiCut sketching exponent sharpens one point of a predicate-specific approximation-memory curve. The retained general streaming barriers carry the broader issue.
TCS-0525	Sublinear degree dependence for exact maximal fractional matching with a supplied bipartition is a local quantitative variant of distributed matching.
TCS-0511	Constant-radius dynamic three-coloring of unrooted trees is a specialized local-repair question within a restricted graph family.
TCS-0719	Anytime acceleration by an infinite stepsize schedule tunes the stopping-time behavior of plain gradient descent. The stricter collection prioritizes general optimization limits over this fixed-method guarantee.
TCS-0680	Whether nonadaptive gradient combinations must query statistically poor points is a method-class trajectory property, rather than a general learnability or optimization barrier.
TCS-0695	Exactness of the particular maximum-likelihood SDP relaxation beyond exact signal recovery analyzes one relaxation regime, with generalized Procrustes as its concrete target.
TCS-0721	Convergence of same-timescale mean-field Langevin descent-ascent on entropy-regularized torus games is a narrowly specified dynamics question.
TCS-0703	A closed-form optimal policy for endpoint search on a path with noisy directional predictions is a specialized stochastic-control example rather than a general computational barrier.
TCS-1315	Conditions for actual stationarity of nonlinear SGD are left as a broad dynamics research direction. The entry does not choose one consequential convergence proposition.
TCS-1715	Matching one approximately n^(2+1/18) randomized infinity-norm regression bound deterministically is a numerical-runtime refinement under additional matrix-multiplication conventions.
TCS-2273	Extending one nonstationary-RL update lower bound to function approximation is an unfinished representation-specific follow-up, without a selected general learning barrier.
TCS-2859	Deriving hyperbolic Spencer from two other conjectures is an auxiliary implication between specialized discrepancy frameworks. The principal balancing questions remain represented.
TCS-3221	Seeking training lower bounds that grow with neural-network depth is an open-ended parameter-refinement program, without a selected major complexity threshold.
TCS-3247	The dimension-growing lower-bound alternative for Tarski query complexity belongs to the same frontier as retained TCS-0491. It does not warrant a separate counter-direction card.
TCS-3443	Maximizing the newly introduced global cut dimension assesses the reach of one oracle-lower-bound mechanism rather than the general submodular minimization barrier.
TCS-3664	The necessity of smoothness for higher-dimensional small-gradient estimation with whole sampled functions is a specialized assumption refinement in a strong information model.
TCS-3798	Improving the epsilon exponent for ordinary SGD escaping saddle points tunes a fixed optimizer under one smooth stochastic setup.
TCS-3912	Comparing three named Steiner-Forest relaxations is a representation-specific analysis question whose saved consequences stay within that exact-algorithm framework.
TCS-4354	The entry bundles remaining dimension, convexity and online-rate questions for higher-order-smooth zeroth-order optimization. It supplies no separately selected central target.
TCS-4451	Robust approximate PSD factorization adds unspecified rank and error allowances to a particular factorization task. The saved motivation does not establish enough independent significance beyond that robustness extension.
TCS-0378	The chromatic number of the entire Euclidean plane is primarily an extremal geometric-coloring value. Despite its fame, the saved entry lacks the specific computational significance required for this smaller TCS atlas.
TCS-7187	A bounded slope number at maximum degree four fills one geometric representation threshold for a restricted graph class.
TCS-7186	Demanding convex faces as well as a planar straight-line greedy embedding is an additional geometric constraint on a particular routing representation.
TCS-0466	Certifying all substring lengths for one supplied Karp-Rabin modulus is a fingerprint-interface refinement. The requirement to preserve that modulus makes it narrower than the general reliable string-computation barriers.
TCS-1402	Polynomial Wheelerization preserving a specified k-mer set is a specialized graph-index representation program with no independently selected general indexing theorem.
TCS-2122	Robust edit-distance approximation in the sense needed by one metric-transfer reduction is a supporting algorithm-interface condition, rather than the general approximation target.
TCS-2378	Necessity of an extra coding step in a particular L-system compression family is a model-variant separation with insufficient wider computational consequences.
TCS-0857	Whether QAOA reaches the SK limiting energy evaluates one variational architecture on one random Hamiltonian family. The stricter collection prioritizes general quantum advantage and Hamiltonian complexity barriers.
TCS-0035	The cost of exceeding a particular cross-entropy score is a benchmark-specific sampling refinement, rather than a general separation of quantum and classical computation.
TCS-1262	Matching the square-root classical query bound for the extremal Forrelation promise sharpens one specially constructed separation example.
TCS-1309	Extending a few-copy shadow-tomography analysis to larger entangled measurement batches is a parameterized follow-up without a separately selected central theorem.
TCS-1769	The requested characterization of asymmetric quantum direct sums is an open-ended class-discovery program. No particular general direct-sum theorem is selected.
TCS-2559	Separating precision overhead additively from evolution time in Lindblad simulation is a quantitative simulation refinement, rather than an unresolved feasibility or model-power boundary.
TCS-2950	Standard-assumption quantum null-obfuscation is left as a construction-template program with unspecified replacement assumptions. Its motivation remains tied to combining particular verification and obfuscation ingredients.
TCS-3130	The two-dimensional random-circuit collision-probability threshold sharpens an anti-concentration estimate used in one cross-entropy spoofing analysis.
TCS-3140	The disjoint-multiple-collision quantum time-space inequality is a specialized workload endpoint within the broader collision and distinctness tradeoff already represented by TCS-0034.
TCS-4131	Comparing logarithmically many QMA versus unique-QMA oracle calls is an intermediate classification question for particular local-measurement problems, rather than the general quantum-witness power frontier.
TCS-4382	The two-query versus degree-four polynomial correspondence is a small-query special case of the broader algorithm-versus-polynomial characterization program retained elsewhere.
TCS-4429	Extending Markov-model multi-source extractor security to non-signaling side information is a specialized change of adversary model without a separately stated general extraction threshold.
TCS-0450	Recovering four hidden matrices up to common left-right transformations tests one determinant-program obfuscation proposal, rather than a general obfuscation or cryptographic feasibility question.
TCS-2809	Preserving black-box and round-optimal OT transformations from a weaker two-round privacy notion is a construction-conversion refinement under several simultaneous interface constraints.
TCS-0463	Separating abelian-group and field realizations of secret-sharing schemes is a specialized algebraic representation question, with less independent reach than general share-size and primitive-feasibility barriers.
TCS-0460	Outsourcing private proof generation is posed as a design program for making particular proving computations more FHE-friendly, without a selected general feasibility or overhead theorem.
TCS-1643	Separating defense from PAC learning under one random-trigger backdoor definition depends on a specialized attack-and-defense model. Its saved consequences remain within that model.
TCS-4723	Collusion-resistant constrained PRFs for disjoint predicate supports isolate a restricted intermediate construction class rather than the general cryptographic feasibility frontier.
TCS-4757	Deriving an efficient card guesser from absence of one-way functions is a specialized converse for a low-memory permutation game.
TCS-4853	The record tracks near-extremal honest-versus-cheating resource ratios for a particular proof-of-space line and does not isolate a separate substantial remaining target beyond the source's construction discussion.
TCS-0239	Axiomatic strength beyond unspecified string-complexity information is a broad meta-mathematical program, without one selected consequential theorem in the saved entry.
TCS-0241	Comparison of several algorithmic common-information profiles is a specialized representation-measure question whose saved motivation does not establish enough independent scope.
TCS-0249	A finite-prefix formula for an unspecified randomness-deficiency variant is a quantitative characterization refinement within algorithmic randomness.
TCS-0260	Reducing unspecified information-search tasks to complexity profiles is an oracle-program direction rather than a single selected central reduction problem.
TCS-0274	Products versus color counts in a particular Weihrauch Ramsey setting is a fine structural comparison within one reducibility framework.
TCS-0264	State-shift comparisons of Busy Beaver runtime and output-one counts refine the encoding convention of one extremal function family.
TCS-0265	An eventual growth inequality between consecutive Busy Beaver values studies a local state-count law with insufficient wider computational consequences for the smaller pool.
TCS-0266	Unprovability of the particular ten-state Busy Beaver value in PA is a fixed-threshold incompleteness calibration rather than a general proof-strength or computability barrier.
TCS-0267	Unprovability of the particular twenty-state Busy Beaver value in ZF is another fixed-state logical calibration. It does not receive a separate place alongside broader foundational questions.
TCS-1270	Dimension-one versus randomness for multi-head finite-state gamblers is a specialized distinction between two measures in one restricted betting model.
TCS-1897	Derandomizing successful pushdown gamblers is a stack-specific extension of a finite-state randomness result, with limited independent consequences in the saved record.
TCS-2153	Extending three particular Kolmogorov-reduction theorems to adaptive randomized queries is a bundle of theorem-specific technical extensions.
TCS-2590	An intermediate finite-state strong dimension shared across all numeral bases is chiefly a specialized compressibility construction for individual real numbers.
TCS-2673	Choosing a minimal canonical boundary that guarantees computable type is a representation-design question for simplicial complexes, without a selected broad decision or complexity barrier.
TCS-0674	Regret bounds for repeated least-squares feature priming analyze a proposed reweighting procedure rather than the general sparse-learning frontier.
TCS-0669	Minimax optimality of black-box nuisance estimation in a partially linear model is a specialized semiparametric statistics target with insufficient wider TCS consequences in the saved record.
TCS-1316	The invariant-Sobolev computational-statistical tradeoff is left as a multi-parameter research program for one function-space model, rather than one selected major learning barrier.
TCS-1320	Universally optimal teacher forcing is posed through a particular trace-supervision framework and is bundled with removing traces. The saved target remains a method-comparison program.
TCS-1363	Removing an extra logarithmic signal factor while retaining an exact exponential error rate sharpens one community-recovery regime. The general computational recovery threshold remains represented.
TCS-1393	Whether a computably learnable class can contain even one uncomputable target is a specialized effectiveness condition beside the retained general VC-versus-computable-learnability question.
TCS-1441	Designing a replacement for Littlestone dimension against efficient adversaries asks for a new characterizing measure, rather than a fixed consequential yes/no or complexity target.
TCS-1482	Extending a correlational-SQ lower bound to full SQ for Gaussian Lipschitz-convex regression is a target-class-specific information-model refinement.
TCS-1541	Constructing list-hypothesis covers that preserve generalized fat dimension is an auxiliary representation lemma proposed to support agnostic list regression.
TCS-1738	Replacing Hadwiger-number dependence by clique-number dependence in self-directed graph-convex learning is a specialized structural-parameter refinement.
TCS-1877	Collapsing higher polynomial degrees in a particular white-box learning framework extends one reduction program, rather than stating the general public-key feasibility question it motivates.
TCS-1941	Moving a self-directed-versus-best-order mistake separation from multiclass to binary labels is a restricted model-comparison extension.
TCS-2454	Exact unlearning with per-example tickets and a tiny central state is a specialized storage-interface model. The saved motivation does not establish enough independent significance at the stricter threshold.
TCS-2557	The forbidden two-by-two pattern in partial-concept disambiguation is a local combinatorial condition supporting a learning characterization.
TCS-2626	Removing access to the sampler description from a particular Kolmogorov-based agnostic-learning implication is a theorem-specific assumption extension.
TCS-2670	Separating proper computable PAC learning from having a computable sample bound refines the effectiveness convention of an already specialized learning model.
TCS-3290	Turning distribution-specific eventual almost-sure finite-error learning into one universal rule is a specialized convergence-mode uniformity refinement.
TCS-0928	The 2016 wireless-scheduling label is an application-area research direction covering unspecified interference and optimization models, not one selected major problem.
TCS-0933	The older wireless-scheduling entry is another umbrella description of interference-aware scheduling without an independently selected benchmark target.
TCS-0717	Combining switching-expert adaptation with favorable stochastic segments is a specialized simultaneous-regret refinement of established sequential prediction models.
TCS-0921	Flow-time scheduling on a line network is a restricted network-scheduling program whose saved motivation does not identify a broad independent resource barrier.
TCS-0705	Stochastic bin packing with overflow penalties and potentially unknown distributions combines several model extensions without a selected consequential approximation threshold.
TCS-0712	Risk of ruin in bandits explicitly asks to design a suitable regret benchmark before solving it. This model-development program is not a fixed open-problem card.
TCS-0917	Online buffers on a line is a narrowly situated scheduling-interface topic, without a selected general theorem in the saved entry.
TCS-0932	Scheduling with line buffering is a second restricted application-model program and does not warrant a separate card in the smaller pool.
TCS-0718	Seeking structural conditions for online piecewise-Lipschitz algorithm tuning is a broad model-and-method program rather than one selected central optimization target.
TCS-1215	The n^(c/g) color bound sharpens the odd-girth dependence of an existing online-coloring regime, rather than resolving general online colorability.
TCS-1290	Extending logarithmic geometric hitting-set competitiveness to arbitrary sizes in higher dimensions is a restricted geometry-and-arrival-model extension.
TCS-1634	The elapsed-time variant of k-server changes the objective and asks for its exact competitive constant. Its separate importance is insufficient alongside the classical deterministic and randomized k-server barriers.
TCS-1696	Removing an asphericity factor from separation-oracle online optimization tunes a conditioning parameter of a restricted oracle interface.
TCS-1938	The density criterion for polyamorous scheduling is a specialized feasibility condition internal to one resource-sharing model.
TCS-2070	Constant-factor agreement of two paper-specific temporal-feedback upper and lower surrogates is a specialized tightness question for that feedback framework.
TCS-2406	Preserving exactly the same balance constant when converting stochastic-packing sparsifiers to contention resolution is a technical framework-conversion target.
TCS-2460	The comparator-coverage frontier for off-policy feedback refines one mismatch-dependent regret guarantee in a specialized observation model.
TCS-2677	Finding the auxiliary perfect matching used in a coflow configuration-LP argument is a supporting construction step for one scheduling proof.
TCS-2812	Ordinal versus cardinal access in matroid secretary is a secondary input-interface comparison. The primary constant-competitive general matroid secretary question remains represented.
TCS-2831	Adapting switching regret to an unknown comparator switch budget is a specialized simultaneous-adaptation guarantee rather than a broad sequential-decision barrier.
TCS-2969	Proving that dimension, accuracy and logarithmic arrival losses multiply in online geometric spanners is a multi-parameter lower-bound refinement.
TCS-3005	An explicit probability assignment matching the known VC log-loss existence rate concerns one sequential-mixture construction gap, with insufficient separate scope.
TCS-0040	Finite-index recognition for unspecified ambient group presentations is an algorithmic-algebra topic without a selected independently significant decision boundary.
TCS-0043	Membership for unitriangular matrix objects is an umbrella entry spanning different rings and subgroup or semigroup conventions. It does not identify one central unresolved target.
TCS-0052	Linear lower bounds for sums of powers of shifted univariate linear forms study one restricted algebraic representation. The general univariate circuit lower-bound barrier remains represented.
TCS-1066	Existential-real hardness after permitting translations in polynomial projection refines one algebraic pattern-matching variant.
TCS-1067	Existential-real completeness of affine rather than unrestricted matrix-rank minimization is a restricted feasibility-classification refinement.
TCS-1068	Extending existential-real hardness to symmetric tensor eigenvalue equations is a symmetry-restricted hardness endpoint, rather than a general numerical-computation barrier.
TCS-1093	Rational-root localization in specified polynomial intervals is a narrowly described arithmetic subproblem whose saved motivation lacks broader computational consequences.
TCS-0316	Counting fixed points of two monotone-polynomial compositions is an auxiliary extremal bound motivated by a particular continuous-constraint framework.
TCS-1428	Hardness of one restricted existential language of special-linear matrices refines the algebraic encoding used for finitary diagrams.
TCS-1646	The proposed universal tensor sequence is a particular route to the asymptotic-rank program retained as TCS-7262. Its separate test-family formulation has insufficient independent scope.
TCS-1904	Low-degree separating polynomials for chosen subsets of matrix groups are an intermediate construction target in one group-based matrix-multiplication approach.
TCS-1935	Reducing special-linear tensor isomorphism to another tensor-isomorphism convention is a transformation-specific comparison rather than the general isomorphism complexity frontier.
TCS-2047	Relating border-width-two branching programs to approximate formulas specifically in characteristic two fills an exceptional-field representation gap.
TCS-2134	Graded completeness for homogeneous VP or VNP families is a specialized reduction-convention question in a refinement of algebraic complexity theory.
TCS-2156	A sharp dimension for the particular parity-vector representation is an auxiliary construction for sum-of-squares composition formulas.
TCS-2322	The benefit of addition gates for computing one noncommutative monomial is a restricted-output test within the broader arithmetic-circuit program.
TCS-2403	Pi2P-completeness of unary-bounded diameter for generators of the full symmetric group is a specialized encoding-and-group-class complexity refinement.
TCS-2572	Characterizing linear-pencil representations for some unspecified rational-circuit subclass is a model-classification direction without a selected general equivalence theorem.
TCS-2693	Completeness of a fixed-dimensional Weisfeiler-Leman procedure for finite groups evaluates one particular route to group isomorphism. The general polynomial-time group-isomorphism question remains represented.
TCS-0622	The entry requests an unspecified fine-grained refinement for binary one-counter reachability. It does not select a central time barrier beyond this restricted verification model.
TCS-0558	Varying the number of Orthogonal Vectors collections is a multi-parameter extension program. The principal two-set Orthogonal Vectors barrier remains represented as TCS-6596.
TCS-0760	Fine-grained Hitting Set complexity with an additional VC-dimension parameter is a specialized parameter interaction without a selected general tractability threshold.
TCS-0097	Optimizing the polynomial exponent of inclusion for deterministic parity automata is a secondary efficiency question within an already tractable comparison task.
TCS-0627	A subquadratic improvement for unary one-counter coverability refines the runtime of a very restricted verification problem, with insufficient independent scope for this pool.
TCS-1326	A combinatorial rectangular-matrix-multiplication hypothesis for all shape exponents is a method-restricted strengthening used by a particular oracle lower-bound framework.
TCS-1446	The little-o improvement over the sparse all-edges triangle exponent, conditional on optimal matrix multiplication, is a secondary asymptotic refinement of the broader triangle barriers.
TCS-1944	The particular Arthur-Merlin resource bound for 2k-SUM is an intermediate protocol target motivated by a space-efficient Subset Sum approach.
TCS-2486	The precise base-three lower bound after modifying the treewidth parameter of Dominating Set refines an existing parameterized-complexity barrier.
TCS-3209	Classifying small-dimension speedups within the source's multidimensional-ordering framework is an umbrella program without a selected major algorithmic threshold.
TCS-3584	Closing the particular exponent gap for median and center strings under edit distance is a specialized multi-string optimization refinement.
TCS-3763	The extracted triple-orthogonality predicate defines a computational task but selects no unresolved resource claim. As represented, it adds no distinct major target beyond the retained Orthogonal Vectors program.
TCS-4011	Seeking a simple deterministic trick for subquadratic 3XOR is a technique-oriented improvement request, weaker in scope than a specified general exponent barrier.
TCS-4275	Bounding the two subset-sum concentration quantities is an auxiliary combinatorial step in a particular dense-instance algorithmic approach.
TCS-4801	The forbidden-subgraph version of combinatorial triangle classification overlaps the broader forbidden-pattern classification retained as TCS-1160; a separate variant card adds too little scope.
TCS-4576	The subexponential-dimension Orthogonal Vectors runtime tradeoff covers substantially the same fine-grained obstruction as retained TCS-6596. This secondary formulation is not needed separately.
TCS-5112	This geometric-pattern-matching extraction asks the central truly subquadratic 3SUM question, already represented by TCS-0557, rather than a separate geometric open problem.
TCS-0770	An unspecified joint time-space program for k-LCS overlaps the retained k-LCS entry TCS-0761 without selecting a distinct important tradeoff theorem.
