id,title,area,scope,source_year,year_basis,source_age_years,status,status_note,source_collection,source_locator,authors,source_url,pdf_url,additional_source_urls,source_title,accessed,reading_note,review_level,statement_form,source_kind,question_excerpt,excerpt_truncated,candidate_id,doi,source_page,selection_method,extraction_flags,classification_basis
TCS-0026,L versus BPL,Pseudorandomness and derandomization,landmark,2018,source publication or workshop year,8,source_open_unverified,Standard open problem stated in the cited reference; later literature not exhaustively checked.,Mathematics and Computation (2018 draft),Conjecture 14.7,Avi Wigderson,https://www.math.ias.edu/files/mathandcomp.pdf,https://www.math.ias.edu/files/mathandcomp.pdf#page=180,,,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions.",inherited_v1,index_label,original_collection,,False,,,,v1 retained,,v1 classification
TCS-0027,Black-box unitary synthesis,Quantum computation,landmark,2021,source publication or workshop year,5,source_open_unverified,Standard open problem stated in the cited reference; later literature not exhaustively checked.,Open Problems Related to Quantum Query Complexity,Problem 6,Scott Aaronson,https://www.scottaaronson.com/papers/open.pdf,https://www.scottaaronson.com/papers/open.pdf#page=4,,,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions.",inherited_v1,index_label,original_collection,,False,,,,v1 retained,,v1 classification
TCS-0028,Injective quantum oracles: standard versus erasing access,Quantum computation,landmark,2021,source publication or workshop year,5,source_open_unverified,Standard open problem stated in the cited reference; later literature not exhaustively checked.,Open Problems Related to Quantum Query Complexity,Problem 11,Scott Aaronson,https://www.scottaaronson.com/papers/open.pdf,https://www.scottaaronson.com/papers/open.pdf#page=7,,,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions.",inherited_v1,index_label,original_collection,,False,,,,v1 retained,,v1 classification
TCS-0029,Maximum randomized-versus-quantum gap for total functions,Quantum computation,landmark,2021,source publication or workshop year,5,source_open_unverified,Standard open problem stated in the cited reference; later literature not exhaustively checked.,Open Problems Related to Quantum Query Complexity,Problem 4,Scott Aaronson,https://www.scottaaronson.com/papers/open.pdf,https://www.scottaaronson.com/papers/open.pdf#page=4,,,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions.",inherited_v1,index_label,original_collection,,False,,,,v1 retained,,v1 classification
TCS-0030,Oracle separation of BQP from efficient-prover interactive proofs,Quantum computation,landmark,2021,source publication or workshop year,5,source_open_unverified,Standard open problem stated in the cited reference; later literature not exhaustively checked.,Open Problems Related to Quantum Query Complexity,Problem 8,Scott Aaronson,https://www.scottaaronson.com/papers/open.pdf,https://www.scottaaronson.com/papers/open.pdf#page=5,,,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions.",inherited_v1,index_label,original_collection,,False,,,,v1 retained,,v1 classification
TCS-0031,Oracle separation of BQP from IP,Quantum computation,landmark,2021,source publication or workshop year,5,source_open_unverified,Standard open problem stated in the cited reference; later literature not exhaustively checked.,Open Problems Related to Quantum Query Complexity,Problem 7,Scott Aaronson,https://www.scottaaronson.com/papers/open.pdf,https://www.scottaaronson.com/papers/open.pdf#page=5,,,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions.",inherited_v1,index_label,original_collection,,False,,,,v1 retained,,v1 classification
TCS-0032,Quantum hardness of finding an entire glued-tree path,Quantum computation,landmark,2021,source publication or workshop year,5,source_open_unverified,Standard open problem stated in the cited reference; later literature not exhaustively checked.,Open Problems Related to Quantum Query Complexity,Problem 10,Scott Aaronson,https://www.scottaaronson.com/papers/open.pdf,https://www.scottaaronson.com/papers/open.pdf#page=6,,,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions.",inherited_v1,index_label,original_collection,,False,,,,v1 retained,,v1 classification
TCS-0033,Quantum query complexity versus bounded approximate degree,Quantum computation,landmark,2021,source publication or workshop year,5,source_open_unverified,Standard open problem stated in the cited reference; later literature not exhaustively checked.,Open Problems Related to Quantum Query Complexity,Problem 5,Scott Aaronson,https://www.scottaaronson.com/papers/open.pdf,https://www.scottaaronson.com/papers/open.pdf#page=4,,,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions.",inherited_v1,index_label,original_collection,,False,,,,v1 retained,,v1 classification
TCS-0034,Quantum query–space tradeoffs for collisions and distinctness,Quantum computation,landmark,2021,source publication or workshop year,5,source_open_unverified,Standard open problem stated in the cited reference; later literature not exhaustively checked.,Open Problems Related to Quantum Query Complexity,Problem 3,Scott Aaronson,https://www.scottaaronson.com/papers/open.pdf,https://www.scottaaronson.com/papers/open.pdf#page=3,,,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions.",inherited_v1,index_label,original_collection,,False,,,,v1 retained,,v1 classification
TCS-0035,Query complexity of high-score cross-entropy sampling,Quantum computation,landmark,2021,source publication or workshop year,5,source_open_unverified,Standard open problem stated in the cited reference; later literature not exhaustively checked.,Open Problems Related to Quantum Query Complexity,Problem 12,Scott Aaronson,https://www.scottaaronson.com/papers/open.pdf,https://www.scottaaronson.com/papers/open.pdf#page=8,,,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions.",inherited_v1,index_label,original_collection,,False,,,,v1 retained,,v1 classification
TCS-0036,BPP versus BQP,Quantum computation,landmark,2018,source publication or workshop year,8,source_open_unverified,Standard open problem stated in the cited reference; later literature not exhaustively checked.,Mathematics and Computation (2018 draft),Conjecture 11.4,Avi Wigderson,https://www.math.ias.edu/files/mathandcomp.pdf,https://www.math.ias.edu/files/mathandcomp.pdf#page=136,,,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions.",inherited_v1,index_label,original_collection,,False,,,,v1 retained,,v1 classification
TCS-0037,NP outside BQP,Quantum computation,landmark,2018,source publication or workshop year,8,source_open_unverified,Standard open problem stated in the cited reference; later literature not exhaustively checked.,Mathematics and Computation (2018 draft),Conjecture 11.5,Avi Wigderson,https://www.math.ias.edu/files/mathandcomp.pdf,https://www.math.ias.edu/files/mathandcomp.pdf#page=136,,,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions.",inherited_v1,index_label,original_collection,,False,,,,v1 retained,,v1 classification
TCS-0038,How much overparametrization is needed for ALS in tensor decomposition?,Algebraic and numerical computation,focused,2026,source publication or workshop year,0,source_open_unverified,Published as an open-problem contribution; later resolution has not been exhaustively checked.,COLT / PMLR,Open-problem paper,Dionysis Arvanitakis; Vaidehi Srinivas; Aravindan Vijayaraghavan,https://proceedings.mlr.press/v336/arvanitakis26a.html,https://raw.githubusercontent.com/mlresearch/v336/main/assets/arvanitakis26a/arvanitakis26a.pdf,,,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions.",inherited_v1,index_label,original_collection,,False,,,,v1 retained,,v1 classification
TCS-0039,Asymptotics of words in partially commutative groups,Algebraic and numerical computation,focused,2019,seminar year; report may be published later,7,source_open_unverified,Posed in the seminar report; later resolution has not been exhaustively checked.,Dagstuhl Reports,"Seminar 19131, section 4.1",Andrew Duncan,https://doi.org/10.4230/DagRep.9.3.83,https://drops.dagstuhl.de/storage/04dagstuhl-reports/volume09/issue03/DagRep.9.3/DagRep.9.3.pdf#page=106,,Algorithmic Problems in Group Theory,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions.",inherited_v1,index_label,original_collection,,False,,,,v1 retained,,v1 classification
TCS-0040,Deciding whether a finitely generated subgroup has finite index,Algebraic and numerical computation,focused,2019,seminar year; report may be published later,7,source_open_unverified,Posed in the seminar report; later resolution has not been exhaustively checked.,Dagstuhl Reports,"Seminar 19131, section 4.3",Ilya Kapovich,https://doi.org/10.4230/DagRep.9.3.83,https://drops.dagstuhl.de/storage/04dagstuhl-reports/volume09/issue03/DagRep.9.3/DagRep.9.3.pdf#page=107,,Algorithmic Problems in Group Theory,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions.",inherited_v1,index_label,original_collection,,False,,,,v1 retained,,v1 classification
TCS-0041,Distinct Baumslag-Solitar groups in the same one-relator group,Algebraic and numerical computation,focused,2019,seminar year; report may be published later,7,source_open_unverified,Posed in the seminar report; later resolution has not been exhaustively checked.,Dagstuhl Reports,"Seminar 19131, section 4.4",Olga Kharlampovich,https://doi.org/10.4230/DagRep.9.3.83,https://drops.dagstuhl.de/storage/04dagstuhl-reports/volume09/issue03/DagRep.9.3/DagRep.9.3.pdf#page=108,,Algorithmic Problems in Group Theory,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions.",inherited_v1,index_label,original_collection,,False,,,,v1 retained,,v1 classification
TCS-0042,Is there an algorithm to compute the stable image of an endomorphism of a free group?,Algebraic and numerical computation,focused,2019,seminar year; report may be published later,7,source_open_unverified,Posed in the seminar report; later resolution has not been exhaustively checked.,Dagstuhl Reports,"Seminar 19131, section 4.6",Enric Ventura Capell,https://doi.org/10.4230/DagRep.9.3.83,https://drops.dagstuhl.de/storage/04dagstuhl-reports/volume09/issue03/DagRep.9.3/DagRep.9.3.pdf#page=108,,Algorithmic Problems in Group Theory,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions.",inherited_v1,index_label,original_collection,,False,,,,v1 retained,,v1 classification
TCS-0043,Membership problems for groups of unitriangular matrices,Algebraic and numerical computation,focused,2019,seminar year; report may be published later,7,source_open_unverified,Posed in the seminar report; later resolution has not been exhaustively checked.,Dagstuhl Reports,"Seminar 19131, section 4.5",Markus Lohrey,https://doi.org/10.4230/DagRep.9.3.83,https://drops.dagstuhl.de/storage/04dagstuhl-reports/volume09/issue03/DagRep.9.3/DagRep.9.3.pdf#page=108,,Algorithmic Problems in Group Theory,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions.",inherited_v1,index_label,original_collection,,False,,,,v1 retained,,v1 classification
TCS-0044,Open problems for integral matrix groups,Algebraic and numerical computation,problem_family,2019,seminar year; report may be published later,7,source_open_unverified,Posed in the seminar report; later resolution has not been exhaustively checked.,Dagstuhl Reports,"Seminar 19131, section 4.2",Bettina Eick,https://doi.org/10.4230/DagRep.9.3.83,https://drops.dagstuhl.de/storage/04dagstuhl-reports/volume09/issue03/DagRep.9.3/DagRep.9.3.pdf#page=107,,Algorithmic Problems in Group Theory,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions.",inherited_v1,index_label,original_collection,,False,,,,v1 retained,,v1 classification
TCS-0045,"Rational subsets of Baumslag-Solitar groups BS(1, q)",Algebraic and numerical computation,focused,2019,seminar year; report may be published later,7,source_open_unverified,Posed in the seminar report; later resolution has not been exhaustively checked.,Dagstuhl Reports,"Seminar 19131, section 4.7",Georg Zetzsche,https://doi.org/10.4230/DagRep.9.3.83,https://drops.dagstuhl.de/storage/04dagstuhl-reports/volume09/issue03/DagRep.9.3/DagRep.9.3.pdf#page=109,,Algorithmic Problems in Group Theory,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions.",inherited_v1,index_label,original_collection,,False,,,,v1 retained,,v1 classification
TCS-0046,Complexity of solving tropical or min-plus linear systems,Algebraic and numerical computation,focused,2015,seminar year; report may be published later,11,source_open_unverified,Posed in the seminar report; later resolution has not been exhaustively checked.,Dagstuhl Reports,"Seminar 15242, section 5.2",Diam Grigoriev,https://doi.org/10.4230/DagRep.5.6.28,https://drops.dagstuhl.de/storage/04dagstuhl-reports/volume05/issue06/DagRep.5.6/DagRep.5.6.pdf#page=45,,Complexity of Symbolic and Numerical Problems,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions.",inherited_v1,index_label,original_collection,,False,,,,v1 retained,,v1 classification
TCS-0047,Complexity of testing membership to Kronecker polytopes,Algebraic and numerical computation,focused,2015,seminar year; report may be published later,11,source_open_unverified,Posed in the seminar report; later resolution has not been exhaustively checked.,Dagstuhl Reports,"Seminar 15242, section 5.7",Peter Bürgisser,https://doi.org/10.4230/DagRep.5.6.28,https://drops.dagstuhl.de/storage/04dagstuhl-reports/volume05/issue06/DagRep.5.6/DagRep.5.6.pdf#page=47,,Complexity of Symbolic and Numerical Problems,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions.",inherited_v1,index_label,original_collection,,False,,,,v1 retained,,v1 classification
TCS-0048,Conjecture: Log-concavity of conic intrinsic volumes,Algebraic and numerical computation,focused,2015,seminar year; report may be published later,11,source_open_unverified,Posed in the seminar report; later resolution has not been exhaustively checked.,Dagstuhl Reports,"Seminar 15242, section 5.4",Dennis Amelunxen,https://doi.org/10.4230/DagRep.5.6.28,https://drops.dagstuhl.de/storage/04dagstuhl-reports/volume05/issue06/DagRep.5.6/DagRep.5.6.pdf#page=46,,Complexity of Symbolic and Numerical Problems,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions.",inherited_v1,index_label,original_collection,,False,,,,v1 retained,,v1 classification
TCS-0049,Cylindrical decomposition with topologically regular cells,Algebraic and numerical computation,focused,2015,seminar year; report may be published later,11,source_open_unverified,Posed in the seminar report; later resolution has not been exhaustively checked.,Dagstuhl Reports,"Seminar 15242, section 5.8",Nicolai Vorobjov,https://doi.org/10.4230/DagRep.5.6.28,https://drops.dagstuhl.de/storage/04dagstuhl-reports/volume05/issue06/DagRep.5.6/DagRep.5.6.pdf#page=48,,Complexity of Symbolic and Numerical Problems,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions.",inherited_v1,index_label,original_collection,,False,,,,v1 retained,,v1 classification
TCS-0050,Determinantal Witnesses and Matchings,Algebraic and numerical computation,focused,2015,seminar year; report may be published later,11,source_open_unverified,Posed in the seminar report; later resolution has not been exhaustively checked.,Dagstuhl Reports,"Seminar 15242, section 5.1",Marek Karpinski,https://doi.org/10.4230/DagRep.5.6.28,https://drops.dagstuhl.de/storage/04dagstuhl-reports/volume05/issue06/DagRep.5.6/DagRep.5.6.pdf#page=45,,Complexity of Symbolic and Numerical Problems,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions.",inherited_v1,index_label,original_collection,,False,,,,v1 retained,,v1 classification
TCS-0051,Explicit dispersers for large quadratic-system solution sets,Algebraic and numerical computation,focused,2015,seminar year; report may be published later,11,source_open_unverified,Posed in the seminar report; later resolution has not been exhaustively checked.,Dagstuhl Reports,"Seminar 15242, section 5.3",E. A. Hirsch,https://doi.org/10.4230/DagRep.5.6.28,https://drops.dagstuhl.de/storage/04dagstuhl-reports/volume05/issue06/DagRep.5.6/DagRep.5.6.pdf#page=46,,Complexity of Symbolic and Numerical Problems,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions.",inherited_v1,index_label,original_collection,,False,,,,v1 retained,,v1 classification
TCS-0052,Lower bounds for sums of powers of degree 1 univariate polynomials,Algebraic and numerical computation,focused,2015,seminar year; report may be published later,11,source_open_unverified,Posed in the seminar report; later resolution has not been exhaustively checked.,Dagstuhl Reports,"Seminar 15242, section 5.5",Pascal Koiran,https://doi.org/10.4230/DagRep.5.6.28,https://drops.dagstuhl.de/storage/04dagstuhl-reports/volume05/issue06/DagRep.5.6/DagRep.5.6.pdf#page=47,,Complexity of Symbolic and Numerical Problems,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions.",inherited_v1,index_label,original_collection,,False,,,,v1 retained,,v1 classification
