volume_url,volume_title,year,venue,paper_count
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-369,37th Annual Symposium on Combinatorial Pattern Matching (CPM 2026),2026,CPM,36
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-367,42nd International Symposium on Computational Geometry (SoCG 2026),2026,SoCG,108
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-366,13th International Conference on Fun with Algorithms (FUN 2026),2026,FUN,40
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-365,29th International Conference on Database Theory (ICDT 2026),2026,ICDT,28
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-364,43rd International Symposium on Theoretical Aspects of Computer Science (STACS 2026),2026,STACS,81
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-363,34th EACSL Annual Conference on Computer Science Logic (CSL 2026),2026,CSL,48
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-362,17th Innovations in Theoretical Computer Science Conference (ITCS 2026),2026,ITCS,118
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-361,29th International Conference on Principles of Distributed Systems (OPODIS 2025),2025,OPODIS,36
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-360,45th IARCS Annual Conference on Foundations of Software Technology and Theoretical Computer Science (FSTTCS 2025),2025,FSTTCS,52
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-359,36th International Symposium on Algorithms and Computation (ISAAC 2025),2025,ISAAC,54
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-358,20th International Symposium on Parameterized and Exact Computation (IPEC 2025),2025,IPEC,40
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-357,33rd International Symposium on Graph Drawing and Network Visualization (GD 2025),2025,GD,56
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-356,39th International Symposium on Distributed Computing (DISC 2025),2025,DISC,66
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-355,32nd International Symposium on Temporal Representation and Reasoning (TIME 2025),2025,TIME,21
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-353,"Approximation, Randomization, and Combinatorial Optimization. Algorithms and Techniques (APPROX/RANDOM 2025)",2025,APPROX/RANDOM,68
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-351,33rd Annual European Symposium on Algorithms (ESA 2025),2025,ESA,116
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-350,"20th Conference on the Theory of Quantum Computation, Communication and Cryptography (TQC 2025)",2025,TQC,12
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-349,19th International Symposium on Algorithms and Data Structures (WADS 2025),2025,WADS,50
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-348,36th International Conference on Concurrency Theory (CONCUR 2025),2025,CONCUR,39
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-345,50th International Symposium on Mathematical Foundations of Computer Science (MFCS 2025),2025,MFCS,93
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-344,25th International Conference on Algorithms for Bioinformatics (WABI 2025),2025,WABI,23
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-343,6th Conference on Information-Theoretic Cryptography (ITC 2025),2025,ITC,12
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-342,11th Conference on Algebra and Coalgebra in Computer Science (CALCO 2025),2025,CALCO,16
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-341,28th International Conference on Theory and Applications of Satisfiability Testing (SAT 2025),2025,SAT,32
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-339,40th Computational Complexity Conference (CCC 2025),2025,CCC,36
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-338,23rd International Symposium on Experimental Algorithms (SEA 2025),2025,SEA,27
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-337,10th International Conference on Formal Structures for Computation and Deduction (FSCD 2025),2025,FSCD,34
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-336,30th International Conference on Types for Proofs and Programs (TYPES 2024),2024,TYPES,9
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-334,"52nd International Colloquium on Automata, Languages, and Programming (ICALP 2025)",2025,ICALP,172
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-332,41st International Symposium on Computational Geometry (SoCG 2025),2025,SoCG,85
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-331,36th Annual Symposium on Combinatorial Pattern Matching (CPM 2025),2025,CPM,29
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-330,4th Symposium on Algorithmic Foundations of Dynamic Networks (SAND 2025),2025,SAND,24
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-328,28th International Conference on Database Theory (ICDT 2025),2025,ICDT,36
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-327,42nd International Symposium on Theoretical Aspects of Computer Science (STACS 2025),2025,STACS,76
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-326,33rd EACSL Annual Conference on Computer Science Logic (CSL 2025),2025,CSL,49
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-325,16th Innovations in Theoretical Computer Science Conference (ITCS 2025),2025,ITCS,96
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-324,28th International Conference on Principles of Distributed Systems (OPODIS 2024),2024,OPODIS,38
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-323,44th IARCS Annual Conference on Foundations of Software Technology and Theoretical Computer Science (FSTTCS 2024),2024,FSTTCS,34
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-322,35th International Symposium on Algorithms and Computation (ISAAC 2024),2024,ISAAC,59
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-321,19th International Symposium on Parameterized and Exact Computation (IPEC 2024),2024,IPEC,35
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-320,32nd International Symposium on Graph Drawing and Network Visualization (GD 2024),2024,GD,61
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-319,38th International Symposium on Distributed Computing (DISC 2024),2024,DISC,55
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-318,31st International Symposium on Temporal Representation and Reasoning (TIME 2024),2024,TIME,20
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-317,"Approximation, Randomization, and Combinatorial Optimization. Algorithms and Techniques (APPROX/RANDOM 2024)",2024,APPROX/RANDOM,75
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-312,24th International Workshop on Algorithms in Bioinformatics (WABI 2024),2024,WABI,23
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-311,35th International Conference on Concurrency Theory (CONCUR 2024),2024,CONCUR,40
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-310,"19th Conference on the Theory of Quantum Computation, Communication and Cryptography (TQC 2024)",2024,TQC,12
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-308,32nd Annual European Symposium on Algorithms (ESA 2024),2024,ESA,105
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-306,49th International Symposium on Mathematical Foundations of Computer Science (MFCS 2024),2024,MFCS,85
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-305,27th International Conference on Theory and Applications of Satisfiability Testing (SAT 2024),2024,SAT,31
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-304,5th Conference on Information-Theoretic Cryptography (ITC 2024),2024,ITC,11
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-303,29th International Conference on Types for Proofs and Programs (TYPES 2023),2023,TYPES,6
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-301,22nd International Symposium on Experimental Algorithms (SEA 2024),2024,SEA,28
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-300,39th Computational Complexity Conference (CCC 2024),2024,CCC,36
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-299,9th International Conference on Formal Structures for Computation and Deduction (FSCD 2024),2024,FSCD,33
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-297,"51st International Colloquium on Automata, Languages, and Programming (ICALP 2024)",2024,ICALP,157
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-296,35th Annual Symposium on Combinatorial Pattern Matching (CPM 2024),2024,CPM,28
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-294,19th Scandinavian Symposium and Workshops on Algorithm Theory (SWAT 2024),2024,SWAT,40
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-293,40th International Symposium on Computational Geometry (SoCG 2024),2024,SoCG,92
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-292,3rd Symposium on Algorithmic Foundations of Dynamic Networks (SAND 2024),2024,SAND,27
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-291,12th International Conference on Fun with Algorithms (FUN 2024),2024,FUN,34
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-290,27th International Conference on Database Theory (ICDT 2024),2024,ICDT,25
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-289,41st International Symposium on Theoretical Aspects of Computer Science (STACS 2024),2024,STACS,59
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-288,32nd EACSL Annual Conference on Computer Science Logic (CSL 2024),2024,CSL,48
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-287,15th Innovations in Theoretical Computer Science Conference (ITCS 2024),2024,ITCS,103
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-286,27th International Conference on Principles of Distributed Systems (OPODIS 2023),2023,OPODIS,35
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-285,18th International Symposium on Parameterized and Exact Computation (IPEC 2023),2023,IPEC,40
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-284,43rd IARCS Annual Conference on Foundations of Software Technology and Theoretical Computer Science (FSTTCS 2023),2023,FSTTCS,43
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-283,34th International Symposium on Algorithms and Computation (ISAAC 2023),2023,ISAAC,57
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-281,37th International Symposium on Distributed Computing (DISC 2023),2023,DISC,47
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-279,34th International Conference on Concurrency Theory (CONCUR 2023),2023,CONCUR,39
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-278,30th International Symposium on Temporal Representation and Reasoning (TIME 2023),2023,TIME,22
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-275,"Approximation, Randomization, and Combinatorial Optimization. Algorithms and Techniques (APPROX/RANDOM 2023)",2023,APPROX/RANDOM,66
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-274,31st Annual European Symposium on Algorithms (ESA 2023),2023,ESA,104
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-273,23rd International Workshop on Algorithms in Bioinformatics (WABI 2023),2023,WABI,23
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-272,48th International Symposium on Mathematical Foundations of Computer Science (MFCS 2023),2023,MFCS,88
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-271,26th International Conference on Theory and Applications of Satisfiability Testing (SAT 2023),2023,SAT,30
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-270,10th Conference on Algebra and Coalgebra in Computer Science (CALCO 2023),2023,CALCO,24
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-269,28th International Conference on Types for Proofs and Programs (TYPES 2022),2022,TYPES,15
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-267,4th Conference on Information-Theoretic Cryptography (ITC 2023),2023,ITC,18
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-266,"18th Conference on the Theory of Quantum Computation, Communication and Cryptography (TQC 2023)",2023,TQC,14
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-265,21st International Symposium on Experimental Algorithms (SEA 2023),2023,SEA,21
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-264,38th Computational Complexity Conference (CCC 2023),2023,CCC,36
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-261,"50th International Colloquium on Automata, Languages, and Programming (ICALP 2023)",2023,ICALP,137
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-260,8th International Conference on Formal Structures for Computation and Deduction (FSCD 2023),2023,FSCD,34
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-259,34th Annual Symposium on Combinatorial Pattern Matching (CPM 2023),2023,CPM,26
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-258,39th International Symposium on Computational Geometry (SoCG 2023),2023,SoCG,67
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-257,2nd Symposium on Algorithmic Foundations of Dynamic Networks (SAND 2023),2023,SAND,14
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-255,26th International Conference on Database Theory (ICDT 2023),2023,ICDT,24
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-254,40th International Symposium on Theoretical Aspects of Computer Science (STACS 2023),2023,STACS,55
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-253,26th International Conference on Principles of Distributed Systems (OPODIS 2022),2022,OPODIS,28
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-252,31st EACSL Annual Conference on Computer Science Logic (CSL 2023),2023,CSL,38
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-251,14th Innovations in Theoretical Computer Science Conference (ITCS 2023),2023,ITCS,101
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-250,42nd IARCS Annual Conference on Foundations of Software Technology and Theoretical Computer Science (FSTTCS 2022),2022,FSTTCS,44
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-249,17th International Symposium on Parameterized and Exact Computation (IPEC 2022),2022,IPEC,32
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-248,33rd International Symposium on Algorithms and Computation (ISAAC 2022),2022,ISAAC,67
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-247,29th International Symposium on Temporal Representation and Reasoning (TIME 2022),2022,TIME,15
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-246,36th International Symposium on Distributed Computing (DISC 2022),2022,DISC,52
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-245,"Approximation, Randomization, and Combinatorial Optimization. Algorithms and Techniques (APPROX/RANDOM 2022)",2022,APPROX/RANDOM,55
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-244,30th Annual European Symposium on Algorithms (ESA 2022),2022,ESA,92
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-243,33rd International Conference on Concurrency Theory (CONCUR 2022),2022,CONCUR,37
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-242,22nd International Workshop on Algorithms in Bioinformatics (WABI 2022),2022,WABI,25
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-241,47th International Symposium on Mathematical Foundations of Computer Science (MFCS 2022),2022,MFCS,83
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-239,27th International Conference on Types for Proofs and Programs (TYPES 2021),2021,TYPES,12
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-236,25th International Conference on Theory and Applications of Satisfiability Testing (SAT 2022),2022,SAT,31
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-234,37th Computational Complexity Conference (CCC 2022),2022,CCC,38
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-233,20th International Symposium on Experimental Algorithms (SEA 2022),2022,SEA,24
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-232,"17th Conference on the Theory of Quantum Computation, Communication and Cryptography (TQC 2022)",2022,TQC,12
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-230,3rd Conference on Information-Theoretic Cryptography (ITC 2022),2022,ITC,17
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-229,"49th International Colloquium on Automata, Languages, and Programming (ICALP 2022)",2022,ICALP,133
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-228,7th International Conference on Formal Structures for Computation and Deduction (FSCD 2022),2022,FSCD,32
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-227,18th Scandinavian Symposium and Workshops on Algorithm Theory (SWAT 2022),2022,SWAT,33
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-226,11th International Conference on Fun with Algorithms (FUN 2022),2022,FUN,24
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-224,38th International Symposium on Computational Geometry (SoCG 2022),2022,SoCG,74
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-223,33rd Annual Symposium on Combinatorial Pattern Matching (CPM 2022),2022,CPM,29
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-221,1st Symposium on Algorithmic Foundations of Dynamic Networks (SAND 2022),2022,SAND,24
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-220,25th International Conference on Database Theory (ICDT 2022),2022,ICDT,19
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-219,39th International Symposium on Theoretical Aspects of Computer Science (STACS 2022),2022,STACS,60
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-217,25th International Conference on Principles of Distributed Systems (OPODIS 2021),2021,OPODIS,31
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-216,30th EACSL Annual Conference on Computer Science Logic (CSL 2022),2022,CSL,37
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-215,13th Innovations in Theoretical Computer Science Conference (ITCS 2022),2022,ITCS,120
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-214,16th International Symposium on Parameterized and Exact Computation (IPEC 2021),2021,IPEC,35
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-213,41st IARCS Annual Conference on Foundations of Software Technology and Theoretical Computer Science (FSTTCS 2021),2021,FSTTCS,52
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-212,32nd International Symposium on Algorithms and Computation (ISAAC 2021),2021,ISAAC,74
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-211,9th Conference on Algebra and Coalgebra in Computer Science (CALCO 2021),2021,CALCO,24
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-209,35th International Symposium on Distributed Computing (DISC 2021),2021,DISC,63
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-207,"Approximation, Randomization, and Combinatorial Optimization. Algorithms and Techniques (APPROX/RANDOM 2021)",2021,APPROX/RANDOM,62
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-206,28th International Symposium on Temporal Representation and Reasoning (TIME 2021),2021,TIME,17
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-204,29th Annual European Symposium on Algorithms (ESA 2021),2021,ESA,82
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-203,32nd International Conference on Concurrency Theory (CONCUR 2021),2021,CONCUR,36
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-202,46th International Symposium on Mathematical Foundations of Computer Science (MFCS 2021),2021,MFCS,90
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-201,21st International Workshop on Algorithms in Bioinformatics (WABI 2021),2021,WABI,20
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-200,36th Computational Complexity Conference (CCC 2021),2021,CCC,41
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-199,2nd Conference on Information-Theoretic Cryptography (ITC 2021),2021,ITC,26
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-198,"48th International Colloquium on Automata, Languages, and Programming (ICALP 2021)",2021,ICALP,143
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-197,"16th Conference on the Theory of Quantum Computation, Communication and Cryptography (TQC 2021)",2021,TQC,10
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-195,6th International Conference on Formal Structures for Computation and Deduction (FSCD 2021),2021,FSCD,32
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-191,32nd Annual Symposium on Combinatorial Pattern Matching (CPM 2021),2021,CPM,25
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-190,19th International Symposium on Experimental Algorithms (SEA 2021),2021,SEA,23
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-189,37th International Symposium on Computational Geometry (SoCG 2021),2021,SoCG,65
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-188,26th International Conference on Types for Proofs and Programs (TYPES 2020),2020,TYPES,11
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-187,38th International Symposium on Theoretical Aspects of Computer Science (STACS 2021),2021,STACS,59
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-186,24th International Conference on Database Theory (ICDT 2021),2021,ICDT,22
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-185,12th Innovations in Theoretical Computer Science Conference (ITCS 2021),2021,ITCS,89
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-184,24th International Conference on Principles of Distributed Systems (OPODIS 2020),2020,OPODIS,33
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-183,29th EACSL Annual Conference on Computer Science Logic (CSL 2021),2021,CSL,38
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-182,40th IARCS Annual Conference on Foundations of Software Technology and Theoretical Computer Science (FSTTCS 2020),2020,FSTTCS,58
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-181,31st International Symposium on Algorithms and Computation (ISAAC 2020),2020,ISAAC,65
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-180,15th International Symposium on Parameterized and Exact Computation (IPEC 2020),2020,IPEC,37
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-179,34th International Symposium on Distributed Computing (DISC 2020),2020,DISC,54
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-178,27th International Symposium on Temporal Representation and Reasoning (TIME 2020),2020,TIME,19
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-176,"Approximation, Randomization, and Combinatorial Optimization. Algorithms and Techniques (APPROX/RANDOM 2020)",2020,APPROX/RANDOM,64
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-175,25th International Conference on Types for Proofs and Programs (TYPES 2019),2019,TYPES,10
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-173,28th Annual European Symposium on Algorithms (ESA 2020),2020,ESA,83
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-172,20th International Workshop on Algorithms in Bioinformatics (WABI 2020),2020,WABI,19
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-171,31st International Conference on Concurrency Theory (CONCUR 2020),2020,CONCUR,50
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-170,45th International Symposium on Mathematical Foundations of Computer Science (MFCS 2020),2020,MFCS,85
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-169,35th Computational Complexity Conference (CCC 2020),2020,CCC,38
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-168,"47th International Colloquium on Automata, Languages, and Programming (ICALP 2020)",2020,ICALP,141
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-167,5th International Conference on Formal Structures for Computation and Deduction (FSCD 2020),2020,FSCD,37
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-164,36th International Symposium on Computational Geometry (SoCG 2020),2020,SoCG,85
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-163,1st Conference on Information-Theoretic Cryptography (ITC 2020),2020,ITC,16
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-162,17th Scandinavian Symposium and Workshops on Algorithm Theory (SWAT 2020),2020,SWAT,36
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-161,31st Annual Symposium on Combinatorial Pattern Matching (CPM 2020),2020,CPM,29
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-160,18th International Symposium on Experimental Algorithms (SEA 2020),2020,SEA,27
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-158,"15th Conference on the Theory of Quantum Computation, Communication and Cryptography (TQC 2020)",2020,TQC,12
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-157,10th International Conference on Fun with Algorithms (FUN 2021),2021,FUN,24
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-155,23rd International Conference on Database Theory (ICDT 2020),2020,ICDT,25
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-154,37th International Symposium on Theoretical Aspects of Computer Science (STACS 2020),2020,STACS,60
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-153,23rd International Conference on Principles of Distributed Systems (OPODIS 2019),2019,OPODIS,35
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-152,28th EACSL Annual Conference on Computer Science Logic (CSL 2020),2020,CSL,37
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-151,11th Innovations in Theoretical Computer Science Conference (ITCS 2020),2020,ITCS,86
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-150,39th IARCS Annual Conference on Foundations of Software Technology and Theoretical Computer Science (FSTTCS 2019),2019,FSTTCS,51
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-149,30th International Symposium on Algorithms and Computation (ISAAC 2019),2019,ISAAC,64
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-148,14th International Symposium on Parameterized and Exact Computation (IPEC 2019),2019,IPEC,25
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-147,26th International Symposium on Temporal Representation and Reasoning (TIME 2019),2019,TIME,20
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-146,33rd International Symposium on Distributed Computing (DISC 2019),2019,DISC,49
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-145,"Approximation, Randomization, and Combinatorial Optimization. Algorithms and Techniques (APPROX/RANDOM 2019)",2019,APPROX/RANDOM,72
https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-144,27th Annual European Symposium on Algorithms (ESA 2019),2019,ESA,83
