id	field	math_spans	before_sha256	after_sha256
TCS-0011	context_blocks.5.text	2	027ef747ef99f4e22b4fe8a89e154b2eb8ff3e109ec925dad4e4955895b00662	4e598e97662c84bec1bbf2c30485836aa06394352c2bd328efff532274927064
TCS-0012	why	1	c5c1d1ed73c0296c1b6a87c7a4386b6523b4f33387ec4b5e5da39c185c958a3a	973021e98796609a790727bc0edfbe0a8716d63358481ff1862bc38debf20231
TCS-0012	title	1	e25b0fe084b02705ac062076040ef843145a67e146b48008cfe345ed0eaf73c3	b3459ff70e0aeef464798877b2b16c5ad7e843cf838a81b1f36a673b6994f478
TCS-0012	status_note	1	b29585657e5a1a9b2e83416cedbd8154ceca03056fff6d2ba7c18bf1e20a056b	78374864ff99c3f35ff2bbe189b0439556baa6d015a18c3088aa56d4f0757e99
TCS-0012	definitions	10	252ce7c4363bb51e3671bd1a8fa187cb3e6fc62cbb085235d39267a9e19a2fb8	fd3581c29066a3e86fc53279bdc32fd3092040f2578b5f2d48d52d6d6553acf9
TCS-0012	formal	3	c7789645935a86a5da36e003e921093d817bcfecd3676711d7635afd67a21ef5	7b3db2e3c1b1f87fd02c2681f03c99bca0bde05aca750b02ac194f9f3982ba3e
TCS-0012	progress.2.text	1	3dba4312fbdd2fcd5e9cfa2063416ac5975be5c27ba2a1e11123df1e62648469	24921b0e01c1492c31ef4e938f827e83f479740d9a1135566e1aa9e7ac6565e6
TCS-0012	progress.3.text	1	b4fe3c4f2843f5321091cb8c88d0dbc2327e06dee608e4101a0f7309cd99635d	062257a7fa074fd3832e4913c634842e0fc3198852f73aa8547fc3b30d8a6ffa
TCS-0012	context_blocks.1.text	1	6ad799cead83885ddb6c2ed3c1bffe1e73e84857a89a29fecadeceb8544a30f4	4c8772312fae32513e0ff7f4a1ca534dc459a77bda4e7359a6aae5f2407a89a2
TCS-0012	context_blocks.3.text	1	689f60f5025c1e16b8bfee062b7d2001a6412a3e899cd6e9bfcd9e5436773e37	1d8214e2f38e9072f78a05076ba3dde2b25ddf0de875efae2b10ad416cec5dd4
TCS-0015	definitions	6	5e70daf2ae382f8388c3d455195f430d086b149a7acfe5a109451cb3d30f5d2d	fedba27fee29d26b926b0be67787a3235ce4d781fd6543f330277fa4279aed72
TCS-0015	answer_criterion	3	385abe44968d73596a09a5b752298564ae1d1f720475b4f3a910c7fe74472aaa	42269953a023264da8e50f1047d212688b90b6d44f3d9075d00f15450f0c704e
TCS-0015	formal	7	aac66c56f0041877a8bdaf01480328e63028d035b85f183e76bf536501a46191	1521564989b2dd0799f0ba6bf30841ef73457c731d532984877424d9d3ed04db
TCS-0015	progress.0.text	1	3cd9e76c4004460cd4bb04ae4b1683a7f15e1431e14e8ccbb3f7a409bad3ccd4	3e9d0ee8ed2b4b837e63556e36116ab45a2f9bab875c156ad73f464d8ff3c4d3
TCS-0015	progress.1.text	2	1ca84b19962e80fc65183b059bed572664d5fcecdc5455653d9817b79ebf4fb3	ebdf03012c792360bb4115054ee71feafd1b286411b8c08873c1902b61384493
TCS-0015	context_blocks.2.text	4	3cdcbdac9556a00359612b13fc35a21b4277663cae6c4e1108ade0c0603d378a	4051c3580f0c933d6a77d7515e6fbdb2de0760e16c6aae38a82067350842e537
TCS-0015	context_blocks.3.text	1	4863c76fa6da1aa9ef754727341a96ac6a3cf19af026f649db1163c4fa57f923	1eef775bdcf489955dccb9db8aca1962e4c203a895c3e36995ab63d506225858
TCS-0015	context_blocks.4.text	1	3f00dd9b1e39ff249d1e390cfbd88b6c887ff926e9c811ff896209ab9b6ae714	5ee3c1b9fd8af4af761d1423b3a33f9f437dbfe5ed190dbefeee87fc295d5e90
TCS-0015	references.1.title	1	e39d8154fffd93b2a7a139c465a24323ea96c3261286f91c80b857461ea152c5	ea651b58bfae0d619fd8305332bc61a03ac5a3866bc91157414551c5da7ff3ec
TCS-0016	status_note	1	fd82afd594ecc514ae544e3244857b103fdd52b9c03dbef17808185b8d1524cb	6cd5d969a162b34620c1fd9a7d70e12844b1822c2de94f8cdd720a09048ec01d
TCS-0016	definitions	12	d19829885155a000577301c3139fbf6848acdfadb1ffc3c11d99e996c3577f7c	7b9b9d0b325da252759bdcd0acf06e113cea80b6a67e07cacab3339975097e77
TCS-0016	answer_criterion	7	e51983cddf383291200abf51e5d00ce14d51cf1f521e22b9f841fd1f31291d29	91374599d946ba272ce9b2a8067e657d68c462e0efbdc69104642f964ebf2688
TCS-0016	formal	5	705296dab1d0efe4d6d0325320f196161bf0d0649ace09b470d652c50f6d68da	836d2c53b6cc84c69145f902ce0c622bb6bc2192b2dae0495c17de63a70bc9d8
TCS-0016	progress.3.text	1	209c56aece038a5c6b240b40e621809e78e21ffc5d7834a8374d7a7aa42693c8	d0826cfc96adaca9af204bed70dbbe39d093aee4185822e94de35167b02aeba5
TCS-0016	context_blocks.1.text	3	d05782270389cbdbf2847362a7b33ebe4c23dd3dadf868c20cf008621d11d763	5981e0ba51987cd025ab35fb154c3b1611bc8fe16c5c8b29f57a42996804cd79
TCS-0016	context_blocks.2.text	4	fe34b77c5ef411d0edc517cf69e9309fe09cef83469c418efdd1d531d2e24a4d	251219329e19318f986166d2995151ce7431d7369bb59c3e10a4060c1387161b
TCS-0016	context_blocks.3.text	2	bb3d7cca398d934ca0d5cd34f900bb44ed831b0c1289ada0753732f9773d19c0	a8a6518ece093809a04990ec5564550619509b620097997ba2b86eeed161a937
TCS-0016	context_blocks.4.text	1	b759eb0b12dd5e593abfde8bb8a0e7754183376cd125ba138c7053a5d4446ca1	d91f740f97dbc7f1fdaf76ad74e2541443708ee1000fd84aa3db40c1e29d527d
TCS-0016	context_blocks.7.text	3	dba397782d83fc0c2fe1c2a0ddb35eb3bd0469baa9f7e375fa2d1517df72d04e	e61c85581400db99b53b9f9aa369a5819345517a59e98e8b2baee683971aefd5
TCS-0016	references.2.title	1	e39d8154fffd93b2a7a139c465a24323ea96c3261286f91c80b857461ea152c5	ea651b58bfae0d619fd8305332bc61a03ac5a3866bc91157414551c5da7ff3ec
TCS-0018	textbook_notes.0.summary	1	3fb87ecb5fd68ca63ce10101848b405ceda6798abca83dc0ca829aa8395cc53a	1ffcd1a09746209c041b9a38a9ea609b5b9b5cc4588d0b3e207fb59a5a7504ec
TCS-0021	definitions	6	c196dad78a4e3b1d9261ae4314c4ae8bd8c1cf65c451710c075b856dc11840d3	16d283fc2cd39c9947752792cfa313a312d6ba2fff41135e69c7965328823e6d
TCS-0021	answer_criterion	1	d2c61f5c409f141a493aa4464ac1142ae9a6591a650585f990c0a79ff7420185	b86045f246f5dfa52322b2e56bc48478cd9f3c156d2c0a90d691d3ba52a01711
TCS-0021	formal	6	a9cd1613c1dd714962e433f603c741bec2728b44b62de2357ff7f4878035c8b5	b3a61cb3ae9c0cf61b953bb7b79e74e5af3382a2af7614edcf9fe3a9a0ca1a29
TCS-0021	progress.0.text	2	4f93974b15b5b18172d41c3485cf385587fd42306b4301223902949a75f28c52	f2066c717593ed935cc092783bb224f57194f2c128d3fb16e305fa0ab33fb200
TCS-0021	progress.3.text	4	0182f01a0bbd262339e9a1dfc6a1b9bc945b71b9fdd8adbcfc7ba4016ce6f4b2	03924bf5b7f51ebdfacbc24c5902534660dbaa83f5683b80f874805e4ee9cf1d
TCS-0021	context_blocks.0.text	2	fead6354390e502d7a5170dc483206a0fe47a7970140a14ae4bd1546a402df2c	5c2c422e31505c6e77862ac6ebbfb75e2fe2889ddcf905484a25a000ce1df01a
TCS-0022	title	1	4d2a30d81937aeb19a00d65eef1f414213afed6ae1bd2b79c2314230298e2501	a8a0692c87c9662c23bc136ef91bee4fa0392ca1f1436723e779514862c2b6c6
TCS-0022	status_note	1	9bd4eea6952a7a18c8fbe67aa2bfb6a08e4c6d0be22a9ec46c4e0da6c7e1731f	9c4ca77990b2e93f03224b743b3ec5bf43371a8f5283d79c398260e3d0455a44
TCS-0022	definitions	6	3b7176de803a0121484769f5dbf1786752a21b9b9c265b12a3eed0613101b1f4	4363d6b6923a4fa4c671ff64d4a79df4d031be12a6de19f9ef55881000d3f3c6
TCS-0022	formal	3	351696365321a3a0c75663d164fd3c586df65c3cabb9897504a3f2f1b96c851f	a4b090395a6f7f70faf411063086d7d6c5ae5372cb8ac98f739b3bc2593c030a
TCS-0022	working_summary.sentences.0	1	95d3ed0640c9bc55318ea618002ed7268578804c7c5bd8d29c93e3d98026e853	4049a7b66d33acb01bab55cc7cb98ed6d72535acc18432756410d5adbab9b3d7
TCS-0022	progress.2.text	1	a23bbf1387a06b5658177e6982faa70dd5bca58839a806e62ac8f842f454d24c	60a3a29fbac4b324e480dfa3c1b89b66d38fca49c16265a5873bbc1dd0d47364
TCS-0022	progress.3.text	2	117262d385640a0f775a654eddba069f0ad37409f8915f22dade781641bed37a	e8c22d7c3c2a538505a441e0769839e7ad1abc4fb3ea3d816206760c9027463e
TCS-0022	context_blocks.0.text	2	1ba4286de2160984cae0c8021f7a1c0c37e5db8ed8e0535122bc3dd15a8d4cfd	62cea587ec446d01dda3bd707d12484f8ef23b619dbe4e31f90c61a90cdfdfab
TCS-0022	context_blocks.4.text	1	268c4801721b056eba3298d593ad6ce870af0c014bbf99bc30b069581b3a8ac7	5ca22dcaf3d64ff6a09dd0e9980208839d99bf41fb63526b447c9f5c63469291
TCS-0025	definitions	8	7cd77835453b089ed1d8fc4631e1b8842c7a96aa4000fc1af773e992fc77db7f	dacb87b81fa7d53838e9644f51618baa6b3aceb21f5fa0c9e8a71a041a015e8f
TCS-0025	answer_criterion	1	4a3ab0ab032aac3e7764b24b78d27d03849a3b165ed6f6d6956528ebbdec4f76	5125f31626f49ec8e633af433f766142c087636ba065bc4f3dca8bffbf26b239
TCS-0025	formal	4	a73d469cfd2be27e708013ada99eeda9096d447e507621cf81a3059cdc196f04	7ca659a330817a7767d82d495099061de2906d735a2ae1873f24a47765beac92
TCS-0025	working_summary.sentences.4	1	9f8fbfc91172ff05799ebcbab8fbfc752a54783f88b4a121acda50969947bb7e	d433d6e1466ca83716a5249419e0d2288b06502473249af417d03cecb65538dc
TCS-0025	progress.3.text	1	b6b28d0c15fb4e7da0e43b2cc5ea115a45d9be1b74ea96901e716b18941208b9	4748f3b59a082ab9cc98f58d97cfc281aff32de5c0b80232f4fbdc1932cb585b
TCS-0025	context_blocks.1.text	1	5389f2b82be4afe015a8db2e94dc11569a4ffa8a95e3b9d3ffa2eca12ddeba61	052625025608cc8d6f51b75ea63b97af811611ce784439959edc0542846b582c
TCS-0025	context_blocks.2.text	2	017ae5cb02ce980ba230f1bd854aa7ac353682ef54f4a55e071f4be7237400ef	ca48bdb5fd343a341f01eb0363c47da85ac2d45d3e2b34804ab5bf2e521259cc
TCS-0025	context_blocks.4.text	1	0d97103896e24724efc4fb401e4d2d1b55ec7e9c92011800ec777e4246064981	6dd36fc2cb8ba166e0c47d02ffaddcf434ea86173938e24965f939675d940e29
TCS-0025	context_blocks.8.text	1	ae7d4ad75c7cfda14ba25cd04863c702667f9eeaaf8981e1bdc634f9092c1c8e	ff243179661665db8a73cc16296638683526d607d9f1f755842869db1b259a4c
TCS-0025	references.4.title	1	8951eca55eceed08d821f38f9b5b8f6ea9046ebd26cbfc2a59737a50581d562d	62128c4c89b91621ac9ddbf48076c9d4466c1b52db97d0b717fc09d2b6c62325
TCS-0026	definitions	6	c1d15fe8d03d606f5c86273d95938d866c586d448e2b1c030ace2c769cf25f84	e677dfc0ccfe2403a3f4a21e9f38fc5984098bfcb64e650a7c36c5810fd30f9c
TCS-0026	formal	5	df10b2b9faf3d3d2ede654ee2d52bb2070dcc767bb0d2cb0604b6aa6af470f52	af27dd20fbeedb29a01f6ae3f77a478f1bb12f028da6e18aa9dd059eba65dcb9
TCS-0026	progress.0.text	2	f884d993a876af2e4f3b959516137b15c75340398f2e51382b72934a7c61ecd6	d9e736e75d4a5b47860e9cfde8f2a3fa2f1215f091b72708025d5c01184ed993
TCS-0026	progress.1.text	1	1ed3ebc97d2f9158d88c678b155c88c39d49d423c1ac745e27a46ebed8649210	f22d5eafcb64cb76b0a679a8732923da333877c3f7ee63c77a22a67ef16f859e
TCS-0026	context_blocks.2.text	2	572fd277063c1a8ce18e7ad7e408c355e0c710755ecf6e6af08208151176bfde	0d1022795252343296ddeac0a905488359ac7a17835f311e91f5df5ba5972e8a
TCS-0030	definitions	17	eb21c7b6bdb651b98af9a34612ae7d8e5c4487b47e9bb9a8d59e1c27fac362a9	43528fc18e09d95c8e645c74fb1925043a206e4efb6d25ee0a0557bfddaba779
TCS-0030	answer_criterion	2	806cf9844139f8630aabeba1725996852044150893a2013253610b152dd0761b	c33412499723afb07fc978e67ca2b9da73e4fd4f8233765f83bbe26e3d758616
TCS-0030	formal	4	e7a193d1d89b56ed429ad553e11ee40e10043994235bae5b6511c1f26a3e385f	05b692ba26907fb2c927e3f4c97825110dd98165352646ed634a41034b43a4c2
TCS-0030	context_blocks.1.text	1	cd51c9e8ac865dfb5ec486132d230f329788c94d2bda76fe7012384ca2ba3da5	22d94384b966c62cc641e6c1f5a2773190d6ce53399a328af50bccb5f3e1c644
TCS-0030	context_blocks.2.text	3	51b46c4672acf7a5b57695ee221d2fa5bc644417f6fec0ba7d070ebe7929f5f0	72029a95338ad620e3eddf7cd942b71ee5959c996503278b627e832ce78f0a8c
TCS-0030	context_blocks.4.text	1	32b315ac62a827ed65b4aa01a31c05e650de1380d9819336265c1365e83e7492	928bf0e901db157c0ae89d9079ab9629b8fb94396c4548c23551f23008920f16
TCS-0031	definitions	13	01273ed20191f2f7601c389aa3b1c8454a07f45d207efc1de07c123991dfffaf	5910dbd892fa98dc57444ac33207315708ce60459a475ff4489909e7a950b2ea
TCS-0031	answer_criterion	1	0e1b98000e74d27942ce318d4b808efb5624978d2e0e3ec0e6901f9cbb0b57ab	37cec342657497b28dee5a65ca3bb1bac9ad5eb324246298e37a9f195c6c4bf1
TCS-0031	formal	3	c8b8640e00ad8a601cb03eb13be1dcd1500e49b2f7f48b4902cf2a0268806cb6	8d3d3f02dc88288a13295ed23cf87fb4422f117bc9f4baa7c0d130a678f227cd
TCS-0031	context_blocks.1.text	1	cd51c9e8ac865dfb5ec486132d230f329788c94d2bda76fe7012384ca2ba3da5	22d94384b966c62cc641e6c1f5a2773190d6ce53399a328af50bccb5f3e1c644
TCS-0031	context_blocks.2.text	3	51b46c4672acf7a5b57695ee221d2fa5bc644417f6fec0ba7d070ebe7929f5f0	72029a95338ad620e3eddf7cd942b71ee5959c996503278b627e832ce78f0a8c
TCS-0031	context_blocks.4.text	1	32b315ac62a827ed65b4aa01a31c05e650de1380d9819336265c1365e83e7492	928bf0e901db157c0ae89d9079ab9629b8fb94396c4548c23551f23008920f16
TCS-0036	definitions	7	a912114d8976f04ffc709f03d96648afb592828f157f5c09b55d9708a2ae037c	a6d4a4c491586edb180a729e1bbad22d3d59a1d3bc592ebefcce242bb53620f6
TCS-0036	formal	2	7aa570bf8f4868344ef6e0b5423b852f5eb3cab70d552dc5eeff2e0013e49521	a22499462396740a8826684b643b6346d529fa6839739c66b966c5407e80ef1b
TCS-0036	progress.0.text	1	8f2e6f02f9facf790afb670e2f8d1bce9dceee6244cb5f1ebd100dd14bd7cff1	13762219cbf4838e7776692691d9c29777cf24a4ccf42a130d61395cae654a80
TCS-0036	progress.2.text	1	3d68b3219fdb1d65797ea4e2279c70ee857da232209b611114387c57be728a99	fb143a2389e66af011f55313c9e7fa34434c136381490f374d8d499d913dbb50
TCS-0036	context_blocks.4.text	1	342264a7562775d7a686b049f69382703b111ad3a10aa0912504bf8eb6e97594	321f80ae46aeb40eeed01f0f628d83ea8314a19f6786fc58634ea0c45cb944bb
TCS-0037	status_note	1	69efd6125bd3d1b4b5d3af40ea1ff60687ff337af00164751689464625d8df65	3e02d90faad8933a1ef2c5e43d1b73c69c9ceaeafaa73af67f6da02998eed9d5
TCS-0037	definitions	10	c82b6b85925b8b4462759c0adc1b9f1d2696b52a4e56e3ab0531488f8d779260	6b70817c971f704b7765d238167090508747523a66b2ad7fe3e04aa1e521841b
