TCS-4339	Algorithms & data structures	Perhaps the dependence of the running time on the treewidth of G can be removed: does there exist an algorithm for subgraph isomorphism on planar […]	Perhaps the dependence of the running time on the treewidth of G can be removed: does there exist an algorithm for subgraph isomorphism on planar […]
TCS-5269	Algorithms & data structures	Compressing Permutation Groups into Grammars and Polytopes. A Graph Embedding Approach — Unresolved-question passage on page 13	Does the alternating group An have superpolynomial graph embedding complexity?
TCS-5639	Algorithms & data structures	Bi-Lipschitz Extensions and Outlier Embeddings into Trees — Explicit open question on PDF page 7	We can also argue for the existence of deterministic extensions for l1 embeddings, though we do not know how to find such deterministic embeddings efficiently.
TCS-6162	Algorithms & data structures	Subexponential Time Algorithms for Embedding H-Minor Free Graphs — Unresolved-question passage on page 12	Does the immersion problem also have a 2O(n/ log n) algorithm, or is a stronger lower bound possible?
TCS-6272	Algorithms & data structures	Force-Directed Embedding of Scale-Free Networks in the Hyperbolic Plane — Explicit open question on PDF page 1	It is still an open problem to adapt force-directed embedding algorithms to make use of the heterogeneity of the hyperbolic plane, while also preserving their […]
TCS-6378	Algorithms & data structures	Linear-Time Recognition of Map Graphs with Outerplanar Witness — Explicit open question on PDF page 2	However, even efficiently recognizing general 4-map graphs in polynomial time remains an open problem; Thorup’s algorithm does not necessarily give an embedding minimizing the maximum […]
TCS-1942	Learning theory	Is it true that for every d ∈ N there exists an extremal class C with vc(C) = d and vc⋆ (C) = 2d + […]	Is it true that for every d ∈ N there exists an extremal class C with vc(C) = d and vc⋆ (C) = 2d + […]
TCS-3278	Learning theory	We expect that m = Ω(k log n) dependence is required for the class of functions considered in this paper, but proving this is an […]	We expect that m = Ω(k log n) dependence is required for the class of functions considered in this paper, but proving this is an […]
TCS-3303	Learning theory	What characterization can be given for the minimum dimension of a translational embedding of a dag?	What characterization can be given for the minimum dimension of a translational embedding of a dag?
TCS-3796	Learning theory	We pretend that we do not know the correspondence information, run our MMD-MA algorithm, and see how well our algorithm can align the two manifolds […]	We pretend that we do not know the correspondence information, run our MMD-MA algorithm, and see how well our algorithm can align the two manifolds […]
TCS-4592	Learning theory	What is the optimal time complexity for agnostically learning halfspaces on the Gaussian distribution?	What is the optimal time complexity for agnostically learning halfspaces on the Gaussian distribution?
TCS-4999	Learning theory	Dual VC Dimension Obstructs Sample Compression by Embeddings — Unresolved-question passage on page 6	We leave it as an open question whether the upper bound in Theorem B is tight for all VC dimensions.
TCS-6207	Distributed, parallel and sublinear algorithms	Memoryless Worker-Task Assignment with Polylogarithmic Switching Cost — Explicit open question on PDF page 5	It is not clear whether the distortion achieved by our embedding is optimal, however, and it remains open whether smaller distortion can be achieved by […]
TCS-3414	Automata and formal languages	Indeed, constructing an explicit class of groups with superpolynomial graph embedding complexity is still an open problem, although a conjecture of Babai states that the […]	Indeed, constructing an explicit class of groups with superpolynomial graph embedding complexity is still an open problem, although a conjecture of Babai states that the […]
TCS-0872	Semantics, logic and verification	Design new termination methods based on the gap-embedding theorems of Friedman and Kriz.	Design new termination methods based on the gap-embedding theorems of Friedman and Kriz.
TCS-0882	Semantics, logic and verification	Find an embedding theorem for directed graphs.	Find an embedding theorem for directed graphs.
TCS-1596	Semantics, logic and verification	How best to address the quantisation issue during verification is an open problem.	How best to address the quantisation issue during verification is an open problem.
TCS-1700	Semantics, logic and verification	We also leave as an open problem the question whether every finitary endofunctor on Met preserving nonempty intersections (but not necessarily isometric embeddings) has a […]	We also leave as an open problem the question whether every finitary endofunctor on Met preserving nonempty intersections (but not necessarily isometric embeddings) has a […]
TCS-2963	Semantics, logic and verification	We leave open the question of whether these coercions can be interpreted as a continuous embedding of one space into another and what this means […]	We leave open the question of whether these coercions can be interpreted as a continuous embedding of one space into another and what this means […]
TCS-6384	Semantics, logic and verification	Towards Concept Analysis in Categories: Limit Inferior as Algebra, Limit Superior as Coalgebra — Explicit open question on PDF page 1	It is an open problem whether there exists a sup- and inf-complete category A0000 with a sup- and inf-dense embedding A → − A0000 in […]
TCS-1248	Optimization and numerics	We conjecture that one can prove the similar theorem for N = Ω(Poly(M )), which we leave as an intriguing technical open problem.	We conjecture that one can prove the similar theorem for N = Ω(Poly(M )), which we leave as an intriguing technical open problem.
TCS-2044	Approximation algorithms and hardness of approximation	More generally, it remains open whether a constant-factor approximation algorithm exists for bounded-degree network design without augmentation.	More generally, it remains open whether a constant-factor approximation algorithm exists for bounded-degree network design without augmentation.
TCS-5305	Approximation algorithms and hardness of approximation	Shortest Path Embeddings of Graphs on Surfaces — Explicit open question on PDF page 4	For genus g > 1 we do not know if there exist shortest path universal metrics.
TCS-0735	Parameterized and exact algorithms	Graph embeddings: Drawing vs. learning	Graph embeddings: Drawing vs. learning
TCS-2015	Parameterized and exact algorithms	That is, we do not know whether one can compute the set of types that also satisfies the reverse direction of (R1).	That is, we do not know whether one can compute the set of types that also satisfies the reverse direction of (R1).
TCS-2190	Parameterized and exact algorithms	Are there other interesting parameterizations for the problem?	Are there other interesting parameterizations for the problem?
TCS-4233	Parameterized and exact algorithms	Is the problem fixed-parameter tractable?	Is the problem fixed-parameter tractable?
TCS-4540	Parameterized and exact algorithms	Question: is it possible to add edges in G such that the resulting embedding remains plane and has diameter at most d?	Question: is it possible to add edges in G such that the resulting embedding remains plane and has diameter at most d?
TCS-5948	Parameterized and exact algorithms	Parameterized Leaf Power Recognition via Embedding into Graph Products — Explicit open question on PDF page 4	Polynomial-time structural characterization of k-leaf powers for k ≥ 6 is still an open problem.
TCS-6328	Parameterized and exact algorithms	Embedding Graphs into Two-Dimensional Simplicial Complexes — Explicit open question on PDF page 3	The problem of whether Embed admits an algorithm that is fixed-parameter tractable in terms of the parameter c, however, remains open for general complexes, whereas […]
TCS-0055	Algebraic computation	Sum of Square Roots	Sum of Square Roots
TCS-2661	Randomized algorithms and sampling	Is there a natural KLS conjecture for Hessian manifolds?	Is there a natural KLS conjecture for Hessian manifolds?
TCS-5294	Property testing and distribution learning	Improved Monotonicity Testers via Hypercube Embeddings — Explicit open question on PDF page 11	We do not know though how to carry out this adjustment so that the embedding construction from Section 2.2 still works.
TCS-3259	Constraint satisfaction	Instead, we do not know if the ε-theory and contextual equivalence coincide in this case, as it is not clear whether the embedding t ÞÑ […]	Instead, we do not know if the ε-theory and contextual equivalence coincide in this case, as it is not clear whether the embedding t ÞÑ […]
TCS-4365	Database theory and finite model theory	Our proofs there work for the case of injective homomorphisms, but not for strong homomorphisms or embeddings, and the decidability of these cases remain open.	Our proofs there work for the case of injective homomorphisms, but not for strong homomorphisms or embeddings, and the decidability of these cases remain open.
