TCS-0331	Treewidth of 3-Manifolds	Computational Geometry
TCS-0346	Deciding negative contractible walks on genus-two surfaces	Computational Geometry
TCS-0354	Recognizing Minkowski sums of zero-one polytopes	Computational Geometry
TCS-0376	Edge-Coloring Geometric Graphs	The Open Problems Project
TCS-0398	Planar Euclidean Maximum TSP	The Open Problems Project
TCS-0472	Can circle–segment reporting on connected planar graphs have additive output cost?	Adaptive and Scalable Data Structures (Dagstuhl Seminar 25191)
TCS-1397	Is it NP-hard to find the optimal outlier set size when probabilistically embedding a given metric into HSTs with a small fixed distortion?	Bi-Lipschitz Extensions and Outlier Embeddings into Trees
TCS-1551	Is there a Oε (1)-light (Oε (1), 1 + ε)-tree cover for Euclidean metrics?	Light Spanners with Small Hop-Diameter
TCS-1960	Can a constant-factor approximation be computed in time O(n2−δ ) for some constant δ > 0?	Fine-Grained Complexity of Earth Mover’s Distance Under Translation
TCS-2253	Is there a hyperbolic Steiner (1 + ε)-spanner with only O n/ε(d−1)/2 edges?	A Quadtree, a Steiner Spanner, and Approximate Nearest Neighbours in Hyperbolic Space
TCS-3175	What is the query complexity of tolerant EMD testing when we have samples without replacement from the unknown multi-set?	Interplay Between Graph Isomorphism and Earth Mover’s Distance in the Query and Communication Worlds
TCS-3848	The parameterized complexity of embedding into trees of unbounded degree, asked in [7], still remains open.	FPT Algorithms for Embedding into Low Complexity Graphic Metrics
TCS-4194	More generally, does an approximate Voronoi diagram of size O(nk+1 ) exist for a set of k-dimensional flats in Rd , for d > k?	Approximate Nearest Neighbor Search Amid Higher-Dimensional Flats
TCS-1064	Universality of collinearity logic	The Existential Theory of the Reals as a Complexity Class: A Compendium
TCS-1065	Connected convex RCC8 inference in exists-R	The Existential Theory of the Reals as a Complexity Class: A Compendium
TCS-1066	Exists-R hardness of affine polynomial projection	The Existential Theory of the Reals as a Complexity Class: A Compendium
TCS-1067	Exists-R hardness of affine matrix-rank minimization	The Existential Theory of the Reals as a Complexity Class: A Compendium
TCS-1068	Exists-R hardness of symmetric tensor eigenvalues	The Existential Theory of the Reals as a Complexity Class: A Compendium
TCS-1069	Complexity of testing Zariski-closure membership	The Existential Theory of the Reals as a Complexity Class: A Compendium
TCS-1070	Crossing-free directional-walk realizability hardness	The Existential Theory of the Reals as a Complexity Class: A Compendium
TCS-1071	Crossing thresholds for hard pseudosegment stretchability	The Existential Theory of the Reals as a Complexity Class: A Compendium
TCS-1072	Semialgebraic art galleries in exists-R	The Existential Theory of the Reals as a Complexity Class: A Compendium
TCS-1073	Exists-R hardness of boundary-only guarding	The Existential Theory of the Reals as a Complexity Class: A Compendium
TCS-1074	Bounded-degree unit-disk recognition hardness	The Existential Theory of the Reals as a Complexity Class: A Compendium
TCS-1075	High-girth segment-intersection recognition hardness	The Existential Theory of the Reals as a Complexity Class: A Compendium
TCS-1076	Recognizing hyperbolic convex-set intersection graphs	The Existential Theory of the Reals as a Complexity Class: A Compendium
TCS-1077	Rank-three linear-hypergraph realizability hardness	The Existential Theory of the Reals as a Complexity Class: A Compendium
TCS-1078	Complexity of unrestricted graph slope number	The Existential Theory of the Reals as a Complexity Class: A Compendium
TCS-1079	Fixed-slope upward-planar recognition in NP	The Existential Theory of the Reals as a Complexity Class: A Compendium
TCS-1080	Exists-R hardness of three-dimensional plane covers	The Existential Theory of the Reals as a Complexity Class: A Compendium
TCS-1081	Exists-R hardness of partial drawing extension	The Existential Theory of the Reals as a Complexity Class: A Compendium
TCS-1082	Bounded-degree rectilinear crossing-number hardness	The Existential Theory of the Reals as a Complexity Class: A Compendium
TCS-1083	Realizability of cubic graphs with prescribed rotations	The Existential Theory of the Reals as a Complexity Class: A Compendium
TCS-1084	Exists-R hardness of one-bend RAC drawings	The Existential Theory of the Reals as a Complexity Class: A Compendium
TCS-1085	Exists-R hardness at angular resolution pi/3	The Existential Theory of the Reals as a Complexity Class: A Compendium
TCS-1086	Unit-linkage hardness in arbitrary fixed dimension	The Existential Theory of the Reals as a Complexity Class: A Compendium
TCS-1087	Hardness of four-dimensional simplicial-polytope realizability	The Existential Theory of the Reals as a Complexity Class: A Compendium
TCS-1088	Complexity of three-dimensional Delaunay realizability	The Existential Theory of the Reals as a Complexity Class: A Compendium
TCS-0313	Covering by Double Disks	Computational Geometry
TCS-0319	Morphing Long-Geodesic Embeddings on the Sphere	Computational Geometry
TCS-0320	Patterns in Unweighted Planar Graphs	Metric Sketching and Dynamic Algorithms for Geometric and Topological Graphs
TCS-0323	Polygonal representations of knots	Precision in Geometric Algorithms
TCS-0325	Recognition of Strongly Hyperbolic Uniform Disk Graphs	Precision in Geometric Algorithms
TCS-0327	Simple Polygonalizations	The Open Problems Project
TCS-0329	Sub-Alpha-Complex in High Dimension	Computational Geometry
TCS-0332	Turning Planar Triangulations Inside Out	Computational Geometry
TCS-0333	Vantage Point Selection	Metric Sketching and Dynamic Algorithms for Geometric and Topological Graphs
TCS-0334	Weak circle representations of planar graphs	Precision in Geometric Algorithms
TCS-0335	Flipping Spanning Trees	Computational Geometry
TCS-0336	Largest Precise Subset (Making Points Precise)	Computational Geometry
TCS-0337	Partial Vertex Cover in Planar Bipartite Graphs	Computational Geometry
TCS-0338	Shortest Path Retaining k Obstacles	Computational Geometry
TCS-0341	Expected Volume of Stochastic Bounding Box	Computational Geometry
TCS-0343	Polyhedral Surface Approximation	The Open Problems Project
TCS-0345	Complexity of recognizing perfect plane grid embeddings of trees	Computational Geometry
TCS-0347	Do subcubic trees always admit perfect plane grid embeddings?	Computational Geometry
TCS-0349	Hamiltonian cycles in first-order Delaunay graphs	Computational Geometry
TCS-0350	Maximum number of weighted separable planar point subsets	Computational Geometry
TCS-0351	Minimum-weight perfect matching with odd red-edge parity	Computational Geometry
TCS-0352	Motion planning with symmetric disconnected direction cones	Computational Geometry
TCS-0356	Subquadratic preprocessing for substring-LCS comparison queries	Computational Geometry
TCS-0357	Tetrahedron multiplicity from face areas, volume and circumradius	Computational Geometry
TCS-0358	Two-edge-colorings minimizing monochromatic geometric crossings	Computational Geometry
TCS-0359	Finding small polygons with a fixed number of triangulations; simple polygons with a unique triangulation	Computational Geometry
TCS-0360	Is G area-universal?	Computational Geometry
TCS-0361	Minimum k dimensional cut of an n dimensional polytope	Computational Geometry
TCS-0362	Nash equilibria of spanner games	Computational Geometry
TCS-0364	Stability of Topological Signatures of Graphs	Computational Geometry
TCS-0365	VC-dimension of inflated polynomials	Computational Geometry
TCS-0366	Characterization of Planar Lombardi Graphs	Drawing Graphs and Maps with Curves
TCS-0367	Drawing r-partite hypergraphs	Drawing Graphs and Maps with Curves
TCS-0368	Self-approaching Networks on Planar Point Sets	Drawing Graphs and Maps with Curves
TCS-0369	Small Path Covers in Planar Graphs	Drawing Graphs and Maps with Curves
TCS-0370	Rectangling a Rectangle	The Open Problems Project
TCS-0371	Rolling a Die over a Labeled Board	The Open Problems Project
TCS-0372	Slicing Axes-Parallel Rectangles	The Open Problems Project
TCS-0374	Congruent Partitions of Polygons	The Open Problems Project
TCS-0375	Equiprojective Polyhedra	The Open Problems Project
TCS-0379	Polyhedron with Regular Pentagon Faces	The Open Problems Project
TCS-0380	Trapping Light Rays with Segment Mirrors	The Open Problems Project
TCS-0383	Reflexivity of Point Sets	The Open Problems Project
TCS-0384	Edge-Unfolding Polycubes	The Open Problems Project
TCS-0386	Vertex \pi -Floodlights	The Open Problems Project
TCS-0389	3D Minimum-Bend Orthogonal Graph Drawings	The Open Problems Project
TCS-0390	Lines Tangent to Four Unit Balls	The Open Problems Project
TCS-0392	Transforming Polygons via Vertex-Centroid Moves	The Open Problems Project
TCS-0393	Volume Maximizing Convex Shape	The Open Problems Project
TCS-0394	Monochromatic Triangles	The Open Problems Project
TCS-0395	Most Circular Partition of a Square	The Open Problems Project
TCS-0396	Pallet Loading	The Open Problems Project
TCS-0397	Traveling Salesman Problem in Solid Grid Graphs	The Open Problems Project
TCS-0400	3-Colorability of Arrangements of Great Circles	The Open Problems Project
TCS-0404	The Number of Pointed Pseudotriangulations	The Open Problems Project
TCS-0407	Extending Pseudosegment Arrangements by Subdivision	The Open Problems Project
TCS-0409	Minimum-Link Path in 2D	The Open Problems Project
TCS-0424	Efficient computation of topological information gain	Applied and Combinatorial Topology
TCS-0426	Monotonicity of Euclidean metric magnitude	Applied and Combinatorial Topology
TCS-0436	Balanced triangulation Gray codes	Computation and Reconfiguration in Low-Dimensional Topological Spaces
TCS-0437	Diameter of rectangulation flip graph	Computation and Reconfiguration in Low-Dimensional Topological Spaces
TCS-0438	Pattern-Matching on Braids	Computation and Reconfiguration in Low-Dimensional Topological Spaces
TCS-0439	Representing Graphs by Polygon Contact in 3D	Computation and Reconfiguration in Low-Dimensional Topological Spaces
TCS-0311	Approximate Simplification of Flag Filtrations	Computational Geometry
TCS-0314	DAG Covers for Directed Graph Classes	Metric Sketching and Dynamic Algorithms for Geometric and Topological Graphs
TCS-0316	Fixed points of compositions of monotone polynomials	Precision in Geometric Algorithms
TCS-1155	Is there a linear time SSSP algorithm for the intersection graph of a κ-thick cubical neighborhood system in Rd ?	Linear Time Single-Source Shortest Path Algorithms in Euclidean Graph Classes
TCS-1163	Can the rectangle covering number be computed efficiently?	Finding Maximum and Minimum Size Matrices: The Algorithmic Complexity of Coding Challenges
TCS-1186	The main conjecture in this area remains open: does every triangulation on n vertices admit a polychromatic 2-coloring with discrepancy at most n3 ?	Polychromatic 2-Colorings with Bounded Discrepancy for Triangulations
TCS-1198	However, computation is purely sequential, and how to capture concurrent visibility as a type system remains open.	Concurrent Visibility: Higher-Order Concurrency with First-Order Store
TCS-1212	The hardness of computing a minimum dilation tournament is an open problem.	Sparse Oriented Spanners in Metric Spaces
TCS-1217	Whether the lower bound also holds for unit disk graphs remains an open question.	Small Independent Sets Versus Small Separator in Geometric Intersection Graphs
TCS-1222	Finally, we note that the existence of an approximation algorithm for Small GD-Cover remains open.	Decomposing a Simple Polygon with Geodesic Unit-Balls
TCS-1240	Reachability in VASS of SCC dimension gscc = 2 and gscc = 3 is in PSpace and ExpSpace, respectively.	Exploring VASS Parameterised by Geometric Dimension
TCS-1242	First, does a PTAS exist for the Hitting Set problem with (f, r)-piercing regions?	Geometric Optimization Parameterized by Piercing Complexity
TCS-1257	We conjecture that, apart from the symmetric case, knowledge of the network topology G suffices to yield a terminating leader election algorithm.	Beyond 2-Edge-Connectivity: Algorithms and Impossibility for Content-Oblivious Leader Election
TCS-1274	It also remains open whether a lens system with rational parameters can be constructed for sufficiently large rational total length (from start to finish).	The 2D Ray Tracing Problem Using ABCD Lenses and Mirrors Is Turing Complete
TCS-1289	Finally, the computational complexity of the min-sum two-watchman route problem in simple polygons remains open.	Improved Approximation of Two Watchmen’s Routes in Simple Polygons
TCS-1290	It remains open whether O(log n)-competitive algorithms are possible for geometric objects of arbitrary sizes in dimensions d ≥ 3.	Online Hitting Set for Axis-Aligned Squares
TCS-1291	As discussed earlier, we do not know how to build the Voronoi diagram in a fragility-sensitive way due to the potential for high-degree vertices.	On the Fragile Complexity of Geometric Algorithms
TCS-1293	A natural question that remains open is whether Winkler’s conjecture holds for monotone Venn diagrams.	Disproving Two Conjectures on the Hamiltonicity of Venn Diagrams
TCS-1294	For every triangulation K on n vertices of a connected compact surface without boundary, {1, 3, n} ∈ ∆ex (K).	The Typical Algebraic Shifting of Graphs and Surfaces
TCS-1297	It is unknown whether α˚ can be computed faster directly, without RVDpSq.	Interactive Uniform Floodlight Illumination and Rotating Rays Voronoi Diagrams (Media Exposition)
TCS-1323	It remains an open to obtain upper bounds for stretch 3 ≤ t < 7 on the line, and for any t > 3 in […]	Bichromatic Geometric Spanners
TCS-1339	For question (ii), we conjecture that the answer remains affirmative as well, and that reducing the graph to one of bounded treewidth remains the correct […]	Coordinated Motion Planning Is FPT on Discretized Simple Polygons
TCS-1354	In particular, known constructions have not been analyzed in terms of lightness, and it remains open whether one can achieve near-optimal weight while retaining asymptotically […]	Euclidean Noncrossing Steiner Spanners of Nearly Optimal Sparsity
TCS-1355	The additive error distw (u, v) − ∥u − v∥2 of w : E(Grid) → R≥0 is a function of d = ∥u − v∥2 […]	The Squishy Grid Problem
TCS-1356	Diameter-∆ of the intersection graph of low-complexity geometric objects (regardless of the dimension) can be solved in truly-subquadratic time if the VC dimension of ∆-neighborhoods […]	Charting the Diameter Computation Landscape of Intersection Graphs in 3D and Above
TCS-1357	Although we do not know how to improve Corollary 7, we are currently working on ideas that might further improve the time bound of Corollary […]	Computing the Girth of a Segment Intersection Graph
TCS-1358	In Section 6 we preset lower bounds on the obstacles-separation, and we leave open the question of what is the upper bound on ω when […]	Unlabeled Multi-Robot Motion Planning with Improved Separation Trade-Offs
TCS-1359	Furthermore, although successful for censuses with at most 9 tetrahedra, it is unknown whether step 3 will separate all cases within a computable scope, or […]	The Complete 10-Tetrahedra Census of Orientable Cusped Hyperbolic 3-Manifolds
TCS-1365	For PQ learning (Definition 42), Goel et al. (2024) showed that L2 -sandwiching suffices for efficiency, but it remains an open question whether a similar […]	Sandwiching Polynomials for Geometric Concepts with Low Intrinsic Dimension
TCS-1383	The complexity of SymISR for bipartite graphs and distance-hereditary graphs remains open; we leave this as a future direction.	Finding Shortest Reconfiguration Sequences on Independent Set Polytopes
TCS-1386	Nevertheless, we conjecture that the diameter is still Θ(log n) in this case, and a proof of this conjecture would be highly interesting.	The Diameter of (Threshold) Geometric Inhomogeneous Random Graphs
TCS-1389	Note that while performing classification on these datasets is considered solved – understanding how machine learning models achieve their good performance is an open problem.	Mixup Barcodes: Quantifying Geometric-Topological Interactions Between Point Clouds
TCS-1405	Is the minimum WSPD problem NP-Hard in R?	On Small Pair Decompositions for Point Sets
TCS-1409	More specifically, how many vertices can there be when k = m/2?	Abstract Color Voronoi Diagrams and Circular Sequences of Color Permutations
TCS-1414	Is there a significant leap between two and three dimensions?	Sliding Cubes in Parallel
TCS-1421	Can similar timeline-based ideas be adapted to other geometric graph classes?	The Berlin Safe House Puzzle: Spycraft via Interval Graphs
TCS-1423	What is the practical relevance of the upper bounds derived in the first part of the paper?	Persistence Meets Resistance: Doubling down on Hardness
TCS-1428	Is the existential theory of special linear matrices ∃R-hard, too?	The Complexity of Bisimilarity and Model Checking in Finitary Diagrams
TCS-1431	Is it possible to solve Ulam Metric 1-Center for k = 1 in dO(d) · (nm)O(1) time similarly to Closest String?	Clustering Permutations Under the Ulam Metric: A Parameterized Complexity Study
TCS-1432	What is the maximum value α such that every n-vertex planar graph contains a one-bend collinear set of size αn − O(1)?	Connected Dominating Sets in Triangulations
TCS-1433	Are there similar characterizations for other online problems with monotone recourse?	Online Monotone Metric Embeddings
TCS-1445	Are there any pairs of regular n-gons and m-gons that can be dissected into three pieces, where n ̸= m?	Dudeney’s Dissection Is Optimal
TCS-1449	Is there a function f such that Sk,n ≤ f (k) n for all k ∈ N?	How Long Can The Escaping Ant Be Confined?
TCS-1456	Can similar results on the complexity of computing the diameter and radius also be shown in a geometric setting?	Higher Hardness Results for the Reconfiguration of Odd Matchings
TCS-1470	Can the more global topological information provided by the depth poset be harvested to get faster or better methods for topology optimization?	The Depth Poset Under Transpositions in the Filter
TCS-1523	Is it possible to remove the log2 k factor in the exponent of our algorithm for Long Path, and to make the algorithm deterministic?	Robust Algorithms for Path and Cycle Problems in Geometric Intersection Graphs
TCS-1524	Is this approach specific to lozenge tilings or does it apply to a broader class of planar tilings whose configurations can be encoded by monotone […]	Lozenge Tiling by Computing Distances
TCS-1533	Is the edge density of simple graphs that admit a (simple, non-homotopic) 4 -free drawing quadratic in n?	Edge Densities of Drawings of Graphs with One Forbidden Cell
TCS-1547	Are there 3-planar n-vertex graphs G with cr(G) = 5.5(n − 2)?	Crossing Number of Simple 3-Plane Drawings
TCS-1592	We leave open whether such an extension is possible, and also potential applications.	A Unified FPT Framework for Crossing Number Problems
TCS-1606	Finally, the well-known Problem 1, which asks whether or not T (n) ∈ Θ(n) [14], still remains open.	Crossing and Non-Crossing Families
TCS-1611	We leave the exact lin⟨Σ⟩ complexity of the first linear level (i.e., SatDAG,L1 ) for future work, but we conjecture that it is ∃RΣ -complete.	Probabilistic and Causal Satisfiability: Constraining the Model
TCS-1621	The vacancy problem is PSPACE-complete in the single step model.	Drainability and Fillability of Polyominoes in Diverse Models of Global Control
TCS-1636	Finally, can we generalize the planar studies of distances among weighted regions [9,17,30] to R3 ?	Realizing Metric Spaces with Convex Obstacles
TCS-1654	While research has focused on the problem with vertex guards, the variant involving point guards remains an open question.	Guarding Offices with Maximum Dispersion
TCS-1675	The extremal filtrations described in Section 7 achieve the maximal total persistence over any edgewise filtration of flag complexes in homology degree 1.	Extremal Betti Numbers and Persistence in Flag Complexes
TCS-1676	As a starter, we conjecture that Pd,3 = Pd−1,3 + Pd−1,2 + Pd−1,1 + 3.	Signotopes with Few Plus Signs
TCS-1677	Every pairwise intersecting arrangement of n ⩾ 3 pseudocircles has at least n − 1 triangles.	The Maximum Number of Digons Formed by Pairwise Intersecting Pseudocircles
TCS-1679	Does every point set admit an oriented t-spanner with t < 2?	Computing Oriented Spanners and Their Dilation
TCS-1686	On the algorithmic front, we leave open whether MaxIndependentFamilyWithHoles is fixed-parameter tractable w.r.t. the number of holes.	Crossing and Independent Families Among Polygons
TCS-1689	While we perform a single visit of an internal node in an optimal (constant) time, the expected complexity of the query remains an open problem.	Fast Kd-Trees for the Kullback-Leibler Divergence and Other Decomposable Bregman Divergences
TCS-1712	We conjecture that the performance of the algorithm for non-triangulated graphs can be further improved by considering different hole weight functions and by engineering the […]	An Algorithm for Accurate and Simple-Looking Metaphorical Maps
TCS-1731	Is it possible to solve Network Diversion in time f (c) · nO(1) for some function f , where c is the crossing number of […]	Planar Network Diversion
TCS-1734	An equally fascinating problem is the worst-case dilation of triangulations; here we conjecture that the asymptotic dilation for regular n-gons corresponds to the worst-case dilation […]	Exact Algorithms for Minimum Dilation Triangulation
TCS-1746	This problem remains open: The current best lower and upper bounds are Ω(log n) and O(log2 n) [2].	Online Hitting Sets for Disks of Bounded Radii
TCS-1757	In those problem settings, we conjecture that our algorithm in Section 5.2 can be directly applied, with visibility range less than Θ(log n).	Uniform Deployment of Mobile Robots in Complete Bipartite Graphs
TCS-1762	We conjecture that tight instances exist in these spaces, i.e., the spanner bounds obtained in [25, 22] are optimal for every stretch t.	Lipschitz Decompositions of Finite 𝓁_{p} Metrics
TCS-1793	Can a (truly) sub-quadratic algorithm be devised for disks, unit disks, or axis-aligned segments?	Separating Two Points with Obstacles in the Plane: Improved Upper and Lower Bounds
TCS-1802	What is the complexity of finding shortest flip sequences between odd matchings in convex point sets?	Flipping Odd Matchings in Geometric and Combinatorial Settings
TCS-1805	Can hybrid methods be developed that combine elements of both approaches?	A Walk on the Wild Side: A Shape-First Methodology for Orthogonal Drawings
TCS-1808	Can the update time be reduced?	Faster Fréchet Distance Under Transformations
TCS-1815	How practical is the dynamic program for the tree metric?	Repairing Databases over Metric Spaces with Coincidence Constraints
TCS-1822	How far can it be reduced, without substantially increasing the space and preprocessing time, in Theorems 7, 8, 9, and 12?	A Dimension-Reducing Fréchet Simplification Oracle
TCS-1826	Can we establish a d > 3 such that 3-SUM is complete for FOPZ formulas of inequality dimension at most d?	Completeness Theorems for k-SUM and Geometric Friends: Deciding Fragments of Linear Integer Arithmetic
TCS-1849	Can we efficiently approximate the minimum-dilation spanner of tree-width k in terms of its dilation within a factor better than O(n/k d/d−1 )?	Geometric Spanners of Bounded Tree-Width
TCS-1850	For any integers t, d ≥ 1, every n-vertex graph G ∈ Ctd has a balanced separator of size Ot,d (n1− d+1 ). 1	Strongly Sublinear Separators and Bounded Asymptotic Dimension for Sphere Intersection Graphs
TCS-1852	Is the Min-Sum problem for two squares in a general polygonal environment in P?	Optimal Motion Planning for Two Square Robots in a Rectilinear Environment
TCS-1853	We highlight two open directions: First, can the O(log ∆) dependence be removed?	Geometric Bipartite Matching Based Exact Algorithms for Server Problems
TCS-1854	Given d ≥ 3, is there a bipartite d-degenerate graph that is not pandichotomous in Rd−1 ?	Geometric Realizations of Dichotomous Ordinal Graphs
TCS-1883	On the other hand, our polynomial time approximation for the more challenging cost1,∞ (C, P) in Section 6 is slower, and we leave it as […]	Clustering Point Sets Revisited
TCS-1896	We instead propose a different question: can we replace the orthogonal range search structure by different kinds of data structures, to extend split and list […]	Faster Exponential Algorithms for Cut Problems via Geometric Data Structures
TCS-1909	Are there implicit geometric intersection graphs, such as unit-disk graphs or say, interval graphs, for which the exact densest subgraph can be computed in sub-quadratic […]	Approximating Densest Subgraph in Geometric Intersection Graphs
TCS-1910	We study different variants of the following question: Given a set S of n points in a polygon P , does there always exist two […]	On Geodesic Disks Enclosing Many Points
TCS-1911	As far as 2-point link distance queries go, in polygonal domains with holes, even visibility queries (Do s and t see each other, i.e., is […]	Link Diameter, Radius and 2-Point Link Distance Queries in Polygonal Domains
TCS-1932	Is there a subquadratic algorithm for Diameter or k-Diameter for unit-disk intersection graphs?	Better Diameter Algorithms for Bounded VC-Dimension Graphs and Geometric Intersection Graphs
TCS-1987	We conjecture that the bound should resemble the bound O(nλs+2 (n)) shown in [37] under the favorable cross section assumption.	Lower Envelopes of Surface Patches in 3-Space
TCS-2000	Finally, it is an open question to evaluate whether the optimized parameters are good proxies for graph readability.	Bundling-Aware Graph Drawing
TCS-2004	We conjecture that the graph HN has a Hamilton cycle for all N ≥ 9 that are divisible by 3.	Flips in Colorful Triangulations
TCS-2011	Can we improve the exponential dependence of the success probability on 1/δ?	Random Separating Hyperplane Theorem and Learning Polytopes
TCS-2016	However, it remains an open problem whether rational coordinates always suffice in an optimal packing.	Approximation Schemes for Geometric Knapsack for Packing Spheres and Fat Objects
TCS-2024	It remains open to characterize a reconfigurable triangular grid graph, when it is a factor-critical graph with no vertex of degree 6, but not locally-connected.	Reconfiguration of Labeled Matchings in Triangular Grid Graphs
TCS-2050	In light of Lemma 11, we do not know whether the △pab has a circumcircle, so we run the test from △abc.	Delaunay Triangulations in the Hilbert Metric
TCS-2067	We leave it as an open question for future work to determine the exact query complexity of non-metric MST in the weak-strong oracle model.	Metric Clustering and MST with Strong and Weak Distance Oracles
TCS-2105	Finally, we have only considered non-separating closed curves, and leave open the complexity of computing a shortest separating closed curve with a given topological type […]	Computing Shortest Closed Curves on Non-Orientable Surfaces
TCS-2106	When the Hausdorff distance between S and M is very small, however, we conjecture to have homotopy equivalent shadow of Rβ (S), hence providing a […]	Demystifying Latschev’s Theorem: Manifold Reconstruction from Noisy Data
TCS-2112	Therefore we conjecture that the same lower bound holds for the topological expressivity of neural networks with sigmoidal activation function, which would generalise the lower […]	Topological Expressivity of ReLU Neural Networks
TCS-2113	Of course, a number of interesting questions remain open, e.g., are there computationally efficient ways to implement doubly-optimistic strategies for large U ; or if […]	Safe Linear Bandits over Unknown Polytopes
TCS-2143	We leave the question of whether this bound can be further improved as an open problem for further research.	Local Spanners Revisited
TCS-2182	What is the complexity of PackIt! as a 2-player game?	PackIt!: Gamified Rectangle Packing
