TCS-3547	It appears fairly straightforward to obtain results of this kind in semantics, but syntactic results are much murkier; similar conservativity questions for homotopy and cubical […]	It appears fairly straightforward to obtain results of this kind in semantics, but syntactic results are much murkier; similar conservativity questions for homotopy and cubical […]
TCS-3671	Indeed, we conjecture that System I extended with an η-expansion rule would lead to a system where there is no closed elimination term in normal […]	Indeed, we conjecture that System I extended with an η-expansion rule would lead to a system where there is no closed elimination term in normal […]
TCS-3858	Is boundedness decidable for arbitrary dimension TRVASS?	Is boundedness decidable for arbitrary dimension TRVASS?
TCS-3914	While a more effecient APW to AWW transformation will always yield a more efficient parity game solving algorithm, the extent to which the converse holds […]	While a more effecient APW to AWW transformation will always yield a more efficient parity game solving algorithm, the extent to which the converse holds […]
TCS-3932	In particular, we conjecture that weak explicit substitutions can be shown to simulate weak λ-reduction, given suitable translation functions between terms of the two calculi […]	In particular, we conjecture that weak explicit substitutions can be shown to simulate weak λ-reduction, given suitable translation functions between terms of the two calculi […]
TCS-4032	We expect the complexity to rise when changing from maximizing over the absolute value to maximizing over the value, as this appears to be close […]	We expect the complexity to rise when changing from maximizing over the absolute value to maximizing over the value, as this appears to be close […]
TCS-4140	We conjecture that it is reducible from solving simple stochastic games, which will show that it is as hard as several other problems whose exact […]	We conjecture that it is reducible from solving simple stochastic games, which will show that it is as hard as several other problems whose exact […]
TCS-4149	On the other hand, we do not know yet if effective computations of modulus of uniform continuity could be pertinent for Church’s synthesis (e.g. for […]	On the other hand, we do not know yet if effective computations of modulus of uniform continuity could be pertinent for Church’s synthesis (e.g. for […]
TCS-4173	However, it remains open, how this compares to the “greedy garbage collection” of [17].	However, it remains open, how this compares to the “greedy garbage collection” of [17].
TCS-4461	The converse holds at least assuming function extensionality; we do not know whether this assumption is necessary.)	The converse holds at least assuming function extensionality; we do not know whether this assumption is necessary.)
TCS-5102	Normalization Without Syntax — Explicit open question on PDF page 8	The progress lemma illustrates a limitation of the normalization process: reduction may become deadlocked if an extremal port remains open.
TCS-6032	Parametricity, Automorphisms of the Universe, and Excluded Middle — Explicit open question on PDF page 3	We do not know whether the converse direction of Theorem 1 is provable without function extensionality.
TCS-6277	Formalisation of Dependent Type Theory: The Example of CaTT — Explicit open question on PDF page 7	More generally, we conjecture that the coherence problem appears in higher structures, like in type theory, at the level of the models and that in […]
TCS-6360	Threshold Constraints with Guarantees for Parity Objectives in Markov Decision Processes — Explicit open question on PDF page 2	Parity games have been under close scrutiny for a long time due to their importance (e.g., they subsume modal μ-calculus model checking [16]) and their […]
TCS-6377	Connecting Constructive Notions of Ordinals in Homotopy Type Theory — Unresolved-question passage on page 13	We do not know whether the reverse of Theorem 24 is provable, but from the assumption that BtoO is a simulation, we can derive another […]
TCS-6395	Normalization by Evaluation for Typed Weak lambda-Reduction — Explicit open question on PDF page 7	We conjecture that there exists a different pair of translation functions that makes this work, but leave the rigorous investigation of this aspect to future […]
TCS-6491	The Reachability Problem for Petri Nets is Not Primitive Recursive — Unresolved-question passage on page 11	Exploited the extra-power of those models to obtain new lower bounds is an open problem.
TCS-3333	We leave open the precise complexity of the Skolem problem for PolyRat.	We leave open the precise complexity of the Skolem problem for PolyRat.
TCS-4245	Most importantly, we do not know whether winning regions in parity games can be computed in polynomial time, but we do not expect that this […]	Most importantly, we do not know whether winning regions in parity games can be computed in polynomial time, but we do not expect that this […]
TCS-1151	Is it decidable whether a given ETP over K has a zero on a given bounded interval [0, T ] with rational endpoints?	Is it decidable whether a given ETP over K has a zero on a given bounded interval [0, T ] with rational endpoints?
TCS-5722	On Positivity of Exponential-Trigonometric Polynomials and Irrationality Exponents — Open Problem 2	Is there a computable discrete subfield of the reals K such that there exists an integer n ∈ N with the property that the Positivity […]
TCS-3790	We finally remark that we do not know if our small model construction, producing finite models of size bounded triply exponentially in the size of […]	We finally remark that we do not know if our small model construction, producing finite models of size bounded triply exponentially in the size of […]
TCS-4177	However, we conjecture that using techniques from [8], we can obtain similar decidability results, for this subclass for rational/real cases.	However, we conjecture that using techniques from [8], we can obtain similar decidability results, for this subclass for rational/real cases.
TCS-4554	Is there any connection with the tractable cases of generalized SAT problems?	Is there any connection with the tractable cases of generalized SAT problems?
TCS-4577	While smaller instances have been shown to be decidable, the full decidability of Skolem’s problem is still an open question [15].	While smaller instances have been shown to be decidable, the full decidability of Skolem’s problem is still an open question [15].
TCS-4623	So, to the best of our knowledge, the finite satisfiability problem for FO2T remains open.	So, to the best of our knowledge, the finite satisfiability problem for FO2T remains open.
TCS-5834	The Pseudo-Skolem Problem is Decidable — Explicit open question on PDF page 1	The latter is in contrast to the Skolem problem for linear dynamical systems, which remains open for proper orbits.
TCS-5872	Near-Optimal Complexity Bounds for Fragments of the Skolem Problem — Unresolved-question passage on page 16	They leave open the precise complexity of the Skolem problem for PolyRat sequences.
TCS-6259	On the Skolem Problem for Reversible Sequences — Explicit open question on PDF page 2	In summary, all known proofs of the Skolem–Mahler–Lech Theorem (as it is now known) are non-constructive and so the decidability of the Skolem Problem remains […]
TCS-1435	Is the characterisation based on one-boundedness still sound and complete?	Is the characterisation based on one-boundedness still sound and complete?
TCS-5819	Conjunctive Query Containment with Safe Negation and TGD One-Boundedness — Unresolved-question passage on page 16	Regarding complexity, what is the upper bound of identifying CQ¬ HT membership?
TCS-2126	In particular, we do not know if the value iteration algorithm has polynomial smoothed complexity and we leave this problem as an open question.	In particular, we do not know if the value iteration algorithm has polynomial smoothed complexity and we leave this problem as an open question.
