TCS-0032	Quantum computation	Quantum hardness of finding an entire glued-tree path	Quantum hardness of finding an entire glued-tree path
TCS-0035	Quantum computation	Query complexity of high-score cross-entropy sampling	Query complexity of high-score cross-entropy sampling
TCS-1209	Quantum computation	We leave it as an open question whether the log-concavity framework developed here can be adapted to handle such local models.	We leave it as an open question whether the log-concavity framework developed here can be adapted to handle such local models.
TCS-1230	Quantum computation	We conjecture that full abstraction extends to a language with arbitrary (non-affine) classical control, with respect to the equivalence induced by possible measurement outcomes.	We conjecture that full abstraction extends to a language with arbitrary (non-affine) classical control, with respect to the equivalence induced by possible measurement outcomes.
TCS-1259	Quantum computation	10 In fact, it is an open problem to exactly implement FANOUT using QAC0 circuits of any size.	10 In fact, it is an open problem to exactly implement FANOUT using QAC0 circuits of any size.
TCS-1261	Quantum computation	We conjecture that 2-designs are computationally secure against QAC0 circuits as well.	We conjecture that 2-designs are computationally secure against QAC0 circuits as well.
TCS-1262	Quantum computation	The bounded-error randomized complexity of the Extremal Forrelation Problem is Ω̃(2n/2 ).	The bounded-error randomized complexity of the Extremal Forrelation Problem is Ω̃(2n/2 ).
TCS-1263	Quantum computation	In general, we do not know how to compute local density matrices of an accepting history state.	In general, we do not know how to compute local density matrices of an accepting history state.
TCS-1272	Quantum computation	We leave open the question of whether we can exploit sparsity in the quantum setting as well.	We leave open the question of whether we can exploit sparsity in the quantum setting as well.
TCS-1298	Quantum computation	Every element of the Clifford hierarchy is generalized semi-Clifford.	Every element of the Clifford hierarchy is generalized semi-Clifford.
TCS-1309	Quantum computation	However, it remains open to study protocols with entangled measurements on a large number of samples (e.g. c = poly(d)).	However, it remains open to study protocols with entangled measurements on a large number of samples (e.g. c = poly(d)).
TCS-1324	Quantum computation	A proof of the quantum games PCP conjecture was claimed by [25], but it has since been established that the proof had errors, and as […]	A proof of the quantum games PCP conjecture was claimed by [25], but it has since been established that the proof had errors, and as […]
TCS-1334	Quantum computation	Moreover, such hardness results appear unlikely: we do not know of any complete problems for even NP ∩ coNP and if the ∃∀-MLH problem were […]	Moreover, such hardness results appear unlikely: we do not know of any complete problems for even NP ∩ coNP and if the ∃∀-MLH problem were […]
TCS-1341	Quantum computation	An important complexity-theoretic question is whether symmetric quantum circuits are universal for implementing symmetric operations: Given some finite group Γ, can we perform arbitrary Γ-symmetric […]	An important complexity-theoretic question is whether symmetric quantum circuits are universal for implementing symmetric operations: Given some finite group Γ, can we perform arbitrary Γ-symmetric […]
TCS-1342	Quantum computation	We leave it is an interesting open problem to come up with an algorithms – even ones that run in subexponential time – for cloning […]	We leave it is an interesting open problem to come up with an algorithms – even ones that run in subexponential time – for cloning […]
TCS-1391	Quantum computation	We conjecture that our worst-case lower bounds for phaseless stabilizer StateHSP and stabilizer state cloning similarly extend to the average case.	We conjecture that our worst-case lower bounds for phaseless stabilizer StateHSP and stabilizer state cloning similarly extend to the average case.
TCS-1427	Quantum computation	Can we find more applications of the samplizer for pure states?	Can we find more applications of the samplizer for pure states?
TCS-1436	Quantum computation	Can the ideas in [43] still be useful in some quantum problems?	Can the ideas in [43] still be useful in some quantum problems?
TCS-1440	Quantum computation	Can we get rid of the limitation on the number of inputs to the classical circuit?	Can we get rid of the limitation on the number of inputs to the classical circuit?
TCS-1457	Quantum computation	Could we take a similar approach using lattice duality?	Could we take a similar approach using lattice duality?
TCS-1473	Quantum computation	For example, what is the power of QMAW when the states in W are the Absolutely Maximally Entangled states (see review in [31])?	For example, what is the power of QMAW when the states in W are the Absolutely Maximally Entangled states (see review in [31])?
TCS-1490	Quantum computation	Our protocol moreover relies on the no-PE assumption for soundness; if malicious provers are allowed to share unbounded prior entanglement, known techniques for instantaneous non-local […]	Our protocol moreover relies on the no-PE assumption for soundness; if malicious provers are allowed to share unbounded prior entanglement, known techniques for instantaneous non-local […]
TCS-1493	Quantum computation	We leave open whether our passive quantum monotonicity tester can be modified to achieve perfect completeness, while enjoying similar guarantees on the quantum sample and […]	We leave open whether our passive quantum monotonicity tester can be modified to achieve perfect completeness, while enjoying similar guarantees on the quantum sample and […]
TCS-1495	Quantum computation	Unfortunately, the standard techniques to simulate the controlled-phase gates in this manner do not naively work in our setting (see [17, Subsection 4.1]), and we […]	Unfortunately, the standard techniques to simulate the controlled-phase gates in this manner do not naively work in our setting (see [17, Subsection 4.1]), and we […]
TCS-1543	Quantum computation	Given the learned unitary Csew , which is 1/poly(n)-close to QAC0 circuit C, does there exist a quasi-polynomial time algorithm to learn a QAC0 circuit […]	Given the learned unitary Csew , which is 1/poly(n)-close to QAC0 circuit C, does there exist a quasi-polynomial time algorithm to learn a QAC0 circuit […]
TCS-1565	Quantum computation	Moreover, what is the smallest power of p required to show this for all total f ?	Moreover, what is the smallest power of p required to show this for all total f ?
TCS-1572	Quantum computation	It remains open whether a similar result holds for quantum circuits in either PSPACE-dimension or GapP-dimension (or even Hausdorff dimension).	It remains open whether a similar result holds for quantum circuits in either PSPACE-dimension or GapP-dimension (or even Hausdorff dimension).
TCS-1642	Quantum computation	Can the qubit count be improved beyond I + O(F ) without exceeding gate complexity O(I)?	Can the qubit count be improved beyond I + O(F ) without exceeding gate complexity O(I)?
TCS-1681	Quantum computation	Embedded PermInv requires at least Ω(N ) queries to an in-place oracle.	Embedded PermInv requires at least Ω(N ) queries to an in-place oracle.
TCS-1706	Quantum computation	It is an open problem to know if those normal forms and new operators can have further applications in simulation, compilation or the synthesis of […]	It is an open problem to know if those normal forms and new operators can have further applications in simulation, compilation or the synthesis of […]
TCS-1709	Quantum computation	We leave open the possibility that a ( 1+4 5 )-approximation algorithm can be achieved with a tensor product of one and two-qubit states that […]	We leave open the possibility that a ( 1+4 5 )-approximation algorithm can be achieved with a tensor product of one and two-qubit states that […]
TCS-1735	Quantum computation	The tightness of Theorem 8 remains an open question, either by showing a strategy attaining n the value (11), or if strong parallel repetition holds […]	The tightness of Theorem 8 remains an open question, either by showing a strategy attaining n the value (11), or if strong parallel repetition holds […]
TCS-1769	Quantum computation	Can the class of problems with a quantum asymmetric direct sum property be characterized in some generality?	Can the class of problems with a quantum asymmetric direct sum property be characterized in some generality?
TCS-1773	Quantum computation	For example, does QIPU L contain space-bounded classical interactive proofs with ω(log n) public coins, as studied in [20, 28, 11]?	For example, does QIPU L contain space-bounded classical interactive proofs with ω(log n) public coins, as studied in [20, 28, 11]?
TCS-1788	Quantum computation	Can we encode tr(ρσ) rather than tr(ρσ 2 ) in the amplitudes?	Can we encode tr(ρσ) rather than tr(ρσ 2 ) in the amplitudes?
TCS-1789	Quantum computation	Can we find more applications of quantum approximate k-minimum finding?	Can we find more applications of quantum approximate k-minimum finding?
TCS-1795	Quantum computation	For instance, can similar methods be adapted to reason about the more abstract and expressive constructs found in quantum programming languages?	For instance, can similar methods be adapted to reason about the more abstract and expressive constructs found in quantum programming languages?
TCS-1799	Quantum computation	Is it possible to replace the verifier with some variant that does not lead to NEXP?	Is it possible to replace the verifier with some variant that does not lead to NEXP?
TCS-1800	Quantum computation	Do there exist an 1/2 < ϵ ≤ 1 and a 0 < τ < 1 for which AddGapHGPDistτ,ϵ is in coNP?	Do there exist an 1/2 < ϵ ≤ 1 and a 0 < τ < 1 for which AddGapHGPDistτ,ϵ is in coNP?
TCS-1823	Quantum computation	Can we construct a decision tree of height poly(d) which, on input y, outputs one of the influential coordinates of fy with high probability?	Can we construct a decision tree of height poly(d) which, on input y, outputs one of the influential coordinates of fy with high probability?
TCS-1824	Quantum computation	Is there a procedure to decide the opposite?	Is there a procedure to decide the opposite?
TCS-1828	Quantum computation	Could variations of qUGC yield stronger results?	Could variations of qUGC yield stronger results?
TCS-1864	Quantum computation	We leave this question open, and conjecture that a similar result holds in the quantum setting with a 1 lower bound of Ω N 2 […]	We leave this question open, and conjecture that a similar result holds in the quantum setting with a 1 lower bound of Ω N 2 […]
TCS-1881	Quantum computation	This interesting model resembles classical catalytic space classes with small errors in resetting, and we leave it as an open question to determine how it […]	This interesting model resembles classical catalytic space classes with small errors in resetting, and we leave it as an open question to determine how it […]
TCS-1882	Quantum computation	Any algorithm that distinguishes p = ud from dTV (p, ud ) > ε with success probability at least .99 requires Ω(min{d1/3 /ε4/3 , d1/2 […]	Any algorithm that distinguishes p = ud from dTV (p, ud ) > ε with success probability at least .99 requires Ω(min{d1/3 /ε4/3 , d1/2 […]
TCS-1888	Quantum computation	We leave it as a very interesting open question as to whether or not one can still achieve logarithmic sample complexities in this setting, with […]	We leave it as a very interesting open question as to whether or not one can still achieve logarithmic sample complexities in this setting, with […]
TCS-1950	Quantum computation	Establish a quantum information-theoretic characterization of the performance in learning quantum-to-quantum channels in a query input model.	Establish a quantum information-theoretic characterization of the performance in learning quantum-to-quantum channels in a query input model.
TCS-1955	Quantum computation	Then we ask, is W≥t [F ] ∈ O(exp(−t))?	Then we ask, is W≥t [F ] ∈ O(exp(−t))?
TCS-1961	Quantum computation	Are OWSGs and EFI pairs (or PRSGs) equivalent?	Are OWSGs and EFI pairs (or PRSGs) equivalent?
TCS-1977	Quantum computation	The question of the minimality in the context of quantum circuits with qubit initialisation, ancillae, and/or qubit discarding remains open.	The question of the minimality in the context of quantum circuits with qubit initialisation, ancillae, and/or qubit discarding remains open.
TCS-1983	Quantum computation	Can we improve the logarithmic factors in the sample complexity of the samplizer given in Theorem 4?	Can we improve the logarithmic factors in the sample complexity of the samplizer given in Theorem 4?
TCS-2029	Quantum computation	In the other direction, we leave open whether FBPP ⊂ FBPPnegl or whether the two classes are incomparable.	In the other direction, we leave open whether FBPP ⊂ FBPPnegl or whether the two classes are incomparable.
TCS-2057	Quantum computation	We leave optimality of the quantum algorithm for testing clusterability as an open question.	We leave optimality of the quantum algorithm for testing clusterability as an open question.
TCS-2094	Quantum computation	We conjecture that the correct rate of decay in Theorem 1 is exponential in the message length, as suggested by the results we obtain in […]	We conjecture that the correct rate of decay in Theorem 1 is exponential in the message length, as suggested by the results we obtain in […]
TCS-2135	Quantum computation	This is mostly complete, though it remains open what can be said for the HW basis when K is composite.	This is mostly complete, though it remains open what can be said for the HW basis when K is composite.
TCS-2200	Quantum computation	Does the optimal such relation (i.e. one precisely describing the feasible space) arise at a constant level k (with respect to d)?	Does the optimal such relation (i.e. one precisely describing the feasible space) arise at a constant level k (with respect to d)?
TCS-2204	Quantum computation	How does k-stabilizer universality evolve when considering quantum communication networks where each party holds more than one qubit?	How does k-stabilizer universality evolve when considering quantum communication networks where each party holds more than one qubit?
TCS-2221	Quantum computation	Do other families of quantum states achieve tightly tuned pseudoentanglement across any cut?	Do other families of quantum states achieve tightly tuned pseudoentanglement across any cut?
TCS-2229	Quantum computation	What is the relationship of QMA and QMA(2)?	What is the relationship of QMA and QMA(2)?
TCS-2290	Quantum computation	Could it be more appropriate to make a distinction on logical qudits of each dimension D, between a “standard” type and a “Fourier” type (possibly […]	Could it be more appropriate to make a distinction on logical qudits of each dimension D, between a “standard” type and a “Fourier” type (possibly […]
TCS-2349	Quantum computation	Is there a poly(k)-query algorithm for property testing stabilizer-extent-k states?	Is there a poly(k)-query algorithm for property testing stabilizer-extent-k states?
TCS-2385	Quantum computation	We leave it as an open problem to give a single algorithm that is optimal for all δ.	We leave it as an open problem to give a single algorithm that is optimal for all δ.
TCS-2398	Quantum computation	We also leave open the optimal communication complexity of equality with small error in the entanglement-assisted setting.	We also leave open the optimal communication complexity of equality with small error in the entanglement-assisted setting.
TCS-2408	Quantum computation	For instance, would it be possible to perform an RSP-like protocol assuming only the existence of quantum-secure one-way functions?	For instance, would it be possible to perform an RSP-like protocol assuming only the existence of quantum-secure one-way functions?
TCS-2426	Quantum computation	Next, can an analogue of Lemma 38 be shown without assuming the structure on H guaranteed by the Embedding Lemma?	Next, can an analogue of Lemma 38 be shown without assuming the structure on H guaranteed by the Embedding Lemma?
TCS-2450	Quantum computation	We leave as an open question whether known classical lower bounds [1, 26] can be adapted to policy gradient evaluation.	We leave as an open question whether known classical lower bounds [1, 26] can be adapted to policy gradient evaluation.
TCS-2451	Quantum computation	It is worth mentioning that it is unknown whether the adaptive postselection can be efficiently done in PostBQP as discussed in [2].	It is worth mentioning that it is unknown whether the adaptive postselection can be efficiently done in PostBQP as discussed in [2].
TCS-2481	Quantum computation	We suspect that Q(MODn ) = Θ(n3/2 ), but we leave open the problem of closing the gap between the upper and lower bounds in […]	We suspect that Q(MODn ) = Θ(n3/2 ), but we leave open the problem of closing the gap between the upper and lower bounds in […]
TCS-2482	Quantum computation	We conjecture that a GQBP of length t = Ω(n) and width w = O(poly(n)) is strictly stronger than an AQBP of similar length and […]	We conjecture that a GQBP of length t = Ω(n) and width w = O(poly(n)) is strictly stronger than an AQBP of similar length and […]
TCS-2505	Quantum computation	We leave it open whether the completeness-soundness gap in this lower bound can be improved to an inverse polynomial.	We leave it open whether the completeness-soundness gap in this lower bound can be improved to an inverse polynomial.
TCS-2507	Quantum computation	Whether one of the above two drawbacks can be removed by a different rewrite system remains an open question.	Whether one of the above two drawbacks can be removed by a different rewrite system remains an open question.
TCS-2545	Quantum computation	Can we reduce the number of iterations by quantizing SmoothBoost differently, or by quantizing some other boosting approach?	Can we reduce the number of iterations by quantizing SmoothBoost differently, or by quantizing some other boosting approach?
TCS-2548	Quantum computation	Second, can we show the log(1/ε)-dependence on the error probability also in the advice-guided case, like we did for basic phase estimation (Theorem 3)?	Second, can we show the log(1/ε)-dependence on the error probability also in the advice-guided case, like we did for basic phase estimation (Theorem 3)?
TCS-2559	Quantum computation	Can we achieve the additive complexity, i.e., O(t+polylog(1/ϵ))?	Can we achieve the additive complexity, i.e., O(t+polylog(1/ϵ))?
TCS-2638	Quantum computation	Can our polynomial approximation techniques also be used to prove explicit concentration bounds over the choice of random instance?	Can our polynomial approximation techniques also be used to prove explicit concentration bounds over the choice of random instance?
TCS-2642	Quantum computation	Since we are working backwards from the end of the branching program and we do not know how many segments are included in each block, […]	Since we are working backwards from the end of the branching program and we do not know how many segments are included in each block, […]
TCS-2650	Quantum computation	Assuming QETH or QSETH, is MQCSP, UMCSP, or SMCSP quantumly hard?	Assuming QETH or QSETH, is MQCSP, UMCSP, or SMCSP quantumly hard?
TCS-2671	Quantum computation	For every n-qubit unitary transformation U , does there exists an oracle A : {0, 1}∗ → {0, 1} such that a BQPA machine can […]	For every n-qubit unitary transformation U , does there exists an oracle A : {0, 1}∗ → {0, 1} such that a BQPA machine can […]
TCS-2678	Quantum computation	Consider a quantum algorithm Q that makes T queries to x ∈ {0, 1}N .	Consider a quantum algorithm Q that makes T queries to x ∈ {0, 1}N .
TCS-2768	Quantum computation	We conjecture that, as in the qubit case [13], any qutrit unitary with entries in T[ζ] can be exactly synthesised over Clifford+T .	We conjecture that, as in the qubit case [13], any qutrit unitary with entries in T[ζ] can be exactly synthesised over Clifford+T .
TCS-2769	Quantum computation	Finding a general understanding of which circuits behave best is an open question.	Finding a general understanding of which circuits behave best is an open question.
TCS-2799	Quantum computation	There exists a poly(n, 1ε ) time algorithm A that outputs a (1 - ε)-approximate cut of a random d-regular graph G with high probability […]	There exists a poly(n, 1ε ) time algorithm A that outputs a (1 - ε)-approximate cut of a random d-regular graph G with high probability […]
TCS-2810	Quantum computation	High Dimensional Position Verification We conjecture that the following construction, inspired by the position verification protocol of Unruh [25], could be secure in higher dimensions […]	High Dimensional Position Verification We conjecture that the following construction, inspired by the position verification protocol of Unruh [25], could be secure in higher dimensions […]
TCS-2913	Quantum computation	Can we prove tight bounds on quantum speed-ups?	Can we prove tight bounds on quantum speed-ups?
TCS-2938	Quantum computation	Can we find a more efficient iterative formula for the QAOA’s performance than the one in Section 3.2?	Can we find a more efficient iterative formula for the QAOA’s performance than the one in Section 3.2?
TCS-2950	Quantum computation	We view the existence of a dual-mode CVQC in the QROM as evidence that our construction template is sound, and we leave constructing quantum null-iO […]	We view the existence of a dual-mode CVQC in the QROM as evidence that our construction template is sound, and we leave constructing quantum null-iO […]
TCS-2957	Quantum computation	Furthermore, such an approach does not work for the task of finding an ε2 -minimizer of f , as we do not know how to […]	Furthermore, such an approach does not work for the task of finding an ε2 -minimizer of f , as we do not know how to […]
TCS-3028	Quantum computation	Although it is efficient in practice, its complexity is still an open problem, as is left in existing literature [9, 26].	Although it is efficient in practice, its complexity is still an open problem, as is left in existing literature [9, 26].
TCS-3057	Quantum computation	We emphasize that we do not bound the degree of Q(d) because we do not know how to represent it as a polynomial in d.	We emphasize that we do not bound the degree of Q(d) because we do not know how to represent it as a polynomial in d.
TCS-3083	Quantum computation	It remains an open problem to derive a matching lower bound for the randomized communication complexity of ABC. ?	It remains an open problem to derive a matching lower bound for the randomized communication complexity of ABC. ?
TCS-3130	Quantum computation	We conjecture that there exists a constant c > 0 such that when D is √ the distribution over 2D random circuits of depth d […]	We conjecture that there exists a constant c > 0 such that when D is √ the distribution over 2D random circuits of depth d […]
TCS-3135	Quantum computation	We expect most natural properties to be compression oblivious, but leave as an open question what complexity-theoretic assumptions are needed to show that, e.g., the […]	We expect most natural properties to be compression oblivious, but leave as an open question what complexity-theoretic assumptions are needed to show that, e.g., the […]
TCS-3140	Quantum computation	Any quantum algorithm for finding K disjoint collisions in a random function f : [M ] → [N ] with success probability 2/3 must satisfy […]	Any quantum algorithm for finding K disjoint collisions in a random function f : [M ] → [N ] with success probability 2/3 must satisfy […]
TCS-3217	Quantum computation	Can the lower bound of Theorem 1 be extended to the bounded-error setting or to the shared entanglement case?	Can the lower bound of Theorem 1 be extended to the bounded-error setting or to the shared entanglement case?
TCS-3218	Quantum computation	Would it be possible to establish the post-quantum security of memory hard functions through a similar reduction in the parallel quantum random oracle model?	Would it be possible to establish the post-quantum security of memory hard functions through a similar reduction in the parallel quantum random oracle model?
TCS-3229	Quantum computation	Is there a more interesting class of functions on which we can achieve a quantum speedup?	Is there a more interesting class of functions on which we can achieve a quantum speedup?
TCS-3275	Quantum computation	Error reduction of StoqMA remains open since this class was defined in 2006 [9] because this class does not permit amplification of gap between thresholds […]	Error reduction of StoqMA remains open since this class was defined in 2006 [9] because this class does not permit amplification of gap between thresholds […]
TCS-3276	Quantum computation	A Ω 1ε lower bound for the ε > √1n regime follows from the lower bound on amplitude estimation, but it is an open question […]	A Ω 1ε lower bound for the ε > √1n regime follows from the lower bound on amplitude estimation, but it is an open question […]
TCS-3298	Quantum computation	(Informal) Our rounding algorithm achieves approximation ratio:  0.498 if k = 1   α(k) = 0.653 if k = 2   0.821 […]	(Informal) Our rounding algorithm achieves approximation ratio:  0.498 if k = 1   α(k) = 0.653 if k = 2   0.821 […]
TCS-3412	Quantum computation	We suspect that the same lower bound holds whenever m ≥ c · n 1 for any constant c > 1− , and we leave […]	We suspect that the same lower bound holds whenever m ≥ c · n 1 for any constant c > 1− , and we leave […]
TCS-3449	Quantum computation	We conjecture this to be the case, but finding a formal proof has been elusive.	We conjecture this to be the case, but finding a formal proof has been elusive.
TCS-3460	Quantum computation	On the lower bound side, what generalizations of Theorem 4 can we prove that incorporate ε?	On the lower bound side, what generalizations of Theorem 4 can we prove that incorporate ε?
TCS-3483	Quantum computation	Can WZ∗Z2 be recognized by a 2QCFA with bounded error?	Can WZ∗Z2 be recognized by a 2QCFA with bounded error?
TCS-3517	Quantum computation	Can we give faster sampling-based algorithms for solving LPs?	Can we give faster sampling-based algorithms for solving LPs?
TCS-3573	Quantum computation	Can we prove the conjecture that the purified and discrete query input models are equivalent for classical distributions, with respect to the query complexity of […]	Can we prove the conjecture that the purified and discrete query input models are equivalent for classical distributions, with respect to the query complexity of […]
TCS-3608	Quantum computation	In particular we do not know if the theorem still applies if F is merely an equivalence of categories.	In particular we do not know if the theorem still applies if F is merely an equivalence of categories.
TCS-3618	Quantum computation	It is an open question if k-LH is QMA-complete for β − α = O(1) while maintaining k constant [2].	It is an open question if k-LH is QMA-complete for β − α = O(1) while maintaining k constant [2].
TCS-3629	Quantum computation	Identifying situations where DR in 2D with bounded interaction strength is possible remains an open question.	Identifying situations where DR in 2D with bounded interaction strength is possible remains an open question.
TCS-3652	Quantum computation	Unfortunately, we do not know if tf(d,qiskit) performs better at larger sizes because Qiskit’s circuit transformation is not fast enough to generate the relevant data.	Unfortunately, we do not know if tf(d,qiskit) performs better at larger sizes because Qiskit’s circuit transformation is not fast enough to generate the relevant data.
TCS-3704	Quantum computation	This seems a difficult problem to approach however, and thus we leave the following open problem.	This seems a difficult problem to approach however, and thus we leave the following open problem.
TCS-3709	Quantum computation	We do not know how to lift Q or Q0 to their analogous communication measures; this is likely to be significantly harder.	We do not know how to lift Q or Q0 to their analogous communication measures; this is likely to be significantly harder.
TCS-3737	Quantum computation	Is there any such example in the context of big data and/or machine learning?	Is there any such example in the context of big data and/or machine learning?
TCS-3742	Quantum computation	The immediate question one could ask is: what upper bound can we give for an online QGES?	The immediate question one could ask is: what upper bound can we give for an online QGES?
TCS-3744	Quantum computation	What are other possible applications?	What are other possible applications?
TCS-3758	Quantum computation	Can one prove that unconditionally?	Can one prove that unconditionally?
TCS-3870	Quantum computation	2.2.2 Semi-explicit SNGS Hamiltonians via oracle separations It is an open question in quantum complexity theory of whether QCMA is equal to QMA.	2.2.2 Semi-explicit SNGS Hamiltonians via oracle separations It is an open question in quantum complexity theory of whether QCMA is equal to QMA.
TCS-3880	Quantum computation	The problem of determining its exact value, posed in [25], remains open.	The problem of determining its exact value, posed in [25], remains open.
TCS-3881	Quantum computation	We leave open the problem of determining the complexity of BQPO LH k,classical .	We leave open the problem of determining the complexity of BQPO LH k,classical .
TCS-3886	Quantum computation	Indeed, whether ∃ · BPP = MA remains an open question [11].	Indeed, whether ∃ · BPP = MA remains an open question [11].
TCS-4028	Quantum computation	Or, can a relatively general result be proven that excludes some of such functions?	Or, can a relatively general result be proven that excludes some of such functions?
TCS-4035	Quantum computation	We do not know whether all our axioms are independent, nor we have looked at rewrite strategies, or ways of orienting the equations, beyond the […]	We do not know whether all our axioms are independent, nor we have looked at rewrite strategies, or ways of orienting the equations, beyond the […]
TCS-4048	Quantum computation	The problem is that we do not know how to fix those holes later on: our characterization of 2D − CLH ∗ (k, 2) instances […]	The problem is that we do not know how to fix those holes later on: our characterization of 2D − CLH ∗ (k, 2) instances […]
TCS-4074	Quantum computation	Classically, it is still an open question whether the log(1/ε)-factor in the upper bound of [17] for (ε, δ)-proper PAC learning is necessary.	Classically, it is still an open question whether the log(1/ε)-factor in the upper bound of [17] for (ε, δ)-proper PAC learning is necessary.
TCS-4112	Quantum computation	It remains open, whether the log-factor can be shaved off of the upper bound (compare [2]).	It remains open, whether the log-factor can be shaved off of the upper bound (compare [2]).
TCS-4131	Quantum computation	What is the relationship between PQMA[log] and PUQMA[log] ?	What is the relationship between PQMA[log] and PUQMA[log] ?
TCS-4162	Quantum computation	Finally, while the present results provide necessary conditions for strong non-locality in three-qubit states, the more general question of characterising strong non-locality of n-qubit states, […]	Finally, while the present results provide necessary conditions for strong non-locality in three-qubit states, the more general question of characterising strong non-locality of n-qubit states, […]
TCS-4188	Quantum computation	Can we eliminate the round dependence in Theorem 33?	Can we eliminate the round dependence in Theorem 33?
TCS-4223	Quantum computation	Does state-dependent contextuality admit a similar treatment?	Does state-dependent contextuality admit a similar treatment?
TCS-4272	Quantum computation	Now, can we deduce this same equality from the supplementarity of some of its multiples?	Now, can we deduce this same equality from the supplementarity of some of its multiples?
TCS-4282	Quantum computation	Is the bit-complexity of O((n + m)M (n)) for producing explicit assignments optimal?	Is the bit-complexity of O((n + m)M (n)) for producing explicit assignments optimal?
TCS-4300	Quantum computation	Is it possible to give an algorithm with gate complexity only poly(d, log q)?	Is it possible to give an algorithm with gate complexity only poly(d, log q)?
TCS-4326	Quantum computation	Can we have examples where the dependence on input size is better?	Can we have examples where the dependence on input size is better?
TCS-4344	Quantum computation	As a consequence, the completeness of the ZX-calculus augmented with the supplementarity is an open question for any fragment which does not contain rational multiples […]	As a consequence, the completeness of the ZX-calculus augmented with the supplementarity is an open question for any fragment which does not contain rational multiples […]
TCS-4374	Quantum computation	It is an open problem if cases like this can be tackled, e.g., by considering multi-register algorithms.	It is an open problem if cases like this can be tackled, e.g., by considering multi-register algorithms.
TCS-4382	Quantum computation	Is it true that quantum algorithms with 2 queries are equivalent to polynomials of degree 4?	Is it true that quantum algorithms with 2 queries are equivalent to polynomials of degree 4?
TCS-4383	Quantum computation	What is the correct characterization there?	What is the correct characterization there?
TCS-4419	Quantum computation	Is it true that for any n-vertex graph H we have: (a) R(fH ) = Ω(αH · n)?	Is it true that for any n-vertex graph H we have: (a) R(fH ) = Ω(αH · n)?
TCS-4429	Quantum computation	Do multi-source extractors remain secure also in the presence of non-signalling side information?	Do multi-source extractors remain secure also in the presence of non-signalling side information?
TCS-4457	Quantum computation	We conjecture that the power of any two-qubit Hamiltonian obeys a dichotomy: either H is efficiently classicaly simulable in this model,	We conjecture that the power of any two-qubit Hamiltonian obeys a dichotomy: either H is efficiently classicaly simulable in this model,
TCS-4493	Quantum computation	In particular, we do not know if a sharp threshold behaviour between both regimes exists or not.	In particular, we do not know if a sharp threshold behaviour between both regimes exists or not.
TCS-4499	Quantum computation	It is an open question whether a similar result for maximum matching in a general nonbipartite graph can be proven, perhaps by applying Theorem 5.2 […]	It is an open question whether a similar result for maximum matching in a general nonbipartite graph can be proven, perhaps by applying Theorem 5.2 […]
