TCS-2111	Learning theory	The existence of a fully-polynomial time algorithm remains open even for the special case of positive weights, where the best known algorithm (Diakonikolas and Kane, […]	The existence of a fully-polynomial time algorithm remains open even for the special case of positive weights, where the best known algorithm (Diakonikolas and Kane, […]
TCS-2274	Learning theory	It is instructive to note that our rates match the optimal rates for binary hypothesis testing when m = 2, implying that the sample complexity […]	It is instructive to note that our rates match the optimal rates for binary hypothesis testing when m = 2, implying that the sample complexity […]
TCS-2422	Learning theory	It remains open whether learning sparse parities by small programs is NP-hard.	It remains open whether learning sparse parities by small programs is NP-hard.
TCS-2461	Learning theory	It is an open question to show that such limitations exist for the subclasses of SCO problems with smooth or strongly-convex loss functions.	It is an open question to show that such limitations exist for the subclasses of SCO problems with smooth or strongly-convex loss functions.
TCS-2500	Learning theory	However, the bound we obtain may likely be improvable, and generally we leave the question of obtaining a tightest possible adaptively-achievable mistake bound as an […]	However, the bound we obtain may likely be improvable, and generally we leave the question of obtaining a tightest possible adaptively-achievable mistake bound as an […]
TCS-2619	Learning theory	Note that known CSQ hardness results rule out the possibility of improving to do(k) for our algorithm, but we leave as an interesting open question […]	Note that known CSQ hardness results rule out the possibility of improving to do(k) for our algorithm, but we leave as an interesting open question […]
TCS-2654	Learning theory	Does there exist an online learning rule that is strongly universally consistent for the family {(X, Y) : X ∈ SUOL}?	Does there exist an online learning rule that is strongly universally consistent for the family {(X, Y) : X ∈ SUOL}?
TCS-2670	Learning theory	Does there exist a hypothesis class that is properly CPAC learnable but not properly SCPAC learnable?	Does there exist a hypothesis class that is properly CPAC learnable but not properly SCPAC learnable?
TCS-2828	Learning theory	Although the trajectory based assumptions have been shown to hold for gradient flow on unnormalized nets under certain regularity conditions, establishing similar conditions for weight […]	Although the trajectory based assumptions have been shown to hold for gradient flow on unnormalized nets under certain regularity conditions, establishing similar conditions for weight […]
TCS-2832	Learning theory	We conjecture that it is not possible to achieve a similar construction to ours with width less than d + 2, unless we increase the […]	We conjecture that it is not possible to achieve a similar construction to ours with width less than d + 2, unless we increase the […]
TCS-3113	Learning theory	Whether hypothesis classes of finite VC dimension exist which are not improperly CPAC learnable in the agnostic case remains an open question.	Whether hypothesis classes of finite VC dimension exist which are not improperly CPAC learnable in the agnostic case remains an open question.
TCS-3117	Learning theory	Any learner that tries to learn x ∈ {0, 1}n from a stream of samples of the form (a, b), where a ∈ {0, 1}n […]	Any learner that tries to learn x ∈ {0, 1}n from a stream of samples of the form (a, b), where a ∈ {0, 1}n […]
TCS-3221	Learning theory	For instance, is it possible to prove running time lower bounds that grow with the depth of the network?	For instance, is it possible to prove running time lower bounds that grow with the depth of the network?
TCS-3296	Learning theory	With that said, we conjecture that this term is actually non-negative, at least in a close	With that said, we conjecture that this term is actually non-negative, at least in a close
TCS-3391	Learning theory	However, it is still unknown whether it is possible to learn a mixture of well-separated Gaussians in polynomial time with polynomial sample complexity.	However, it is still unknown whether it is possible to learn a mixture of well-separated Gaussians in polynomial time with polynomial sample complexity.
TCS-3787	Learning theory	We leave as open whether our unlabeled compression scheme extends to ample (a.k.a. lopsided or extremal) classes, which represent a natural and far-reaching generalization of […]	We leave as open whether our unlabeled compression scheme extends to ample (a.k.a. lopsided or extremal) classes, which represent a natural and far-reaching generalization of […]
TCS-3827	Learning theory	How does this play out for f : Rd → Rk in function space with ReLU networks?	How does this play out for f : Rd → Rk in function space with ReLU networks?
TCS-3935	Learning theory	We leave it as an open problem to understand the convergence of the iterate-averaged, constant step-size algorithm in the case of Gaussian noise (Bougerol and […]	We leave it as an open problem to understand the convergence of the iterate-averaged, constant step-size algorithm in the case of Gaussian noise (Bougerol and […]
TCS-4030	Learning theory	In particular, is the log-concave MLE sample-optimal for d ≥ 4?	In particular, is the log-concave MLE sample-optimal for d ≥ 4?
TCS-4134	Learning theory	A related question which remains open, originally posed by Ben-David and Eiron Ben-David and Eiron (1998), is that of computing the self-directed learning4 mistake bound.	A related question which remains open, originally posed by Ben-David and Eiron Ben-David and Eiron (1998), is that of computing the self-directed learning4 mistake bound.
TCS-4580	Learning theory	Note that, a priori, we do not know whether i = 1 or i = 2.	Note that, a priori, we do not know whether i = 1 or i = 2.
TCS-4592	Learning theory	What is the optimal time complexity for agnostically learning halfspaces on the Gaussian distribution?	What is the optimal time complexity for agnostically learning halfspaces on the Gaussian distribution?
TCS-4792	Learning theory	Sample Compression Scheme Reductions — Open Problem 5	Does every multiclass class with graph dimension dG have a sample compression scheme of size O(f (dG ))?
TCS-4999	Learning theory	Dual VC Dimension Obstructs Sample Compression by Embeddings — Unresolved-question passage on page 6	We leave it as an open question whether the upper bound in Theorem B is tight for all VC dimensions.
TCS-5003	Learning theory	Provable Accelerated Convergence of Nesterov’s Momentum for Deep ReLU Neural Networks — Explicit open question on PDF page 1	While gradient descent converges linearly under such conditions, it remains an open question whether Nesterov’s momentum enjoys accelerated convergence under similar settings and assumptions.
TCS-5017	Learning theory	Learning with Monotone Adversarial Corruptions — Open Question 1	What is the optimal expected error that can be achieved in the monotone adversary model for learning a binary hypothesis class of VC dimension d […]
TCS-5088	Learning theory	Learning Intersections of Two Margin Halfspaces under Factorizable Distributions — Explicit open question on PDF page 5	It remains an open question whether, under these strong distributional assumptions, an intersection of k halfspaces can be learned in fully-polynomial time.
TCS-5147	Learning theory	Optimal Collusion-Free Teaching — Explicit open question on PDF page 13	Moreover, at present we do not know how large the gap between sample compression scheme size and NCTD can be.
TCS-5148	Learning theory	Sample Compression for Real-Valued Learners — Explicit open question on PDF page 1	Can every learner be converted into a sample compression scheme?
TCS-5155	Learning theory	A Unified Characterization of Private Learnability via Graph Theory — Unresolved-question passage on page 13	How about PAC learnability (which is equivalent to finite VC dimension)?
TCS-5167	Learning theory	Invited Open Problem: Is the Power of Deep Learning over Linear Models Inherently Distribution Dependent? — Open Question 1	Is there a constant C such that for all H ⊆ {±1}X over X = {±1}n , and ε < 1/4, if there exists a […]
TCS-5178	Learning theory	Algorithmic Regularization in Over-parameterized Matrix Sensing and Neural Networks with Quadratic Activations — Explicit open question on PDF page 3	We conjecture that δ only needs to be smaller than an absolute constant, which is left for future work.
TCS-5180	Learning theory	Improved Inapproximability of VC Dimension and Littlestone’s Dimension via (Unbalanced) Biclique — Explicit open question on PDF page 2	Nonetheless, it remains open whether any constant factor approximation is achievable in polynomial time:
TCS-5211	Learning theory	A Dimension-free Computational Upper-bound for Smooth Optimal Transport Estimation — Explicit open question on PDF page 7	This can be beneficial if we do not know X, Y or we do not know how to sample from them.
TCS-5215	Learning theory	Reliably Learning the ReLU in Polynomial Time — Explicit open question on PDF page 2	The exact range of for which a polynomial-time algorithm is achievable remains open.
TCS-5358	Learning theory	Learning DNF Expressions from Fourier Spectrum — Explicit open question on PDF page 1	Despite efforts √ by numerous researchers, the problem still remains open, with the best 3 algorithm taking 2Õ( n) time (Klivans and Servedio, 2004).
TCS-5381	Learning theory	Open Problem: Best Arm Identification: Almost Instance-Wise Optimality and the Gap Entropy Conjecture — Conjecture 3.2	There is an algorithm for B EST-1-A RM with sample complexity O(L(I, δ) + ∆−2 −1 2 ln ln ∆2 ),
TCS-5384	Learning theory	Nearly Linear-Time User-Level DP-SCO with Optimal Rates — Unresolved-question passage on page 13	While achieving optimal rates for item-level DP-SCO via the (regularized) exponential mechanism (Gopi et al., 2022) is already non-trivial, obtaining optimal rates for user-level DP-SCO […]
TCS-5478	Learning theory	Reaching Goals is Hard: Settling the Sample Complexity of the Stochastic Shortest Path — Explicit open question on PDF page 13	Many interesting problems remain open, such as the minimax optimal sample complexity of computing an ( , T )-optimal policy when min{T‡ , T } […]
TCS-5545	Learning theory	Open Problem: Are all VC-classes CPAC learnable? — Unresolved-question passage on page 4	In the next subsection we then provide a description of a candidate hypothesis which is decidable and has finite VC dimension and which we conjecture […]
TCS-5608	Learning theory	Geodesically convex $M$-estimation in metric spaces — Explicit open question on PDF page 7	As we pointed out in the previous section, we do not know whether this lemma still holds true in more general proper geodesic spaces and […]
TCS-5656	Learning theory	A Homological Theory of Functions: Nonuniform Boolean Complexity Separation and VC Dimension Bound Via Algebraic Topology, and a Homological Farkas Lemma — Explicit open question on PDF page 6	It is unknown whether the “largeness” condition is also violated, but, for any fixed dimension r, we conjecture that the probability a random total function […]
TCS-4972	Cryptography	Backdoor Defense, Learnability and Obfuscation — Unresolved-question passage on page 13	As far as we are aware, it is unknown whether the representation class of polynomial size n decision trees over {0, 1} is efficiently uniform-PAC […]
TCS-0719	Optimization and numerics	Anytime Convergence Rate of Gradient Descent	Anytime Convergence Rate of Gradient Descent
TCS-1891	Optimization and numerics	Of course, it is possible that there is a method for computing the optimal regularizer that sidesteps the need to be able to verify the […]	Of course, it is possible that there is a method for computing the optimal regularizer that sidesteps the need to be able to verify the […]
TCS-2074	Optimization and numerics	We leave it as an open problem to investigate whether or not a large stepsize benefits SGD.	We leave it as an open problem to investigate whether or not a large stepsize benefits SGD.
TCS-3142	Optimization and numerics	Nevertheless we leave it as an open problem if there is some first-order optimization method that achieves rate of 𝑇 = 𝑂 (1/ε2 ) (see […]	Nevertheless we leave it as an open problem if there is some first-order optimization method that achieves rate of 𝑇 = 𝑂 (1/ε2 ) (see […]
TCS-3363	Optimization and numerics	We leave open the question of the complexity of testing whether a given function is instance optimizable.	We leave open the question of the complexity of testing whether a given function is instance optimizable.
TCS-3387	Optimization and numerics	We conjecture that O(log n) regret bounds are not possible for the reparameterized version of the expert algorithm when the loss components are log losses.	We conjecture that O(log n) regret bounds are not possible for the reparameterized version of the expert algorithm when the loss components are log losses.
TCS-4354	Optimization and numerics	Finally, (c) in the strongly-convex case, the dependence on sample size is optimal in the optimization setting (Polyak and Tsybakov, 1990), however, the optimality of […]	Finally, (c) in the strongly-convex case, the dependence on sample size is optimal in the optimization setting (Polyak and Tsybakov, 1990), however, the optimality of […]
TCS-4943	Optimization and numerics	Open Problem: How much overparametrization is needed for ALS in tensor decomposition? — Open Problem 3	Can one prove that there exists a universal constant c ą 0 such that ALS and gradient descent (and other iterative methods) require overparametrization of […]
TCS-5024	Optimization and numerics	Instance Complexity and Unlabeled Certificates in the Decision Tree Model — Unresolved-question passage on page 33	It remains open if we can test if a given function is instance optimizable in time polynomial in the size of the truth table.
TCS-5052	Optimization and numerics	Tight analyses for non-smooth stochastic gradient descent — Explicit open question on PDF page 2	In fact, even for the simpler case of (non-stochastic) gradient descent, we do not know whether the behavior of the last iterate... is tight.
TCS-5183	Optimization and numerics	Best-of-three-worlds Analysis for Linear Bandits with Follow-the-regularized-leader Algorithm — Explicit open question on PDF page 6	However, the question of whether this algorithm can achieve BoTW results for the canonical linear bandit problem remains open.
TCS-1505	Approximation algorithms and hardness of approximation	Since we did not attempt to optimize the constant 46, it remains an open and intriguing question to determine the precise minimal depth required to […]	Since we did not attempt to optimize the constant 46, it remains an open and intriguing question to determine the precise minimal depth required to […]
TCS-3451	Approximation algorithms and hardness of approximation	Our work here was focussed on the ReLU activation and we leave open the extensions to other activation functions.	Our work here was focussed on the ReLU activation and we leave open the extensions to other activation functions.
TCS-5189	Approximation algorithms and hardness of approximation	The Hardness of Decision Tree Complexity — Unresolved-question passage on page 12	What can we say about the problem of approximating DT complexity?
TCS-5711	Approximation algorithms and hardness of approximation	Limits on Representing Boolean Functions by Linear Combinations of Simple Functions: Thresholds, ReLUs, and Low-Degree Polynomials — Explicit open question on PDF page 4	For example, we do not know how to get a sparse (probabilistic or approximate) polynomial (over any field) for computing an OR of many SUM […]
TCS-0764	Parameterized and exact algorithms	FPT-approximation of VC dimension	FPT-approximation of VC dimension
TCS-0760	Parameterized and exact algorithms	Fine-grained complexity of Hitting Set w.r.t. VC dimension	Fine-grained complexity of Hitting Set w.r.t. VC dimension
TCS-4201	Parameterized and exact algorithms	As a concrete open problem, what about the parameterized complexity of Space Cover on any proper minor-closed class of binary matroids?	As a concrete open problem, what about the parameterized complexity of Space Cover on any proper minor-closed class of binary matroids?
TCS-1768	Fine-grained complexity	We do not know if this log-factor can be avoided, and it could be interesting to characterize the fine grained behavior at this transition.	We do not know if this log-factor can be avoided, and it could be interesting to characterize the fine grained behavior at this transition.
TCS-4403	Fine-grained complexity	Can the last property also be simulated deterministically?	Can the last property also be simulated deterministically?
TCS-5534	Pseudorandomness and derandomization	Fooling Near-Maximal Decision Trees — Explicit open question on PDF page 6	For example, Cheng and Hoza showed that optimal explicit hitting sets for space-bounded computation would imply L = BPL, whereas it remains an open problem […]
TCS-5724	Pseudorandomness and derandomization	Samplers and Extractors for Unbounded Functions — Explicit open question on PDF page 3	We remark briefly that the median-of-averages sampler of Bellare, Goldreich, and Goldwasser [5] still works and is optimal up to constant factors in the subgaussian […]
TCS-3329	Proof complexity	The proofs of Lemma 27 seem to be inherently dag-like, and we do not know if there are polynomial-size Tree-eLDT proofs for those sequents.	The proofs of Lemma 27 seem to be inherently dag-like, and we do not know if there are polynomial-size Tree-eLDT proofs for those sequents.
TCS-5150	Proof complexity	Proof Complexity of Systems of (Non-Deterministic) Decision Trees and Branching Programs — Unresolved-question passage on page 12	This is a non-uniform analogue of L “ P (i.e., log-space equals polynomial time) and, of course, is an open question.
TCS-5538	Proof complexity	Regularization of Low Error PCPs and an Application to MCSP — Unresolved-question passage on page 13	Can we show NP-hardness of MCSP∗ under circuit lower bound assumptions, such as the assumption that E cannot be computed by non-deterministic circuits of size […]
TCS-1845	Communication complexity and Boolean function analysis	What is the exact time-complexity of tt-DT?	What is the exact time-complexity of tt-DT?
TCS-2397	Communication complexity and Boolean function analysis	We do not know if there exists a zebra function f for which C(f ) is polynomially larger than deg(f ).	We do not know if there exists a zebra function f for which C(f ) is polynomially larger than deg(f ).
TCS-5847	Communication complexity and Boolean function analysis	Open Problem: Information Complexity of VC Learning — Explicit open question on PDF page 2	We conjecture that it is possible to attain CMI O(d) instead, that is, to prove that for any class with VC dimension d there exists […]
TCS-5278	Dynamic graph algorithms	The late-stage training dynamics of (stochastic) subgradient descent on homogeneous neural networks — Explicit open question on PDF page 2	While the works of Lyu and Li (2020); Ji and Telgarsky (2020) provide key insights into the training dynamics of homogeneous networks, they leave open […]
TCS-6203	Dynamic graph algorithms	Implicit Bias of Gradient Descent for Wide Two-layer Neural Networks Trained with the Logistic Loss — Explicit open question on PDF page 7	Its proof relies, among other things, on a compatibility between the optimality conditions and the gradient flow dynamics, which is specific to the 2-homogeneous case. […]
TCS-1314	Property testing and distribution learning	As discussed in Appendix A, it remains open to establish the optimal sample complexity when the dependence on the failure probability δ is explicitly incorporated.	As discussed in Appendix A, it remains open to establish the optimal sample complexity when the dependence on the failure probability δ is explicitly incorporated.
TCS-3906	Property testing and distribution learning	What is the optimal sample complexity for identity testing on symmetric Markov chains?	What is the optimal sample complexity for identity testing on symmetric Markov chains?
TCS-5152	Property testing and distribution learning	Sample-Optimal Locally Private Hypothesis Selection and the Provable Benefits of Interactivity — Explicit open question on PDF page 4	It remains open whether a sample-optimal LDP algorithm can run in o(log log k) rounds.
TCS-0506	Differential privacy	Is private PAC sample complexity polynomial in VC dimension and log-star Littlestone dimension?	Is there a universal polynomial p such that every finite Boolean concept class C admits a realizable, possibly improper PAC learner using some number $m\le p(1+\mathrm{VC}(C),1+\log^*\mathrm{LD}(C))$ of independent labeled examples, with error at most 1/10 and confidence at least 9/10, while satisfying $(1,1/(100m^2))$-differential privacy? The lea
TCS-4945	Algorithmic game theory, mechanism design and fair division	Open Problem: Optimal Instance-Dependent Sample Complexity for finding Nash Equilibrium in Two Player Zero-Sum Matrix games — Unresolved-question passage on page 4	Whether uncoupled no-regret learners can achieve optimal sample complexity in this special case remains an open question.
TCS-4051	Automated reasoning and unification	Is there a more direct method for proving circuit lower bounds that “corresponds” to the split-and-list paradigm, without having to go through a generic connection […]	Is there a more direct method for proving circuit lower bounds that “corresponds” to the split-and-list paradigm, without having to go through a generic connection […]
TCS-3791	Computability and algorithmic information	We do not know if it is possible to better understand Problem 3, i.e. whether it is possible to reduce this property to more fundamental […]	We do not know if it is possible to better understand Problem 3, i.e. whether it is possible to reduce this property to more fundamental […]
TCS-3176	Beyond worst-case and average-case analysis	For example, can the guarantees of [3, 2] for monotone target functions and product distributions be further strengthened in the smoothed setting?	For example, can the guarantees of [3, 2] for monotone target functions and product distributions be further strengthened in the smoothed setting?
TCS-5842	Beyond worst-case and average-case analysis	Lower Bounds and Hardness Amplification for Learning Shallow Monotone Formulas — Explicit open question on PDF page 1	An intriguing question, which has driven much of this research and remains open, is whether there is an efficient algorithm to learn monotone DNF formulas […]
