2172	A LOCAL implementation of a sparse edge-coloring theorem	Přenáší konkrétní sekvenční výsledek do distribuovaného modelu s určenou závislostí na stupni; jde o navazující algoritmické rozšíření.
2262	Monotonicity penalty in arc diagrams	Zkoumá cenu dalšího kreslicího omezení pro jednu reprezentaci; obecné otázky grafových kreslení jsou zásadnější.
2265	Parameters of multilabel periodic temporal realization	Souběh periodicity, více časových značek a parametru vertex cover vytváří příliš úzkou realizační variantu.
2341	Fault thresholds for odd-stretch emulators	Hledá přesný exponent dovoleného počtu chyb při lichém stretch parametru; obecné fault-tolerant sparsifikace mají přednost.
2410	Shortest disjoint-path reconfiguration on two faces	Optimalizuje délku přestavby v planárních instancích s terminály na dvou stěnách; hlavní dosažitelnostní otázky reconfigurace mají větší dosah.
2449	Factorial succinctness of coSafety-LTL over past LTL	Jde o přesný faktor velikosti mezi dvěma omezenými syntaxemi; obecné expresivní a rozhodovací bariéry logik jsou důležitější.
2484	Shapley values for length-three regular-path queries	Zbytkový případ maximální délky slova tři je jemná hranice jedné databázové koaliční úlohy.
2561	Single-exponential overlapping cluster editing	Ladí parametrickou závislost varianty cluster editingu s překryvem komunit; obecné editovací a kernelizační bariéry mají přednost.
2576	Matching TOWER hardness for one TeamLTL result	Doplňuje dolní mez konkrétního výsledku uvnitř jednoho týmového sémantického formalismu; nejde o obecnou logickou bariéru.
2594	Minimum arc deletions to an orchard network	Optimalizace převodu fylogenetické sítě do jedné zvláštní třídy je úzká biologická strukturální varianta.
2653	Monotone lion clearing with one additional lion	Přesná aditivní cena monotónnosti v konkrétním kontaminačním modelu je specializovanější než obecná složitost grafového hledání.
2719	Isometric Path Cover on interval graphs	Řeší jeden zbytkový průnik úlohy a grafové třídy; obecné pokrytí cestami má větší samostatný dosah.
2725	Drone delivery on a path without initial positions	Po odstranění počátečních pozic zbývá konkrétní model doručování na cestě; nejde o hlavní plánovací nebo síťovou bariéru.
2741	Upward-planar L-drawing recognition	Rozpoznává jeden zvláštní styl kreslení orientovaných grafů; obecná geometrická realizovatelnost má přednost.
2747	Listing avoidable vertices when omega equals two	Podmíněná optimalita výpisu jedné speciální vlastnosti vrcholů je příliš vzdálená hlavním grafovým algoritmickým cílům.
2759	Dense graph partitioning at bounded treewidth	Jde o doplnění klasifikace konkrétního dělení grafu mezi stromy a omezenou šířkou, nikoli o obecnou šířkovou bariéru.
2800	Parameter policies in galloping merge sorts	Domněnka o nemožnosti optimality určité parametrizační politiky hodnotí rodinu konkrétních algoritmů; obecné adaptivní třídění má větší dosah.
2920	Age thresholds in temporal-connectivity labeling	Zkoumá interval dovolených časových stáří jedné značkovací úlohy; je to jemná parametrická klasifikace.
3000	Sublinear kernels for Clique plus IS Deletion	Zlepšení kernelu pod lineární mocninu v jedné editovací úloze je příliš specifické proti obecným kompresním bariérám.
3047	A clean representation of crossing matching cuts	Požadavek „čisté“ reprezentace není přesný velikostní či algoritmický cíl; jde o hledání vhodného formalismu pro jednu rodinu řezů.
3068	Recoverable assignment with unbounded costs	Rozšiřuje konkrétní robustní přiřazovací model za polynomiálně omezené ceny; obecné robustní optimalizační problémy mají přednost.
3242	Three transversal problems on P1+P4-free graphs	Trojice standardních úloh při jednom malém zakázaném podgrafu je restrikční doplnění katalogu, nikoli nová hlavní bariéra.
3343	Hardness of colored hitting-set games	Přenáší tvrdost do herní varianty konkrétní pokrývací úlohy; obecné kombinatorické hry jsou významnější kandidáti.
3372	Recognizing max/min well-behaved clustering graphs	Rozpoznává pomocnou vlastnost grafu definovanou jedním hierarchickým shlukovacím formalismem; obecná optimalita shlukování má větší dosah.
3409	Simultaneous succinct-tree operations	Souběžná podpora level-order rank/select a výstupu BP či DFUDS je jemná kombinace rozhraní, nikoli obecná mez komprimovaných stromů.
3410	Dominating-set TAR connectivity on planar graphs	Přesný práh vzhledem k hornímu dominačnímu číslu v jednom přestavbovém modelu je úzká reconfigurační otázka.
3465	Linear-time binary DTW mean for fixed k	Pevný počet binárních řetězců a lineární čas vymezují specializovanou optimalitu; obecné DTW a curve-mean bariéry mají přednost.
3471	Linear-time verification of LexDFS orderings	Zrychluje kontrolu výstupu konkrétní grafové prohledávací procedury; jde o algoritmický detail vůči hlavním problémům procházení grafů.
3497	The structure of almost two-dimensional posets	Bez definovaného cílového strukturního tvrzení jde o obecnou výzvu porozumět jedné třídě, ne jednotlivý problém.
3519	A meaningful hierarchy between parity and mean-payoff games	Hierarchie může být užitečná, ale její „smysluplnost“ není kritériem řešení. Konkrétní složitost obou typů her ponechávám.
3529	3-WL amenability at color multiplicity four	Pevná dimenze WL a přesně omezená barevná násobnost vytvářejí úzký případ obecné grafové identifikovatelnosti.
3597	Rearrangement distance on bounded-degree labeled trees	Další stupňová restrikce jedné stromové vzdálenosti je příliš specializovaná proti hlavním tree-edit a fylogenetickým bariérám.
3643	Source Cover on balanced graphs	Rozšiřuje traktabilitu jedné pomocné úlohy zabezpečení párování na specifickou grafovou třídu.
3749	Optimal I/Os for categorical reporting with approximate frequencies	Přesné odstranění režie dotazu při současném odhadu frekvencí je jemná optimalita jednoho external-memory rozhraní.
3838	Other tractable graph monoids for bounded context switching	Hledá další monoidy pro již používanou metodu bez konkrétní hlavní cílové třídy; jde o rozšíření katalogu případů.
3852	Linear-time MLL+Mix sequentialization	Zrychluje jednu převodní operaci mezi proof nets a důkazy konkrétní logiky; obecné důkazové a sémantické bariéry mají přednost.
3913	Two-bitprobe storage of two elements	Přesný exponent prostoru pro množinu dvou prvků při dvou dotazech je velmi jemný konečný režim; obecné statické cell-probe dolní meze ponechávám.
3918	Recolorability with degree-three transition graphs	Dodatečné omezení grafu povolených změn barev vytváří zbytkový případ jedné přebarvovací klasifikace.
3927	Coloring C4-free graphs without certain long paths	Článek sám vymezuje několik zbývajících délek zakázané cesty; vyřazuji tuto lokální mezeru, nikoli obecné barvicí problémy.
3969	Succinctness of modal team logic versus two-variable logic	Porovnává velikost zápisu dvou parametrizovaných fragmentů; samostatný širší důsledek nad rámec této překladové otázky není vymezen.
4004	Near-linear effective-resistance decomposition	Zrychluje výpočet konkrétní dekompozice z jedné věty; hlavní spektrální a řezové algoritmické bariéry mají přednost.
4022	Two-colorable-set reconfiguration on chordal graphs	Pevné dvě barvy a chordální vstup tvoří úzkou větev reconfigurace barevných množin.
4055	Recognition for pairs of permutation avoidance classes	Kombinuje malé konkrétní zakázané permutační vzory do katalogu dvojic; obecné algoritmické otázky permutací mají větší dosah.
4088	Hamiltonian AUSO paths under Zadeh's rule	Hledá speciální extrémní chování jedné pivotovací strategie na abstraktní krychli; obecná složitost simplexových metod je zásadnější.
4154	Domination kernels with a treedepth-two modulator	Zbytkové případy degenerace dva a tři při dalším modulátorovém omezení jsou příliš úzce parametrizované.
4198	Advice for quadratic-time graph exploration	Optimalizuje velikost nápovědy při jednom předem určeném časovém rozpočtu; obecné paměťové hranice průzkumu mají vyšší prioritu.
4215	Equal-length shortcuts for a circle	Přesný průměr kružnice po přidání stejně dlouhých zkratek je geometrický modelový problém s omezeným algoritmickým dosahem.
4388	Entropy of sorted versus unsorted 2D top-k queries	Porovnává informační náklady dvou výstupních konvencí jednoho rozhraní; obecné range-query dolní meze mají přednost.
4408	Quadratic kernels for Independent Feedback Vertex Set	Zpřesňuje velikost kernelu v dodatečně nezávislé variantě FVS; hlavní kernelizační bariéry jsou širší.
4410	Matching Cut at diameter three	Pevný malý průměr je další restrikční případ specifické řezové úlohy, nikoli hlavní grafový problém.
4421	Splay trees as mergeable dictionaries	Ptá se, zda jedna existující struktura zvládne další rozhraní; dynamická optimalita splay trees je zásadnější samostatná otázka.
4598	Connected graph editing with degree congruences	Současné editovací, souvislostní a modulární podmínky tvoří specializovanou variantu eulerovských úprav.
4649	Match width versus braid width for XPath	Rovnocennost dvou pomocných šířek je dílčí strukturální krok jedné rozhodnutelnostní analýzy dokumentů.
4981	Induced disjoint paths on string-graph subclasses	Přidává dvě geometricky omezené třídy ke klasifikaci indukovaných cest; hlavní obecné disjoint-paths otázky mají přednost.
5266	Linear kernels for Face Cover Number	Lineární místo polynomiálního kernelu je jemná optimalita stejného specifického problému jako TCS-1154.
5286	2-Cut on claw-free graphs	Pevný řezový parametr a zákaz drápu vytvářejí úzký klasifikační případ, ne hlavní řezovou bariéru.
5320	Probabilistic universality of minimum-size temporal spanners	Žádá další vlastnost při přesně optimálním počtu hran; obecná existence řídkých časových spannerů je důležitější.
5325	Star 4-Colouring on subcubic graphs	Právě čtyři barvy, hvězdicové barvení a stupeň tři tvoří velmi specifickou kombinaci omezení.
5370	Linear temporal-clique spanners — second record	Stejnou otázku existence lineárních spannerů ve všech časových klikách už obsahuje TCS-1664; druhý zdroj není další problém.
5460	Multistage 2-coloring under combined parameters	Řeší jednu kombinaci parametrů časového dvoubarvení; takové zbytkové kombinace nemají samostatnou top-1000 prioritu.
5526	Kernels for an E4E multistage path variant	Polynomiální kernel při součtu konkrétního matchingového parametru a počtu vrstev je úzce vymezený podmodel časových cest.
5572	Longest heapable subsequence — introductory record	Uložený výňatek pouze představuje zobecnění rostoucí podposloupnosti; neobsahuje konkrétní otevřenou otázku ani požadovanou mez.
