3840	A universal property of Wasserstein lifting	Hledá kategoriální popis již používané konstrukce; nevymezuje samostatnou algoritmickou nebo rozhodnutelnostní překážku.
3856	Bounded MSO versus rational resynchronizers	Přísné zahrnutí dvou formálních mechanismů původu výstupu je lokální expresivní otázka oproti hlavním transduktorovým problémům.
4472	Maximal Partition Logic versus one weighted-MSO fragment	Domněnka doplňuje jednu šipku v diagramu formalismů; obecná logická charakterizace a rozhodnutelnost cost-register automatů mají přednost.
4532	J-trivial transducers versus BSigma1 transductions	Jde o konkrétní úroveň logicko-algebraické korespondence, nikoli hlavní rozhodnutelnost celé transdukční hierarchie.
4594	Counting to n with sub-square-root counter-automaton states	Přesný stavový exponent pro jednu čítací úlohu je jemná deskriptivní optimalita; obecné stavové blowupy jsou silnější kandidáti.
4613	Jumping mu-automata capturing a strategy logic	Expresivní korespondence jednoho automatu s jednou navrženou logikou je navazující formalistická otázka.
5806	Dynamic resources for maintaining context-free languages	Výčet možných zdrojů bez jednoho konkrétního rozpočtu je klasifikační program; přesné dynamic-membership cíle mají přednost.
5862	Minimizing every factorized-query representation formalism	Ptá se současně na minimum několika formalismů, aniž vybere hlavní model; nejde o jednu nezávislou otázku.
6028	Nonfinitary varieties as monadic categories	Abstraktní rozšíření charakterizace variet nemá v záznamu zásadní algoritmický cíl odpovídající TCS benchmarku.
6047	EXPTIME for real-time energy automata	Dorovnává horní mez při kombinaci reálného času a energetických omezení; hlavní rozhodnutelnost kvantitativních automatů má větší dosah.
6177	Non-erasing pattern equivalence with lengths — second record	Stejnou otázku ze stejného zdroje už obsahuje TCS-1559; druhý import nepřidává nový problém.
6271	Decidability for sweeping and bounded two-way counter nets	Doplňuje omezené pohybové varianty jednoho modelu; obecné protipříklady a rozhodnutelnost dvoucestných čítačových automatů mají přednost.
6313	Factoring bounded edit distance between transducers	Hledá konkrétní faktorizační vlastnost blízkých funkcí; obecná ekvivalence a optimální aproximace transdukcí jsou zásadnější.
6326	Minimizing Rabin pairs without increasing states	Optimalizuje jednu složku popisu při fixované jiné složce; obecná minimalizace a determinace omega-automatů mají větší dosah.
6363	A 2^n algorithm in a random-automaton learning problem	Zlepšuje exponenciální prohledávání jednoho modelu; hlavní polynomiální naučitelnost automatů je podstatně zásadnější hranice.
6444	A stronger equivalence route to parity-index decidability	Formuluje možnou cestu důkazu jiné hlavní otázky; pro atlas má přednost samotná rozhodnutelnost parity indexu, nikoli každý navržený mezikrok.
7003	Expected reset threshold of random binary automata	Ponechávám vysokopravděpodobnostní otázku TCS-7002; očekávanou hodnotu stejné rodiny nyní beru jako navazující variantu. Netvrdím, že ji samotná vysokopravděpodobnostní mez implikuje.
