2678	An algorithm making T quantum queries	Uložená věta pouze zavádí algoritmus, vstup a počet dotazů. Neobsahuje otázku ani domněnku, takže ji nelze počítat jako samostatný problém.
2768	Exact Clifford+T synthesis for qutrits	Rozšiřuje přesnou syntézu na qutrity s koeficienty v určeném okruhu. Pro výběr zásadních bariér je tato aritmeticky omezená syntéza příliš specifická.
2913	Tight bounds on quantum speed-ups	Samotné přání těsných mezí neurčuje úlohu, model ani mezeru. Konkrétní problémy kvantového zrychlení už atlas obsahuje a jsou vhodnějšími jednotkami výběru.
3083	Randomized communication lower bound for ABC	Jde o dorovnání dolní meze pro konkrétní úlohu ABC. Obecnou sílu komunikace s jedním čistým qubitem zastupuje širší separační otázka.
3218	Memory-hard functions in the parallel QROM	Žádá přenos určité bezpečnostní redukce do paralelního kvantového orákulového modelu. Zásadnost bezpečnosti paměťově náročných funkcí sama nedává této metodické variantě samostatnou prioritu.
3257	Claw finding with a small range	Zpřesňuje dotazovou dolní mez při konkrétní velikosti oboru hodnot; obecné kolizní a časoprostorové hranice mají podstatně širší význam.
3483	A group word problem for 2QCFA	Rozhodnutelnost slovního problému konkrétní grupy jedním kvantovým automatem je úzký klasifikační případ; nenahrazuje obecnou charakterizaci síly tohoto modelu.
3608	Category equivalence in graphical quantum completeness	Ptá se na oslabení předpokladu o funktoru v konkrétní větě o úplnosti. Jde o technické rozšíření existujícího výsledku.
4344	Supplementarity and additional ZX fragments	Úplnost s jedním přidaným pravidlem pro další fragmenty ZX-kalkulu je lokálnější než obecná axiomatizace kvantového uvažování; další samostatné místo jí nedávám.
4579	Classical GHZ simulation for arbitrary measurements	Rozšiřuje komunikačně efektivní simulaci z ekvatoriálních na obecná projektivní měření jednoho typu stavu. Obecné náklady klasické simulace provázání mají přednost.
4595	One time-traveling qubit	Výpočetní síla modelu s časovou smyčkou je modelová kuriozita vůči standardní kvantové výpočetní složitosti; do přísného výběru tisíce problémů ji nezařazuji.
4602	Necessary resource-state conditions for DQC1 MBQC	Hledá pouze nutnou podmínku pro univerzalitu zdrojových stavů v omezené variantě měřením řízených výpočtů; cíl je příliš dílčí.
4642	Verifying a given hidden shift	Ověřování již navrženého posunu je pomocná úloha k hidden shift. Zásadnější je samotné nalezení posunu a jeho kvantová algoritmická složitost.
4697	Single-copy lower bounds for a learned stabilizer subspace	Dolní mez je navázána na podprostor vymezený konkrétní větou a omezení na jednotlivé kopie. Jde o optimalitu dílčího kroku specializovaného učení.
4701	Hermitian extension of black-box spectral lower bounds	Uložená otázka žádá analogii již odvozených dolních mezí pro hermitovské matice; nevymezuje novou obecnou bariéru spektrálních výpočtů.
4702	An SU(d) protocol for multivariate quantum signal processing	Domněnka propojuje dvě konkrétní formalizace vícerozměrného zpracování signálu. Je to otázka implementace uvnitř jedné techniky, nikoli obecná mez kvantových algoritmů.
4704	Information-theoretic characterization of shadow tomography	Záznam žádá charakterizaci výkonnosti bez konkrétního tvrzení či cílové složitosti. Zásadní je samotná vzorková a výpočetní náročnost tomografie, nikoli tato neurčená formulace.
4708	Optimal joint measurements for Majorana observables	Optimalizuje společné měření a robustnost nekompatibility určité rodiny fermionových observablí. Širší bariéry kvantového měření jsou pro atlas důležitější.
4709	Real versus complex Gaussian tensor norm limits	Rovnost asymptotických limit pro dvě náhodné tensorové rodiny zpřesňuje konkrétní model náhodného provázání; nepředstavuje obecnou algoritmickou nebo složitostní hranici.
4724	Gadget restrictions making quantum walks nonuniversal	Pouhá existence nějakého omezení vedoucího k neuniverzalitě neurčuje netriviální hranici. Chybí konkrétní rodina omezení, jejíž klasifikace by byla zásadní.
4728	Short-output pseudorandom states implying OWSGs	Řeší úzké okno logaritmické délky výstupu. Obecné vztahy mezi pseudonáhodnými stavy a kvantovou jednosměrností ponechávám jako důležitější otázky.
4732	Polynomial-time agnostic tomography of stabilizer product states	Zrychlení z kvazipolynomiálního na polynomiální čas je skutečný algoritmický cíl, ale zde pro omezenou třídu součinových stabilizátorových stavů; širší tomografické bariéry mají přednost.
4742	Dynamic-regret lower bounds for quantum-state learning	Doplňuje dolní mez pro dvě specializované varianty regretu. Obecná naučitelnost kvantových stavů a optimální online učení mají větší samostatný dosah.
4761	Disentanglers stronger than a particular theorem	Požadavek silnějších záruk než ve větě 18 nespecifikuje cílovou sílu. Obecný problém existence účinných disentanglerů tím nezpochybňuji, vyřazuji neurčený další krok.
4762	Gap amplification for internally separable QMA proofs	Amplifikace je zde požadována pro speciálně omezené interně separabilní svědky. Standardní QMA, QMA(2) a StoqMA mají přednost před další odvozenou třídou.
4770	Quantum decoding of more code classes	Výzva dekódovat další třídy kódů neuvádí konkrétní rodinu ani požadovaný práh. Je to směr rozšiřování výsledků, ne jednotlivý zásadní problém.
4796	One-query state synthesis with exponentially small error	Zpřísňuje přesnost jednorázové orákulové syntézy. Pro atlas má větší prioritu obecná realizovatelnost a složitost syntézy stavů.
4798	Disorder-independent state sets for sparse SYK	Domněnka se týká velikosti sad stavů nezávislých na náhodné realizaci jednoho Hamiltoniánového modelu. Dopad je užší než obecná složitost základních stavů.
4813	Saturating measurement bounds in coherence distillation	Hledá asymptotické dosažení konkrétní meze jednotlivými měřeními při IO destilaci; jde o jemnou optimalitu jedné úlohy resource theory.
4815	Classical mathematical applications of fermionic 2-SAT	Ptá se, zda existují zajímavé matematické aplikace formalismu. Kritérium zajímavosti není definováno a formulace neudává rozhodovací ani konstrukční problém.
4857	Single-check PureSuperQMA characterization	Uložený výrok popisuje rovnost tříd pro jedinou kontrolu jako dosaženou skutečnost; žádná samostatná otevřená otázka v něm není vymezena.
4863	Regret comparisons across quantum online-learning models	Porovnává několik konkrétních adversariálních modelů z jednoho článku. Bez obecnější charakterizace jde o sjednocení lokálních regretových odhadů.
4883	Oracle separation of NP from DQP	Separace se týká modelu s nestandardním přístupem ke kvantovým trajektoriím. Oproti zásadním separacím standardní BQP má pro tento atlas nižší prioritu.
4892	PPA background for Another Hamiltonian Cycle	Výňatek pouze připomíná zavedení PPA a známé zařazení úlohy. Neformuluje nový problém; důležitost PPA není důvod počítat historické pozadí jako další položku.
4926	An oracle with P = NP and BQP = EXP	Hledá silnější kombinaci kolapsu a kvantového zrychlení v umělém orákulovém světě. Přednost mají samotné standardní separace a základní relativizační bariéry.
4930	Sequential unambiguous discrimination of pure states	Optimalizuje vzorky při zvláštním požadavku jednoznačného sekvenčního rozlišování. Obecná diskriminace a tomografie pokrývají důležitější informační hranice.
4951	Coherence time of one proposed quantum-memory system	Odhad životnosti konkrétní konstrukce je podproblém výzkumu samokorekce. Obecnou existenci samokorekční paměti ve třech rozměrech atlas ponechává.
5044	Packing overlapping qubits in a narrow overlap regime	Otázka vyplňuje malé parametrické okno překryvů ve specifickém balicím modelu; obecné meze reprezentace kvantové informace mají větší dosah.
5204	Exact quantum advantage factor for polynomial interpolation	Hledá přesný faktor úspory dotazů při interpolaci. To je jemná optimalita konkrétního algoritmického primitiva, ne obecná bariéra kvantového zrychlení.
5533	Nearest logical Pauli error variants	Navrhuje varianty vzdálenostních úloh formulované přes Pauliho chyby. Záznam nepřidává samostatnou hlavní domněnku nad rámec obecné složitosti vzdálenosti a dekódování kvantových kódů.
6823	Relationships of BQP with BPP and NP	Jde o společný zastřešující záznam pro otázky BPP versus BQP a NP mimo BQP, které již mají vlastní položky TCS-0036 a TCS-0037.
