id,title,category,decision,reason_code,reason,saved_target,source_url,source_locator,evidence,importance_score,review_cohort,decision_references
TCS-1176,Is there a constant α > 0 such that there exists a polynomial-time α- approximation algorithm for MMRO?,Approximation algorithms and hardness of approximation,quarantined,lower_editorial_priority,"The saved topic is a specialized variant, a paper-specific approximation refinement, or a secondary methodological extension; it has lower priority than the retained general approximation thresholds and barriers. Saved target: “Is there a constant α > 0 such that there exists a polynomial-time α- approximation algorithm for MMRO?”.",Is there a constant α > 0 such that there exists a polynomial-time α- approximation algorithm for MMRO?,https://doi.org/10.4230/LIPIcs.STACS.2026.53,Question 1; PDF page 15,index,50,original,
TCS-1220,We conjecture that √ Ω( n) is necessary to achieve approximation ratio 2.,Approximation algorithms and hardness of approximation,quarantined,lower_editorial_priority,"The saved topic is a specialized variant, a paper-specific approximation refinement, or a secondary methodological extension; it has lower priority than the retained general approximation thresholds and barriers. Saved target: “We conjecture that √ Ω( n) is necessary to achieve approximation ratio 2.”.",We conjecture that √ Ω( n) is necessary to achieve approximation ratio 2.,https://doi.org/10.4230/LIPIcs.ESA.2026.27,Unresolved-question passage on page 15; PDF page 15,index,50,original,
TCS-1225,"For example, can we remove the log(m + n) factor in Theorem 2 so that it matches the lower bound in Theorem 3?",Approximation algorithms and hardness of approximation,quarantined,lower_editorial_priority,"The saved topic is a specialized variant, a paper-specific approximation refinement, or a secondary methodological extension; it has lower priority than the retained general approximation thresholds and barriers. Saved target: “For example, can we remove the log(m + n) factor in Theorem 2 so that it matches the lower bound in Theorem 3?”.","For example, can we remove the log(m + n) factor in Theorem 2 so that it matches the lower bound in Theorem 3?",https://doi.org/10.4230/LIPIcs.ESA.2026.85,Unresolved-question passage on page 11; PDF page 11,index,50,original,
TCS-1236,"Is torso treewidth the “best possible” structural parameter on (G, χ) that, when bounded, Steiner Tree can be solved in polynomial time?",Approximation algorithms and hardness of approximation,quarantined,lower_editorial_priority,"The saved topic is a specialized variant, a paper-specific approximation refinement, or a secondary methodological extension; it has lower priority than the retained general approximation thresholds and barriers. Saved target: “Is torso treewidth the “best possible” structural parameter on (G, χ) that, when bounded, Steiner Tree can be solved in polynomial time?”.","Is torso treewidth the “best possible” structural parameter on (G, χ) that, when bounded, Steiner Tree can be solved in polynomial time?",https://doi.org/10.4230/LIPIcs.ICALP.2026.149,Unresolved-question passage on page 13; PDF page 13,index,50,original,
TCS-1243,There is a polynomial-time (log1+o(1) k)-approximation algorithm for the all-or-nothing flow problem.,Approximation algorithms and hardness of approximation,retained,retained_foundational_or_broad,"Keep central approximation thresholds, general relaxations and hardness barriers, and broad algorithmic primitives. Preserve major questions even when their current bucket is imperfect.",There is a polynomial-time (log1+o(1) k)-approximation algorithm for the all-or-nothing flow problem.,https://doi.org/10.4230/LIPIcs.ICALP.2026.22,Conjecture 5.1; PDF page 15,index,50,original,
TCS-1245,A general analysis of unhappy paths in 2D remains open for future work.,Approximation algorithms and hardness of approximation,quarantined,lower_editorial_priority,"The saved topic is a specialized variant, a paper-specific approximation refinement, or a secondary methodological extension; it has lower priority than the retained general approximation thresholds and barriers. Saved target: “A general analysis of unhappy paths in 2D remains open for future work.”.",A general analysis of unhappy paths in 2D remains open for future work.,https://doi.org/10.4230/LIPIcs.ICALP.2026.47,Unresolved-question passage on page 19; PDF page 19,index,50,original,
TCS-1350,"None of the known techniques for computing or approximating treewidth [1, 41, 13, 14, 34] seem directly applicable to bilateral treewidth, and in fact the […]",Approximation algorithms and hardness of approximation,quarantined,lower_editorial_priority,"The saved topic is a specialized variant, a paper-specific approximation refinement, or a secondary methodological extension; it has lower priority than the retained general approximation thresholds and barriers. Saved target: “None of the known techniques for computing or approximating treewidth [1, 41, 13, 14, 34] seem directly applicable to bilateral treewidth, and in fact the […]”.","None of the known techniques for computing or approximating treewidth [1, 41, 13, 14, 34] seem directly applicable to bilateral treewidth, and in fact the […]",https://doi.org/10.4230/LIPIcs.SAT.2026.16,Unresolved-question passage on page 16; PDF page 16,index,50,original,
TCS-1374,"We are not aware of a subquadratic time algorithm for this problem, and we leave this as an open problem.",Approximation algorithms and hardness of approximation,retained,retained_foundational_or_broad,"Keep central approximation thresholds, general relaxations and hardness barriers, and broad algorithmic primitives. Preserve major questions even when their current bucket is imperfect.","We are not aware of a subquadratic time algorithm for this problem, and we leave this as an open problem.",https://doi.org/10.4230/LIPIcs.ESA.2026.123,Unresolved-question passage on page 4; PDF page 4,index,50,original,
TCS-1384,"Finding sufficient conditions for this variant, as well as developing approximation algorithms, remains an open problem.",Approximation algorithms and hardness of approximation,quarantined,lower_editorial_priority,"The saved topic is a specialized variant, a paper-specific approximation refinement, or a secondary methodological extension; it has lower priority than the retained general approximation thresholds and barriers. Saved target: “Finding sufficient conditions for this variant, as well as developing approximation algorithms, remains an open problem.”.","Finding sufficient conditions for this variant, as well as developing approximation algorithms, remains an open problem.",https://doi.org/10.4230/LIPIcs.MFCS.2026.81,Unresolved-question passage on page 13; PDF page 13,index,50,original,
TCS-1407,"For example, can we show that Ω( 1ϵ ) matching computations are necessary to obtain a (1 − ϵ)-approximation?",Approximation algorithms and hardness of approximation,quarantined,lower_editorial_priority,"The saved topic is a specialized variant, a paper-specific approximation refinement, or a secondary methodological extension; it has lower priority than the retained general approximation thresholds and barriers. Saved target: “For example, can we show that Ω( 1ϵ ) matching computations are necessary to obtain a (1 − ϵ)-approximation?”.","For example, can we show that Ω( 1ϵ ) matching computations are necessary to obtain a (1 − ϵ)-approximation?",https://doi.org/10.4230/LIPIcs.ESA.2026.120,Unresolved-question passage on page 11; PDF page 11,index,50,original,
TCS-1411,"Moreover, does the problem admit a PTAS?",Approximation algorithms and hardness of approximation,quarantined,lower_editorial_priority,"The saved topic is a specialized variant, a paper-specific approximation refinement, or a secondary methodological extension; it has lower priority than the retained general approximation thresholds and barriers. Saved target: “Moreover, does the problem admit a PTAS?”.","Moreover, does the problem admit a PTAS?",https://doi.org/10.4230/LIPIcs.ESA.2026.152,Unresolved-question passage on page 17; PDF page 17,index,50,original,
TCS-1463,"If not, what is its approximation complexity?",Approximation algorithms and hardness of approximation,quarantined,lower_editorial_priority,"The saved topic is a specialized variant, a paper-specific approximation refinement, or a secondary methodological extension; it has lower priority than the retained general approximation thresholds and barriers. Saved target: “If not, what is its approximation complexity?”.","If not, what is its approximation complexity?",https://doi.org/10.4230/LIPIcs.STACS.2026.70,Unresolved-question passage on page 10; PDF page 10,index,50,original,
TCS-1471,Is there a deterministic algorithm for hyperbolic TSP without dependence on the diameter of the input?,Approximation algorithms and hardness of approximation,quarantined,lower_editorial_priority,"The saved topic is a specialized variant, a paper-specific approximation refinement, or a secondary methodological extension; it has lower priority than the retained general approximation thresholds and barriers. Saved target: “Is there a deterministic algorithm for hyperbolic TSP without dependence on the diameter of the input?”.",Is there a deterministic algorithm for hyperbolic TSP without dependence on the diameter of the input?,https://doi.org/10.4230/LIPIcs.SoCG.2026.64,Unresolved-question passage on page 14; PDF page 14,index,50,original,
TCS-1479,"For instance, for graphic matroids and for linear matroids given by an explicit representation, we obtain an EPTAS, while the existence of an FPTAS in […]",Approximation algorithms and hardness of approximation,retained,retained_foundational_or_broad,"Keep central approximation thresholds, general relaxations and hardness barriers, and broad algorithmic primitives. Preserve major questions even when their current bucket is imperfect.","For instance, for graphic matroids and for linear matroids given by an explicit representation, we obtain an EPTAS, while the existence of an FPTAS in […]",https://doi.org/10.4230/LIPIcs.APPROX/RANDOM.2026.18,Unresolved-question passage on page 17; PDF page 17,index,50,original,
TCS-1484,"However, for the√standard SCS problem, the best known ratio of the corresponding MGREEDY algorithm is 67+2 3 ≈ 3.396 [5], so closing this gap remains […]",Approximation algorithms and hardness of approximation,quarantined,lower_editorial_priority,"The saved topic is a specialized variant, a paper-specific approximation refinement, or a secondary methodological extension; it has lower priority than the retained general approximation thresholds and barriers. Saved target: “However, for the√standard SCS problem, the best known ratio of the corresponding MGREEDY algorithm is 67+2 3 ≈ 3.396 [5], so closing this gap remains […]”.","However, for the√standard SCS problem, the best known ratio of the corresponding MGREEDY algorithm is 67+2 3 ≈ 3.396 [5], so closing this gap remains […]",https://doi.org/10.4230/LIPIcs.CPM.2026.15,Unresolved-question passage on page 10; PDF page 10,index,50,original,
TCS-1505,"Since we did not attempt to optimize the constant 46, it remains an open and intriguing question to determine the precise minimal depth required to […]",Approximation algorithms and hardness of approximation,quarantined,lower_editorial_priority,"The saved topic is a specialized variant, a paper-specific approximation refinement, or a secondary methodological extension; it has lower priority than the retained general approximation thresholds and barriers. Saved target: “Since we did not attempt to optimize the constant 46, it remains an open and intriguing question to determine the precise minimal depth required to […]”.","Since we did not attempt to optimize the constant 46, it remains an open and intriguing question to determine the precise minimal depth required to […]",https://proceedings.mlr.press/v336/dutta26a.html,Unresolved-question passage on page 13; PDF page 13,index,50,original,
TCS-1517,In particular: is there an efficient algorithm for OPE with approximation ratio above 0.5?,Approximation algorithms and hardness of approximation,quarantined,lower_editorial_priority,"The saved topic is a specialized variant, a paper-specific approximation refinement, or a secondary methodological extension; it has lower priority than the retained general approximation thresholds and barriers. Saved target: “In particular: is there an efficient algorithm for OPE with approximation ratio above 0.5?”.",In particular: is there an efficient algorithm for OPE with approximation ratio above 0.5?,https://doi.org/10.4230/LIPIcs.ESA.2026.80,Unresolved-question passage on page 13; PDF page 13,index,50,original,
TCS-1522,"Finally, can we leverage our min-plus convolution results to obtain practical improvements for knapsack [4, 6] or the tree sparsity problem [21, 2]?",Approximation algorithms and hardness of approximation,quarantined,lower_editorial_priority,"The saved topic is a specialized variant, a paper-specific approximation refinement, or a secondary methodological extension; it has lower priority than the retained general approximation thresholds and barriers. Saved target: “Finally, can we leverage our min-plus convolution results to obtain practical improvements for knapsack [4, 6] or the tree sparsity problem [21, 2]?”.","Finally, can we leverage our min-plus convolution results to obtain practical improvements for knapsack [4, 6] or the tree sparsity problem [21, 2]?",https://doi.org/10.4230/LIPIcs.SoCG.2026.54,Unresolved-question passage on page 19; PDF page 19,index,50,original,
TCS-1567,Are there analogous versions of the directed isoperimetric inequality and the approximate FKG inequality in the log-Sobolev setting?,Approximation algorithms and hardness of approximation,quarantined,lower_editorial_priority,"The saved topic is a specialized variant, a paper-specific approximation refinement, or a secondary methodological extension; it has lower priority than the retained general approximation thresholds and barriers. Saved target: “Are there analogous versions of the directed isoperimetric inequality and the approximate FKG inequality in the log-Sobolev setting?”.",Are there analogous versions of the directed isoperimetric inequality and the approximate FKG inequality in the log-Sobolev setting?,https://doi.org/10.4230/LIPIcs.APPROX/RANDOM.2025.42,Unresolved-question passage on page 6; PDF page 6,index,50,original,
TCS-1619,"Therefore, we leave lower bounds and algorithms for incremental setting as an open problem.",Approximation algorithms and hardness of approximation,quarantined,lower_editorial_priority,"The saved topic is a specialized variant, a paper-specific approximation refinement, or a secondary methodological extension; it has lower priority than the retained general approximation thresholds and barriers. Saved target: “Therefore, we leave lower bounds and algorithms for incremental setting as an open problem.”.","Therefore, we leave lower bounds and algorithms for incremental setting as an open problem.",https://doi.org/10.4230/LIPIcs.ICALP.2025.6,Unresolved-question passage on page 14; PDF page 14,index,50,original,
TCS-1678,There is an integer k such that the class of string graphs of odd girth at least k is 3-chromatic.,Approximation algorithms and hardness of approximation,quarantined,lower_editorial_priority,"The saved topic is a specialized variant, a paper-specific approximation refinement, or a secondary methodological extension; it has lower priority than the retained general approximation thresholds and barriers. Saved target: “There is an integer k such that the class of string graphs of odd girth at least k is 3-chromatic.”.",There is an integer k such that the class of string graphs of odd girth at least k is 3-chromatic.,https://doi.org/10.4230/LIPIcs.SoCG.2025.24,Conjecture 3; PDF page 4,index,50,original,
TCS-1716,"While we do not know how to design a constant factor approximation algorithm for the MinNorm version of perfect matching problem yet, we demonstrate that […]",Approximation algorithms and hardness of approximation,retained,retained_foundational_or_broad,"Keep central approximation thresholds, general relaxations and hardness barriers, and broad algorithmic primitives. Preserve major questions even when their current bucket is imperfect.","While we do not know how to design a constant factor approximation algorithm for the MinNorm version of perfect matching problem yet, we demonstrate that […]",https://doi.org/10.4230/LIPIcs.ICALP.2025.50,Unresolved-question passage on page 16; PDF page 16,index,50,original,
TCS-1720,"Yet, it remains an open question whether there exists an approximation algorithm for MMCFS with a better quality guarantee, and whether there is a non-trivial […]",Approximation algorithms and hardness of approximation,retained,retained_foundational_or_broad,"Keep central approximation thresholds, general relaxations and hardness barriers, and broad algorithmic primitives. Preserve major questions even when their current bucket is imperfect.","Yet, it remains an open question whether there exists an approximation algorithm for MMCFS with a better quality guarantee, and whether there is a non-trivial […]",https://doi.org/10.4230/LIPIcs.ISAAC.2025.19,Unresolved-question passage on page 15; PDF page 15,index,50,original,
TCS-1722,"Unfortunately, due to the inherent maxima nature of Directed Cutwidth, we do not know how to apply a boosting technique similar to Theorem 3 to […]",Approximation algorithms and hardness of approximation,quarantined,lower_editorial_priority,"The saved topic is a specialized variant, a paper-specific approximation refinement, or a secondary methodological extension; it has lower priority than the retained general approximation thresholds and barriers. Saved target: “Unfortunately, due to the inherent maxima nature of Directed Cutwidth, we do not know how to apply a boosting technique similar to Theorem 3 to […]”.","Unfortunately, due to the inherent maxima nature of Directed Cutwidth, we do not know how to apply a boosting technique similar to Theorem 3 to […]",https://doi.org/10.4230/LIPIcs.ITCS.2025.15,Unresolved-question passage on page 9; PDF page 9,index,50,original,
TCS-1748,"In particular, it remains an open question whether Polynomial Time Approximation Schemes (PTASs) exist for these graph classes.",Approximation algorithms and hardness of approximation,quarantined,lower_editorial_priority,"The saved topic is a specialized variant, a paper-specific approximation refinement, or a secondary methodological extension; it has lower priority than the retained general approximation thresholds and barriers. Saved target: “In particular, it remains an open question whether Polynomial Time Approximation Schemes (PTASs) exist for these graph classes.”.","In particular, it remains an open question whether Polynomial Time Approximation Schemes (PTASs) exist for these graph classes.",https://doi.org/10.4230/LIPIcs.ICALP.2025.10,Unresolved-question passage on page 15; PDF page 15,index,50,original,
TCS-1756,"Solving this issue remains open, especially in the asynchronous setting where a new approach seems necessary.",Approximation algorithms and hardness of approximation,quarantined,lower_editorial_priority,"The saved topic is a specialized variant, a paper-specific approximation refinement, or a secondary methodological extension; it has lower priority than the retained general approximation thresholds and barriers. Saved target: “Solving this issue remains open, especially in the asynchronous setting where a new approach seems necessary.”.","Solving this issue remains open, especially in the asynchronous setting where a new approach seems necessary.",https://doi.org/10.4230/LIPIcs.OPODIS.2025.16,Unresolved-question passage on page 15; PDF page 15,index,50,original,
TCS-1786,"Conversely, can the inapproximability result from [10] for DAGs be extended to SePagraphs (again implying that the greedy approach is best possible in those graphs)?",Approximation algorithms and hardness of approximation,quarantined,lower_editorial_priority,"The saved topic is a specialized variant, a paper-specific approximation refinement, or a secondary methodological extension; it has lower priority than the retained general approximation thresholds and barriers. Saved target: “Conversely, can the inapproximability result from [10] for DAGs be extended to SePagraphs (again implying that the greedy approach is best possible in those graphs)?”.","Conversely, can the inapproximability result from [10] for DAGs be extended to SePagraphs (again implying that the greedy approach is best possible in those graphs)?",https://doi.org/10.4230/LIPIcs.ESA.2025.34,Unresolved-question passage on page 14; PDF page 14,index,50,original,
TCS-1787,Is there an alternative approach that would work without the decomposition at hand?,Approximation algorithms and hardness of approximation,quarantined,lower_editorial_priority,"The saved topic is a specialized variant, a paper-specific approximation refinement, or a secondary methodological extension; it has lower priority than the retained general approximation thresholds and barriers. Saved target: “Is there an alternative approach that would work without the decomposition at hand?”.",Is there an alternative approach that would work without the decomposition at hand?,https://doi.org/10.4230/LIPIcs.ESA.2025.39,Unresolved-question passage on page 15; PDF page 15,index,50,original,
TCS-1798,Is there a sparse fault-tolerant exact or approximate distance oracle for an arbitrary subset P of V × V ?,Approximation algorithms and hardness of approximation,retained,retained_foundational_or_broad,"Keep central approximation thresholds, general relaxations and hardness barriers, and broad algorithmic primitives. Preserve major questions even when their current bucket is imperfect.",Is there a sparse fault-tolerant exact or approximate distance oracle for an arbitrary subset P of V × V ?,https://doi.org/10.4230/LIPIcs.FSTTCS.2025.27,Unresolved-question passage on page 14; PDF page 14,index,50,original,
TCS-1811,"Firstly, is it possible to obtain a bicriteria approximation for min-cost well-balanced orientations?",Approximation algorithms and hardness of approximation,retained,retained_foundational_or_broad,"Keep central approximation thresholds, general relaxations and hardness barriers, and broad algorithmic primitives. Preserve major questions even when their current bucket is imperfect.","Firstly, is it possible to obtain a bicriteria approximation for min-cost well-balanced orientations?",https://doi.org/10.4230/LIPIcs.ICALP.2025.46,Unresolved-question passage on page 19; PDF page 19,index,50,original,
TCS-1842,Can we achieve similar for other cost functions such as ωv + ωu ?,Approximation algorithms and hardness of approximation,quarantined,lower_editorial_priority,"The saved topic is a specialized variant, a paper-specific approximation refinement, or a secondary methodological extension; it has lower priority than the retained general approximation thresholds and barriers. Saved target: “Can we achieve similar for other cost functions such as ωv + ωu ?”.",Can we achieve similar for other cost functions such as ωv + ωu ?,https://doi.org/10.4230/LIPIcs.STACS.2025.32,Unresolved-question passage on page 7; PDF page 7,index,50,original,
TCS-1886,It remains an open question whether this additional O(log d) factor is intrinsic to the algorithms or if it could be eliminated by a tighter […],Approximation algorithms and hardness of approximation,quarantined,lower_editorial_priority,"The saved topic is a specialized variant, a paper-specific approximation refinement, or a secondary methodological extension; it has lower priority than the retained general approximation thresholds and barriers. Saved target: “It remains an open question whether this additional O(log d) factor is intrinsic to the algorithms or if it could be eliminated by a tighter […]”.",It remains an open question whether this additional O(log d) factor is intrinsic to the algorithms or if it could be eliminated by a tighter […],https://proceedings.mlr.press/v272/warmuth25a.html,Unresolved-question passage on page 13; PDF page 13,index,50,original,
TCS-1894,One of the most interesting future directions is to further investigate the approximate complexity of the Maximum Representing Path problem: does it admit constant factor […],Approximation algorithms and hardness of approximation,quarantined,lower_editorial_priority,"The saved topic is a specialized variant, a paper-specific approximation refinement, or a secondary methodological extension; it has lower priority than the retained general approximation thresholds and barriers. Saved target: “One of the most interesting future directions is to further investigate the approximate complexity of the Maximum Representing Path problem: does it admit constant factor […]”.",One of the most interesting future directions is to further investigate the approximate complexity of the Maximum Representing Path problem: does it admit constant factor […],https://doi.org/10.4230/LIPIcs.CPM.2025.1,Unresolved-question passage on page 14; PDF page 14,index,50,original,
TCS-1903,"Can the dependence on δ be improved and the need for additive approximation here be removed, to solve (δn)-Coloring in O∗ (2(1−Ω(δ))n ) time in […]",Approximation algorithms and hardness of approximation,quarantined,lower_editorial_priority,"The saved topic is a specialized variant, a paper-specific approximation refinement, or a secondary methodological extension; it has lower priority than the retained general approximation thresholds and barriers. Saved target: “Can the dependence on δ be improved and the need for additive approximation here be removed, to solve (δn)-Coloring in O∗ (2(1−Ω(δ))n ) time in […]”.","Can the dependence on δ be improved and the need for additive approximation here be removed, to solve (δn)-Coloring in O∗ (2(1−Ω(δ))n ) time in […]",https://doi.org/10.4230/LIPIcs.ISAAC.2025.5,Unresolved-question passage on page 15; PDF page 15,index,50,original,
TCS-1914,"Can this be generalized to obtain deterministic pseudospectral shattering techniques, for Hermitian or even non-Hermitian matrices?",Approximation algorithms and hardness of approximation,quarantined,method_followup,"The saved question asks to extend or reuse the paper’s method, rather than posing a separate fundamental computational target. Saved target: “Can this be generalized to obtain deterministic pseudospectral shattering techniques, for Hermitian or even non-Hermitian matrices?”.","Can this be generalized to obtain deterministic pseudospectral shattering techniques, for Hermitian or even non-Hermitian matrices?",https://doi.org/10.4230/LIPIcs.ICALP.2025.131,Unresolved-question passage on page 17; PDF page 17,index,50,original,
TCS-1972,Can we improve the algorithm to obtain an O logloglogn n -depth AC circuit for approximating powers of substochastic matrices?,Approximation algorithms and hardness of approximation,quarantined,lower_editorial_priority,"The saved topic is a specialized variant, a paper-specific approximation refinement, or a secondary methodological extension; it has lower priority than the retained general approximation thresholds and barriers. Saved target: “Can we improve the algorithm to obtain an O logloglogn n -depth AC circuit for approximating powers of substochastic matrices?”.",Can we improve the algorithm to obtain an O logloglogn n -depth AC circuit for approximating powers of substochastic matrices?,https://doi.org/10.4230/LIPIcs.CCC.2024.32,Unresolved-question passage on page 12; PDF page 12,index,50,original,
TCS-1984,Can a lower bound that is polynomial in k and linear in n be shown?,Approximation algorithms and hardness of approximation,quarantined,lower_editorial_priority,"The saved topic is a specialized variant, a paper-specific approximation refinement, or a secondary methodological extension; it has lower priority than the retained general approximation thresholds and barriers. Saved target: “Can a lower bound that is polynomial in k and linear in n be shown?”.",Can a lower bound that is polynomial in k and linear in n be shown?,https://doi.org/10.4230/LIPIcs.ESA.2024.25,Unresolved-question passage on page 15; PDF page 15,index,50,original,
TCS-1985,What is the sparsity-dilation trade-off when 1 < f < 2?,Approximation algorithms and hardness of approximation,quarantined,lower_editorial_priority,"The saved topic is a specialized variant, a paper-specific approximation refinement, or a secondary methodological extension; it has lower priority than the retained general approximation thresholds and barriers. Saved target: “What is the sparsity-dilation trade-off when 1 < f < 2?”.",What is the sparsity-dilation trade-off when 1 < f < 2?,https://doi.org/10.4230/LIPIcs.ESA.2024.36,Unresolved-question passage on page 13; PDF page 13,index,50,original,
TCS-1986,"We leave it as an open problem to devise a polynomial algorithm that is (O(1)χ, O(1))-competitive.",Approximation algorithms and hardness of approximation,quarantined,lower_editorial_priority,"The saved topic is a specialized variant, a paper-specific approximation refinement, or a secondary methodological extension; it has lower priority than the retained general approximation thresholds and barriers. Saved target: “We leave it as an open problem to devise a polynomial algorithm that is (O(1)χ, O(1))-competitive.”.","We leave it as an open problem to devise a polynomial algorithm that is (O(1)χ, O(1))-competitive.",https://doi.org/10.4230/LIPIcs.ESA.2024.47,Unresolved-question passage on page 13; PDF page 13,index,50,original,
TCS-2005,Can we derive more meaningful inapproximability factors?,Approximation algorithms and hardness of approximation,quarantined,lower_editorial_priority,"The saved topic is a specialized variant, a paper-specific approximation refinement, or a secondary methodological extension; it has lower priority than the retained general approximation thresholds and barriers. Saved target: “Can we derive more meaningful inapproximability factors?”.",Can we derive more meaningful inapproximability factors?,https://doi.org/10.4230/LIPIcs.ICALP.2024.113,Unresolved-question passage on page 16; PDF page 16,index,50,original,
TCS-2023,"It remains open whether a constant-factor approximation is possible, whether the problem is APX-hard, and whether ρn is bounded by a constant.",Approximation algorithms and hardness of approximation,quarantined,lower_editorial_priority,"The saved topic is a specialized variant, a paper-specific approximation refinement, or a secondary methodological extension; it has lower priority than the retained general approximation thresholds and barriers. Saved target: “It remains open whether a constant-factor approximation is possible, whether the problem is APX-hard, and whether ρn is bounded by a constant.”.","It remains open whether a constant-factor approximation is possible, whether the problem is APX-hard, and whether ρn is bounded by a constant.",https://doi.org/10.4230/LIPIcs.ISAAC.2024.4,Unresolved-question passage on page 12; PDF page 12,index,50,original,
TCS-2031,"For future work, we leave it open whether there are non-adaptive O(1)-approximate strategies and, if so, whether they can be computed in polynomial time.",Approximation algorithms and hardness of approximation,quarantined,lower_editorial_priority,"The saved topic is a specialized variant, a paper-specific approximation refinement, or a secondary methodological extension; it has lower priority than the retained general approximation thresholds and barriers. Saved target: “For future work, we leave it open whether there are non-adaptive O(1)-approximate strategies and, if so, whether they can be computed in polynomial time.”.","For future work, we leave it open whether there are non-adaptive O(1)-approximate strategies and, if so, whether they can be computed in polynomial time.",https://doi.org/10.4230/LIPIcs.ITCS.2024.61,Unresolved-question passage on page 3; PDF page 3,index,50,original,
